ID	gene
"comp18643_c0_seq3_m.28885"	"pula1_arath ame: full=pullulanase chloroplastic short= 1 ame: full=protein limit dextrinase short= flags: precursor"
"comp18643_c0_seq3_m.28886"	"pula1_arath ame: full=pullulanase chloroplastic short= 1 ame: full=protein limit dextrinase short= flags: precursor"
"comp18643_c0_seq4_m.28887"	"pula1_arath ame: full=pullulanase chloroplastic short= 1 ame: full=protein limit dextrinase short= flags: precursor"
"comp18643_c0_seq4_m.28888"	"pula1_arath ame: full=pullulanase chloroplastic short= 1 ame: full=protein limit dextrinase short= flags: precursor"
"comp18643_c0_seq4_m.28889"	"pula1_arath ame: full=pullulanase chloroplastic short= 1 ame: full=protein limit dextrinase short= flags: precursor"
"comp18644_c0_seq3_m.34223"	"mkp1_arath ame: full=protein-tyrosine-phosphatase mkp1 ame: full=mitogen-activated protein kinase phosphatase 1 short= 1"
"comp18645_c0_seq10_m.30855"	"phyb_soltu ame: full=phytochrome b"
"comp18645_c0_seq1_m.30848"	"phyb_tobac ame: full=phytochrome b"
"comp18645_c0_seq2_m.30850"	"phyb_tobac ame: full=phytochrome b"
"comp18645_c0_seq3_m.30849"	"phyb_soltu ame: full=phytochrome b"
"comp18645_c0_seq4_m.30851"	"phyb_soltu ame: full=phytochrome b"
"comp18645_c0_seq5_m.30852"	"phyb_tobac ame: full=phytochrome b"
"comp18645_c0_seq7_m.30853"	"phyb_tobac ame: full=phytochrome b"
"comp18645_c0_seq8_m.30854"	"phyb_soltu ame: full=phytochrome b"
"comp18646_c0_seq1_m.28896"	"ab21b_arath ame: full=abc transporter b family member 21 short=abc transporter short= 21 ame: full=multidrug resistance protein 17 ame: full=p-glycoprotein 21"
"comp18646_c0_seq2_m.28897"	"ab21b_arath ame: full=abc transporter b family member 21 short=abc transporter short= 21 ame: full=multidrug resistance protein 17 ame: full=p-glycoprotein 21"
"comp18646_c0_seq2_m.28898"	"ab4b_arath ame: full=abc transporter b family member 4 short=abc transporter short= 4 ame: full=multidrug resistance protein 4 ame: full=p-glycoprotein 4"
"comp18648_c0_seq10_m.19690"	"y5344_arath ame: full=probable lrr receptor-like serine threonine-protein kinase at1g53440 flags: precursor"
"comp18648_c0_seq11_m.19685"	"y3148_arath ame: full=probable leucine-rich repeat receptor-like serine threonine-protein kinase at3g14840 flags: precursor"
"comp18648_c0_seq12_m.19691"	"y3148_arath ame: full=probable leucine-rich repeat receptor-like serine threonine-protein kinase at3g14840 flags: precursor"
"comp18648_c0_seq13_m.19692"	"y3148_arath ame: full=probable leucine-rich repeat receptor-like serine threonine-protein kinase at3g14840 flags: precursor"
"comp18648_c0_seq15_m.19686"	"y1765_arath ame: full=probable lrr receptor-like serine threonine-protein kinase at1g07650 flags: precursor"
"comp18648_c0_seq17_m.19693"	"y3148_arath ame: full=probable leucine-rich repeat receptor-like serine threonine-protein kinase at3g14840 flags: precursor"
"comp18648_c0_seq18_m.19694"	"y3148_arath ame: full=probable leucine-rich repeat receptor-like serine threonine-protein kinase at3g14840 flags: precursor"
"comp18648_c0_seq19_m.19695"	"y5344_arath ame: full=probable lrr receptor-like serine threonine-protein kinase at1g53440 flags: precursor"
"comp18648_c0_seq1_m.19682"	"y1765_arath ame: full=probable lrr receptor-like serine threonine-protein kinase at1g07650 flags: precursor"
"comp18648_c0_seq20_m.19696"	"y5344_arath ame: full=probable lrr receptor-like serine threonine-protein kinase at1g53440 flags: precursor"
"comp18648_c0_seq3_m.19683"	"y1765_arath ame: full=probable lrr receptor-like serine threonine-protein kinase at1g07650 flags: precursor"
"comp18648_c0_seq5_m.19687"	"y1765_arath ame: full=probable lrr receptor-like serine threonine-protein kinase at1g07650 flags: precursor"
"comp18648_c0_seq6_m.19688"	"y1765_arath ame: full=probable lrr receptor-like serine threonine-protein kinase at1g07650 flags: precursor"
"comp18648_c0_seq7_m.19684"	"y3148_arath ame: full=probable leucine-rich repeat receptor-like serine threonine-protein kinase at3g14840 flags: precursor"
"comp18648_c0_seq9_m.19689"	"y5344_arath ame: full=probable lrr receptor-like serine threonine-protein kinase at1g53440 flags: precursor"
"comp18650_c0_seq1_m.10256"	"msh6_arath ame: full=dna mismatch repair protein msh6 short= 6 ame: full= protein homolog 6"
"comp18650_c0_seq1_m.10257"	"msh6_arath ame: full=dna mismatch repair protein msh6 short= 6 ame: full= protein homolog 6"
"comp18651_c0_seq1_m.10259"	"sc16b_arath ame: full=protein transport protein sec16b homolog ame: full=protein maigo 5 homolog"
"comp18651_c0_seq1_m.10260"	"sc16b_arath ame: full=protein transport protein sec16b homolog ame: full=protein maigo 5 homolog"
"comp18653_c0_seq1_m.10261"	"kn10a_arath ame: full=kinesin-like protein kin-10a ame: full=phragmoplast-associated kinesin-related protein 2 short= 2"
"comp18653_c0_seq1_m.10262"	"kn10a_arath ame: full=kinesin-like protein kin-10a ame: full=phragmoplast-associated kinesin-related protein 2 short= 2"
"comp18653_c0_seq1_m.10263"	"kn10a_arath ame: full=kinesin-like protein kin-10a ame: full=phragmoplast-associated kinesin-related protein 2 short= 2"
"comp18654_c0_seq1_m.26231"	"pp1r7_dicdi ame: full=protein phosphatase 1 regulatory subunit ppra"
"comp18654_c0_seq2_m.26232"	"pp1r7_dicdi ame: full=protein phosphatase 1 regulatory subunit ppra"
"comp18655_c0_seq1_m.35004"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18655_c0_seq1_m.35005"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18655_c0_seq1_m.35006"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18655_c0_seq2_m.35007"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18655_c0_seq2_m.35008"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18655_c0_seq3_m.35009"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18655_c0_seq3_m.35010"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18655_c0_seq3_m.35011"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18655_c0_seq4_m.35012"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18655_c0_seq4_m.35013"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18655_c0_seq5_m.35014"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18655_c0_seq5_m.35015"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18655_c0_seq6_m.35016"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18655_c0_seq7_m.35017"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18655_c0_seq7_m.35018"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18655_c0_seq8_m.35019"	"phot2_arath ame: full=phototropin-2 ame: full=defective in chloroplast avoidance protein 1 ame: full=non-phototropic hypocotyl 1-like protein 1 short= in7 short=nph1-like protein 1"
"comp18657_c0_seq1_m.28941"	"cdkg2_orysj ame: full=cyclin-dependent kinase g-2 short=cdkg 2"
"comp18657_c0_seq2_m.28942"	"cdkg2_orysj ame: full=cyclin-dependent kinase g-2 short=cdkg 2"
"comp18657_c0_seq3_m.28943"	"cdkg2_orysj ame: full=cyclin-dependent kinase g-2 short=cdkg 2"
"comp18658_c0_seq1_m.10265"	"csld5_arath ame: full=cellulose synthase-like protein d5 short= sld5"
"comp18658_c0_seq1_m.10266"	"csld5_arath ame: full=cellulose synthase-like protein d5 short= sld5"
"comp18659_c0_seq1_m.10269"	"pol_fenv1 ame: full=pol polyprotein contains: ame: full=reverse transcriptase ribonuclease h short=rt contains: ame: full=integrase short=in"
"comp18660_c0_seq1_m.10270"	"kn14e_arath ame: full=kinesin-like protein kin-14e ame: full=kinesin-like calmodulin-binding protein ame: full=protein zwichel"
"comp18660_c0_seq1_m.10272"	"kn14i_orysj ame: full=kinesin-like protein kin-14i ame: full=kinesin-like calmodulin-binding protein short="
"comp18661_c0_seq1_m.10273"	"pin3_arath ame: full=auxin efflux carrier component 3 short= 3"
"comp18661_c0_seq1_m.10274"	"pin3_arath ame: full=auxin efflux carrier component 3 short= 3"
"comp18661_c0_seq1_m.10275"	"pin3_arath ame: full=auxin efflux carrier component 3 short= 3"
"comp18662_c0_seq1_m.10276"	"tmk3_arath ame: full=receptor-like kinase tmk3 ame: full=bark1-like kinase 2 ame: full=leucine-rich repeat receptor-like kinases tmk3 ame: full=transmembrane kinase 3 flags: precursor"
"comp18663_c1_seq1_m.36282"	"erll2_arath ame: full=pearli1-like lipid transfer protein 2 flags: precursor"
"comp18663_c2_seq1_m.36283"	"pix7_arath ame: full=probable serine threonine-protein kinase pix7"
"comp18663_c2_seq2_m.36284"	"pix7_arath ame: full=probable serine threonine-protein kinase pix7"
"comp18663_c2_seq3_m.36285"	"pix7_arath ame: full=probable serine threonine-protein kinase pix7"
"comp18663_c2_seq4_m.36286"	"pbl17_arath ame: full=probable serine threonine-protein kinase pbl17 ame: full=pbs1-like protein 17"
"comp18664_c0_seq1_m.30275"	"y5371_arath ame: full=probable lrr receptor-like serine threonine-protein kinase at5g63710 flags: precursor"
"comp18664_c0_seq1_m.30276"	"y5371_arath ame: full=probable lrr receptor-like serine threonine-protein kinase at5g63710 flags: precursor"
"comp18664_c0_seq6_m.30277"	"y5371_arath ame: full=probable lrr receptor-like serine threonine-protein kinase at5g63710 flags: precursor"
"comp18665_c0_seq1_m.10277"	"big_arath ame: full=auxin transport protein big ame: full=protein attenuated shade avoidance 1 ame: full=protein corymbosa1 ame: full=protein dark over-expression of cab 1 ame: full=protein low phosphate-resistant root 1 ame: full=protein transport inhibitor response 3 ame: full=protein umbrella 1"
"comp18665_c0_seq1_m.10278"	"big_arath ame: full=auxin transport protein big ame: full=protein attenuated shade avoidance 1 ame: full=protein corymbosa1 ame: full=protein dark over-expression of cab 1 ame: full=protein low phosphate-resistant root 1 ame: full=protein transport inhibitor response 3 ame: full=protein umbrella 1"
"comp18665_c0_seq1_m.10279"	"big_arath ame: full=auxin transport protein big ame: full=protein attenuated shade avoidance 1 ame: full=protein corymbosa1 ame: full=protein dark over-expression of cab 1 ame: full=protein low phosphate-resistant root 1 ame: full=protein transport inhibitor response 3 ame: full=protein umbrella 1"
"comp18665_c0_seq1_m.10280"	"big_arath ame: full=auxin transport protein big ame: full=protein attenuated shade avoidance 1 ame: full=protein corymbosa1 ame: full=protein dark over-expression of cab 1 ame: full=protein low phosphate-resistant root 1 ame: full=protein transport inhibitor response 3 ame: full=protein umbrella 1"
"comp18665_c0_seq1_m.10281"	"big_arath ame: full=auxin transport protein big ame: full=protein attenuated shade avoidance 1 ame: full=protein corymbosa1 ame: full=protein dark over-expression of cab 1 ame: full=protein low phosphate-resistant root 1 ame: full=protein transport inhibitor response 3 ame: full=protein umbrella 1"
"comp18666_c0_seq1_m.10282"	"clasp_arath ame: full=clip-associated protein short="
"comp18666_c0_seq1_m.10283"	"clasp_arath ame: full=clip-associated protein short="
"comp18666_c0_seq1_m.10284"	"clasp_arath ame: full=clip-associated protein short="
"comp18666_c0_seq1_m.10285"	"clasp_arath ame: full=clip-associated protein short="
"comp18668_c0_seq1_m.23729"	"morc6_arath ame: full=protein microrchidia 6 short= 6 ame: full=protein crt1-homolog 6 short=crt1-h6 ame: full=protein defective in meristem silencing 11"
"comp18668_c0_seq1_m.23730"	"morc6_arath ame: full=protein microrchidia 6 short= 6 ame: full=protein crt1-homolog 6 short=crt1-h6 ame: full=protein defective in meristem silencing 11"
"comp18668_c0_seq2_m.23731"	"morc6_arath ame: full=protein microrchidia 6 short= 6 ame: full=protein crt1-homolog 6 short=crt1-h6 ame: full=protein defective in meristem silencing 11"
"comp18668_c0_seq2_m.23732"	"morc6_arath ame: full=protein microrchidia 6 short= 6 ame: full=protein crt1-homolog 6 short=crt1-h6 ame: full=protein defective in meristem silencing 11"
"comp18668_c0_seq3_m.23733"	"morc6_arath ame: full=protein microrchidia 6 short= 6 ame: full=protein crt1-homolog 6 short=crt1-h6 ame: full=protein defective in meristem silencing 11"
"comp18669_c0_seq1_m.30116"	"aae17_arath ame: full=probable acyl-activating enzyme peroxisomal"
"comp18669_c0_seq1_m.30117"	"aae17_arath ame: full=probable acyl-activating enzyme peroxisomal"
"comp18669_c0_seq2_m.30118"	"aae17_arath ame: full=probable acyl-activating enzyme peroxisomal"
"comp18669_c0_seq2_m.30119"	"aae17_arath ame: full=probable acyl-activating enzyme peroxisomal"
"comp18670_c0_seq1_m.20312"	"thrc1_arath ame: full=threonine synthase chloroplastic ame: full=protein methionine over-accumulator 2 flags: precursor"
"comp18670_c0_seq1_m.20313"	"thrc_soltu ame: full=threonine chloroplastic short=ts flags: precursor"
"comp18671_c0_seq10_m.20593"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18671_c0_seq10_m.20594"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18671_c0_seq11_m.20596"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18671_c0_seq11_m.20597"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18671_c0_seq1_m.20580"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18671_c0_seq1_m.20581"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18671_c0_seq2_m.20582"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18671_c0_seq2_m.20583"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18671_c0_seq6_m.20584"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18671_c0_seq6_m.20585"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18671_c0_seq7_m.20591"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18671_c0_seq7_m.20592"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18671_c0_seq8_m.20586"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18671_c0_seq8_m.20587"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18671_c0_seq9_m.20589"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18671_c0_seq9_m.20590"	"fab1b_arath ame: full=1-phosphatidylinositol-3-phosphate 5-kinase fab1b short=phosphatidylinositol 3-phosphate 5-kinase ame: full=fyve finger-containing phosphoinositide kinase ame: full=pikfyve ame: full=phosphatidylinositol 3-phosphate 5-kinase type iii short=pipkin-iii short=type iii pip kinase ame: full=protein forms aploid and binucleate cells 1b"
"comp18672_c0_seq1_m.24112"	"rngb_dicdi ame: full=ring finger protein b short=protein rngb"
"comp18672_c0_seq2_m.24113"	"drc7_chlre ame: full=dynein regulatory complex subunit 7 ame: full=coiled-coil domain-containing protein lobo homolog ame: full=flagellar-associated protein 50"
"comp18673_c0_seq1_m.10286"	"fh6_arath ame: full=formin-like protein 6 short= 6 short= -6 flags: precursor"
"comp18673_c0_seq1_m.10287"	"fh6_arath ame: full=formin-like protein 6 short= 6 short= -6 flags: precursor"
"comp18674_c0_seq1_m.10288"	"rir1_arath ame: full=ribonucleoside-diphosphate reductase large subunit ame: full=protein defective in pollen dna degradation 2 ame: full=ribonucleoside-diphosphate reductase r1 subunit short= 1"
"comp18675_c0_seq1_m.21930"	"alix_dicdi ame: full=alg-2 interacting protein x short=alix short=dd-alix short= lix"
"comp18676_c0_seq1_m.20932"	"rbski_lacsd ame: full=bifunctional ribokinase ribose-5-phosphate isomerase a includes: ame: full=ribokinase includes: ame: full=ribose-5-phosphate isomerase a ame: full=phosphoriboisomerase a short=pri"
"comp18676_c0_seq2_m.20933"	"rbski_lacsd ame: full=bifunctional ribokinase ribose-5-phosphate isomerase a includes: ame: full=ribokinase includes: ame: full=ribose-5-phosphate isomerase a ame: full=phosphoriboisomerase a short=pri"
"comp18677_c0_seq1_m.26334"	"riba1_arath ame: full=bifunctional riboflavin biosynthesis protein riba chloroplastic short= 1 includes: ame: full= -dihydroxy-2-butanone 4-phosphate synthase short=dhbp synthase includes: ame: full=gtp cyclohydrolase-2 ame: full=gtp cyclohydrolase ii flags: precursor"
"comp18677_c0_seq2_m.26335"	"riba2_arath ame: full=monofunctional riboflavin biosynthesis protein riba chloroplastic includes: ame: full= -dihydroxy-2-butanone 4-phosphate synthase short=dhbp synthase includes: ame: full=inactive gtp cyclohydrolase-2 ame: full=gtp cyclohydrolase ii flags: precursor"
"comp18677_c0_seq2_m.26336"	"riba1_orysj ame: full=probable bifunctional riboflavin biosynthesis protein riba chloroplastic short= 1 includes: ame: full= -dihydroxy-2-butanone 4-phosphate synthase short=dhbp synthase includes: ame: full=gtp cyclohydrolase-2 ame: full=gtp cyclohydrolase ii flags: precursor"
"comp18678_c0_seq1_m.36191"	"sbt17_arath ame: full=subtilisin-like protease ame: full=cucumisin-like serine protease ame: full=subtilase subfamily 1 member 7 short= ame: full=subtilisin-like serine protease 1 short=at-slp1 flags: precursor"
"comp18678_c1_seq1_m.36188"	"perk8_arath ame: full=proline-rich receptor-like protein kinase perk8 ame: full=proline-rich extensin-like receptor kinase 8 short= 8"
"comp18678_c1_seq1_m.36189"	"perk8_arath ame: full=proline-rich receptor-like protein kinase perk8 ame: full=proline-rich extensin-like receptor kinase 8 short= 8"
"comp18678_c3_seq1_m.36198"	"hpl_sollc ame: full=fatty acid hydroperoxide chloroplastic short= ame: full=cytochrome p450 74b"
"comp18678_c3_seq1_m.36199"	"sbt15_arath ame: full=subtilisin-like protease ame: full=subtilase subfamily 1 member 5 short= flags: precursor"
"comp18678_c3_seq1_m.36200"	"sbt14_arath ame: full=subtilisin-like protease ame: full=subtilase subfamily 1 member 4 short= flags: precursor"
"comp18679_c0_seq10_m.35300"	"ubp16_arath ame: full=ubiquitin carboxyl-terminal hydrolase 16 ame: full=deubiquitinating enzyme 16 short= 16 ame: full=ubiquitin thioesterase 16 ame: full=ubiquitin-specific-processing protease 16"
"comp18679_c0_seq1_m.35296"	"ubp17_arath ame: full=ubiquitin carboxyl-terminal hydrolase 17 ame: full=deubiquitinating enzyme 17 short= 17 ame: full=ubiquitin thioesterase 17 ame: full=ubiquitin-specific-processing protease 17"
"comp18679_c0_seq3_m.35297"	"ubp17_arath ame: full=ubiquitin carboxyl-terminal hydrolase 17 ame: full=deubiquitinating enzyme 17 short= 17 ame: full=ubiquitin thioesterase 17 ame: full=ubiquitin-specific-processing protease 17"
"comp18679_c0_seq3_m.35298"	"ubp17_arath ame: full=ubiquitin carboxyl-terminal hydrolase 17 ame: full=deubiquitinating enzyme 17 short= 17 ame: full=ubiquitin thioesterase 17 ame: full=ubiquitin-specific-processing protease 17"
"comp18679_c0_seq9_m.35299"	"ubp16_arath ame: full=ubiquitin carboxyl-terminal hydrolase 16 ame: full=deubiquitinating enzyme 16 short= 16 ame: full=ubiquitin thioesterase 16 ame: full=ubiquitin-specific-processing protease 16"
"comp18680_c0_seq1_m.26129"	"ab9c_arath ame: full=abc transporter c family member 9 short=abc transporter short= 9 ame: full=atp-energized glutathione s-conjugate pump 9 ame: full=glutathione s-conjugate-transporting atpase 9 ame: full=multidrug resistance-associated protein 9"
"comp18680_c0_seq1_m.26130"	"ab9c_arath ame: full=abc transporter c family member 9 short=abc transporter short= 9 ame: full=atp-energized glutathione s-conjugate pump 9 ame: full=glutathione s-conjugate-transporting atpase 9 ame: full=multidrug resistance-associated protein 9"
"comp18680_c0_seq1_m.26131"	"ab15c_arathputative pseudogene: ame: full= abc transporter c family member 15 short=abc transporter short= 15 ame: full=atp-energized glutathione s-conjugate pump 15 ame: full=glutathione s-conjugate-transporting atpase 15 ame: full= multidrug resistance-associated protein 15"
"comp18680_c0_seq2_m.26132"	"ab9c_arath ame: full=abc transporter c family member 9 short=abc transporter short= 9 ame: full=atp-energized glutathione s-conjugate pump 9 ame: full=glutathione s-conjugate-transporting atpase 9 ame: full=multidrug resistance-associated protein 9"
"comp18680_c0_seq2_m.26133"	"ab9c_arath ame: full=abc transporter c family member 9 short=abc transporter short= 9 ame: full=atp-energized glutathione s-conjugate pump 9 ame: full=glutathione s-conjugate-transporting atpase 9 ame: full=multidrug resistance-associated protein 9"
"comp18680_c0_seq2_m.26134"	"ab15c_arathputative pseudogene: ame: full= abc transporter c family member 15 short=abc transporter short= 15 ame: full=atp-energized glutathione s-conjugate pump 15 ame: full=glutathione s-conjugate-transporting atpase 15 ame: full= multidrug resistance-associated protein 15"
"comp18681_c0_seq1_m.35541"	"paxi1_human ame: full=pax-interacting protein 1 ame: full=pax transactivation activation domain-interacting protein"
"comp18681_c0_seq1_m.35542"	"marh4_danre ame: full=e3 ubiquitin-protein ligase march4 ame: full=membrane-associated ring finger protein 4 ame: full=membrane-associated ring-ch protein iv short=march-iv ame: full=ring-type e3 ubiquitin transferase march4 flags: precursor"
"comp18681_c0_seq4_m.35543"	"marh4_danre ame: full=e3 ubiquitin-protein ligase march4 ame: full=membrane-associated ring finger protein 4 ame: full=membrane-associated ring-ch protein iv short=march-iv ame: full=ring-type e3 ubiquitin transferase march4 flags: precursor"
"comp18682_c0_seq1_m.23311"	"far1_arath ame: full=protein far-red impaired response 1"
"comp18682_c0_seq1_m.23312"	"far1_arath ame: full=protein far-red impaired response 1"
"comp18682_c0_seq2_m.23314"	"far1_arath ame: full=protein far-red impaired response 1"
"comp18682_c0_seq2_m.23315"	"far1_arath ame: full=protein far-red impaired response 1"
"comp18682_c0_seq3_m.23317"	"far1_arath ame: full=protein far-red impaired response 1"
"comp18682_c0_seq3_m.23318"	"far1_arath ame: full=protein far-red impaired response 1"
"comp18683_c0_seq1_m.31578"	"cstr5_arath ame: full=cmp-sialic acid transporter 5 short=cmp-sa-tr 5 short=cmp-sia-tr 5"
"comp18683_c0_seq2_m.31580"	"cstr5_arath ame: full=cmp-sialic acid transporter 5 short=cmp-sa-tr 5 short=cmp-sia-tr 5"
