id	go
comp17963_c0_seq21_m.15602	GO:0005634,GO:0004004,GO:0097159,GO:1901363,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq21_m.15603	GO:0005829,GO:0044732,GO:0071004,GO:0003723,GO:0004004,GO:0005524,GO:1990446,GO:1990447,GO:0010468,GO:0010501,GO:1903241
comp17963_c0_seq22_m.15604	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq22_m.15605	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq22_m.15606	GO:0005829,GO:0044732,GO:0071004,GO:0003723,GO:0004004,GO:0005524,GO:1990446,GO:1990447,GO:0010468,GO:0010501,GO:1903241
comp17963_c0_seq22_m.15607	GO:0005634,GO:0004004,GO:0097159,GO:1901363,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq23_m.15718	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq23_m.15721	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq23_m.15722	GO:0005829,GO:0044732,GO:0071004,GO:0003723,GO:0004004,GO:0005524,GO:1990446,GO:1990447,GO:0010468,GO:0010501,GO:1903241
comp17963_c0_seq23_m.15723	GO:0005634,GO:0004004,GO:0097159,GO:1901363,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq25_m.15724	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq25_m.15726	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq25_m.15727	GO:0005634,GO:0004004,GO:0097159,GO:1901363,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq25_m.15728	GO:0005829,GO:0044732,GO:0071004,GO:0003723,GO:0004004,GO:0005524,GO:1990446,GO:1990447,GO:0010468,GO:0010501,GO:1903241
comp17963_c0_seq26_m.15608	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq26_m.15609	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq26_m.15610	GO:0005829,GO:0044732,GO:0071004,GO:0003723,GO:0004004,GO:0005524,GO:1990446,GO:1990447,GO:0010468,GO:0010501,GO:1903241
comp17963_c0_seq26_m.15611	GO:0005634,GO:0004004,GO:0097159,GO:1901363,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq28_m.15612	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq28_m.15613	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq28_m.15614	GO:0005829,GO:0044732,GO:0071004,GO:0003723,GO:0004004,GO:0005524,GO:1990446,GO:1990447,GO:0010468,GO:0010501,GO:1903241
comp17963_c0_seq28_m.15615	GO:0005634,GO:0004004,GO:0097159,GO:1901363,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq2_m.15620	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq2_m.15622	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq2_m.15623	GO:0005829,GO:0044732,GO:0071004,GO:0003723,GO:0004004,GO:0005524,GO:1990446,GO:1990447,GO:0010468,GO:0010501,GO:1903241
comp17963_c0_seq2_m.15624	GO:0005634,GO:0004004,GO:0097159,GO:1901363,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq30_m.15616	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq30_m.15617	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq30_m.15618	GO:0005829,GO:0044732,GO:0071004,GO:0003723,GO:0004004,GO:0005524,GO:1990446,GO:1990447,GO:0010468,GO:0010501,GO:1903241
comp17963_c0_seq30_m.15619	GO:0005634,GO:0004004,GO:0097159,GO:1901363,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq3_m.15625	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq3_m.15627	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq3_m.15628	GO:0005634,GO:0004004,GO:0097159,GO:1901363,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq3_m.15629	GO:0005829,GO:0044732,GO:0071004,GO:0003723,GO:0004004,GO:0005524,GO:1990446,GO:1990447,GO:0010468,GO:0010501,GO:1903241
comp17963_c0_seq4_m.15630	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq4_m.15632	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq4_m.15633	GO:0005634,GO:0004004,GO:0097159,GO:1901363,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq4_m.15634	GO:0005829,GO:0044732,GO:0071004,GO:0003723,GO:0004004,GO:0005524,GO:1990446,GO:1990447,GO:0010468,GO:0010501,GO:1903241
comp17963_c0_seq5_m.15635	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq5_m.15637	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq5_m.15638	GO:0005829,GO:0044732,GO:0071004,GO:0003723,GO:0004004,GO:0005524,GO:1990446,GO:1990447,GO:0010468,GO:0010501,GO:1903241
comp17963_c0_seq5_m.15639	GO:0005634,GO:0004004,GO:0097159,GO:1901363,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq6_m.15640	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq6_m.15642	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq6_m.15643	GO:0005829,GO:0044732,GO:0071004,GO:0003723,GO:0004004,GO:0005524,GO:1990446,GO:1990447,GO:0010468,GO:0010501,GO:1903241
comp17963_c0_seq6_m.15644	GO:0005634,GO:0004004,GO:0097159,GO:1901363,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq7_m.15645	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq7_m.15647	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq7_m.15648	GO:0005634,GO:0004004,GO:0097159,GO:1901363,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq7_m.15649	GO:0005829,GO:0044732,GO:0071004,GO:0003723,GO:0004004,GO:0005524,GO:1990446,GO:1990447,GO:0010468,GO:0010501,GO:1903241
comp17963_c0_seq8_m.15650	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq8_m.15652	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq8_m.15653	GO:0005634,GO:0004004,GO:0097159,GO:1901363,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq8_m.15654	GO:0005829,GO:0044732,GO:0071004,GO:0003723,GO:0004004,GO:0005524,GO:1990446,GO:1990447,GO:0010468,GO:0010501,GO:1903241
comp17963_c0_seq9_m.15655	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq9_m.15656	GO:0005634,GO:0003723,GO:0004004,GO:0005524,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq9_m.15658	GO:0005634,GO:0004004,GO:0097159,GO:1901363,GO:0000398,GO:0010468,GO:0010501
comp17963_c0_seq9_m.15659	GO:0005829,GO:0044732,GO:0071004,GO:0003723,GO:0004004,GO:0005524,GO:1990446,GO:1990447,GO:0010468,GO:0010501,GO:1903241
comp17964_c0_seq1_m.26205	GO:0005654
comp17966_c0_seq1_m.9848	GO:0048511
comp17968_c0_seq10_m.23549	GO:0015926,GO:0000272,GO:0032501,GO:0044042,GO:0044763
comp17968_c0_seq10_m.23550	GO:0005783,GO:0009507,GO:0004558,GO:0009826,GO:0030244,GO:0042742,GO:0046686
comp17968_c0_seq11_m.23551	GO:0004558,GO:0044723
comp17968_c0_seq13_m.23552	GO:0005783,GO:0009507,GO:0004558,GO:0009826,GO:0030244,GO:0042742,GO:0046686
comp17968_c0_seq13_m.23553	GO:0090599,GO:0005975,GO:0009987
comp17968_c0_seq1_m.23528	GO:0005783,GO:0005488,GO:0090599,GO:0006952,GO:0044260,GO:0044262,GO:0044723,GO:0044763
comp17968_c0_seq2_m.23532	GO:0005783,GO:0005488,GO:0090599,GO:0006952,GO:0044260,GO:0044262,GO:0044723,GO:0044763
comp17968_c0_seq3_m.23534	GO:0044432,GO:0005488,GO:0090599,GO:0050896,GO:0051274,GO:0071840
comp17968_c0_seq3_m.23535	GO:0015926,GO:0000272,GO:0032501,GO:0044042,GO:0044763
comp17968_c0_seq4_m.23537	GO:0044432,GO:0005488,GO:0090599,GO:0050896,GO:0051274,GO:0071840
comp17968_c0_seq4_m.23538	GO:0015926,GO:0000272,GO:0032501,GO:0044042,GO:0044763
comp17968_c0_seq5_m.23530	GO:0005783,GO:0005488,GO:0015926,GO:0006952,GO:0044260,GO:0044262,GO:0044723,GO:0044763
comp17968_c0_seq6_m.23540	GO:0005783,GO:0005488,GO:0015926,GO:0006952,GO:0044260,GO:0044262,GO:0044723,GO:0044763
comp17968_c0_seq7_m.23542	GO:0044432,GO:0005488,GO:0090599,GO:0050896,GO:0051274,GO:0071840
comp17968_c0_seq7_m.23543	GO:0090599,GO:0005975,GO:0009987
comp17968_c0_seq8_m.23545	GO:0044432,GO:0005488,GO:0090599,GO:0050896,GO:0051274,GO:0071840
comp17968_c0_seq8_m.23546	GO:0090599,GO:0005975,GO:0009987
comp17968_c0_seq9_m.23548	GO:0090599,GO:0005975
comp17969_c0_seq1_m.25620	GO:0000325,GO:0009505,GO:0016021,GO:0004575,GO:0005985,GO:0009617,GO:0071370,GO:0080022
comp17970_c0_seq1_m.35951	GO:0009507,GO:0004424,GO:0046872,GO:0000105
comp17970_c0_seq1_m.35952	GO:0009543,GO:0010206,GO:0010207
comp17971_c0_seq1_m.29505	GO:0044464,GO:0004553,GO:0009251
comp17971_c0_seq2_m.29506	GO:0044464,GO:0004553,GO:0009251
comp17971_c0_seq3_m.29507	GO:0044464,GO:0004553,GO:0005975
comp17972_c0_seq10_m.33890	GO:0044434,GO:0004751,GO:0009052
comp17972_c0_seq11_m.33891	GO:0009507,GO:0004751,GO:0009052
comp17972_c0_seq12_m.33892	GO:0009507,GO:0004751,GO:0009052
comp17972_c0_seq1_m.33874	GO:0009507,GO:0009055,GO:0009611,GO:0009753
comp17972_c0_seq1_m.33875	GO:0005829,GO:0009507,GO:0016853,GO:0006098,GO:0030244,GO:0046109,GO:0080167
comp17972_c0_seq1_m.33876	GO:0009507,GO:0004751,GO:0009052
comp17972_c0_seq2_m.33877	GO:0009507,GO:0009055,GO:0009611,GO:0009753
comp17972_c0_seq2_m.33878	GO:0044434,GO:0004751,GO:0009052
comp17972_c0_seq3_m.33879	GO:0009507,GO:0009055,GO:0009611,GO:0009753
comp17972_c0_seq3_m.33880	GO:0009507,GO:0004751,GO:0009052
comp17972_c0_seq4_m.33881	GO:0009507,GO:0009055,GO:0009611,GO:0009753
comp17972_c0_seq4_m.33882	GO:0044434,GO:0004751,GO:0009052
comp17972_c0_seq5_m.33883	GO:0005829,GO:0009507,GO:0016853,GO:0006098,GO:0030244,GO:0046109,GO:0080167
comp17972_c0_seq5_m.33884	GO:0009507,GO:0004751,GO:0009052
comp17972_c0_seq6_m.33885	GO:0044434,GO:0004751,GO:0009052
comp17972_c0_seq7_m.33886	GO:0005829,GO:0009507,GO:0016853,GO:0006098,GO:0030244,GO:0046109,GO:0080167
comp17972_c0_seq7_m.33887	GO:0009507,GO:0004751,GO:0009052
comp17972_c0_seq8_m.33888	GO:0009507,GO:0004751,GO:0009052
comp17972_c0_seq9_m.33889	GO:0044434,GO:0004751,GO:0009052
comp17973_c0_seq1_m.9849	GO:0005739,GO:0009570,GO:0003677,GO:0004816,GO:0005524,GO:0006421,GO:0048481
comp17973_c0_seq1_m.9850	GO:0005739,GO:0009570,GO:0003677,GO:0004816,GO:0005524,GO:0006421,GO:0048481
comp17973_c0_seq1_m.9851	GO:0005739,GO:0009570,GO:0003677,GO:0004816,GO:0005524,GO:0006421,GO:0048481
comp17973_c0_seq1_m.9852	GO:0005739,GO:0009570,GO:0003677,GO:0004816,GO:0005524,GO:0006421,GO:0048481
comp17974_c0_seq1_m.9853	GO:0005730,GO:0005739,GO:0009533,GO:0009535,GO:0009941,GO:0004252,GO:0006508,GO:0009658,GO:0010206,GO:0030163
comp17975_c0_seq1_m.9855	GO:0005634,GO:0005737,GO:0044446,GO:0030674
comp17976_c0_seq1_m.9856	GO:0000139,GO:0000326,GO:0004842,GO:0001101,GO:0006950,GO:0009628,GO:0016567,GO:1901700
comp17977_c0_seq1_m.9858	GO:0005739,GO:0009706,GO:0016021,GO:0007275,GO:0009741,GO:0015995
comp17978_c0_seq2_m.27227	GO:0005634,GO:0005783,GO:0005794,GO:0005829,GO:0005886,GO:0009507,GO:0031410,GO:0005515,GO:0006898,GO:0007015,GO:0009903,GO:0009904,GO:0071483
comp17979_c0_seq2_m.33096	GO:0044424,GO:0009987,GO:0048519,GO:0051707
comp17979_c0_seq3_m.33097	GO:0050789,GO:0050896
comp17979_c0_seq6_m.33098	GO:0044424
comp1797_c0_seq1_m.417	GO:0005802,GO:0005886,GO:0009941,GO:0016021,GO:0000287,GO:0004012,GO:0005516,GO:0005524,GO:0015662,GO:0048194
comp17980_c0_seq1_m.9860	GO:0009570,GO:0004072,GO:0005524,GO:0016597,GO:0009088,GO:0009089,GO:0016310
comp17980_c0_seq1_m.9861	GO:0009570,GO:0004072,GO:0036094,GO:0043168,GO:0009089
comp17981_c0_seq1_m.37705	GO:0005654,GO:0030529,GO:0003723,GO:0006355,GO:0006396
comp17981_c0_seq2_m.37708	GO:0009507,GO:0000287,GO:0004749,GO:0005524,GO:0016301,GO:0009116,GO:0009156,GO:0009165,GO:0016310
comp17981_c0_seq2_m.37709	GO:0009507,GO:0000287,GO:0004749,GO:0005524,GO:0016301,GO:0009116,GO:0009156,GO:0009165,GO:0016310
comp17981_c0_seq3_m.37707	GO:0012505,GO:0016020,GO:0043231,GO:0044444,GO:0002376,GO:0006629,GO:0006952,GO:0009615
comp17981_c0_seq5_m.37710	GO:0009507,GO:0000287,GO:0004749,GO:0005524,GO:0016301,GO:0009116,GO:0009156,GO:0009165,GO:0016310
comp17981_c0_seq5_m.37711	GO:0009507,GO:0000287,GO:0004749,GO:0005524,GO:0016301,GO:0009116,GO:0009156,GO:0009165,GO:0016310
comp17981_c0_seq6_m.37712	GO:0009507,GO:0000287,GO:0004749,GO:0005524,GO:0016301,GO:0009116,GO:0009156,GO:0009165,GO:0016310
comp17981_c0_seq6_m.37713	GO:0009507,GO:0000287,GO:0004749,GO:0005524,GO:0016301,GO:0009116,GO:0009156,GO:0009165,GO:0016310
comp17983_c0_seq1_m.9862	GO:0005576,GO:0005618,GO:0005507,GO:0008131,GO:0048038,GO:0050302,GO:0052593,GO:0052594,GO:0052595,GO:0052596,GO:0052597,GO:0006809,GO:0009308,GO:0009738,GO:0009851,GO:0009867,GO:0043067,GO:0055114,GO:0090059,GO:0097185
comp17984_c0_seq1_m.15972	GO:0043231,GO:0044444
comp17984_c0_seq3_m.15973	GO:0005739,GO:0005856,GO:0016020,GO:0031981,GO:0003676,GO:0015631,GO:0006810
comp17985_c0_seq1_m.29511	GO:0005634,GO:0005773,GO:0005829,GO:0005856,GO:0005886,GO:0009524,GO:0019898,GO:0005515,GO:0008565,GO:0006904,GO:0007049,GO:0009306,GO:0051301
comp17985_c0_seq1_m.29512	GO:0005634,GO:0005773,GO:0005829,GO:0005856,GO:0005886,GO:0009524,GO:0019898,GO:0005515,GO:0008565,GO:0006904,GO:0007049,GO:0009306,GO:0051301
comp17985_c0_seq1_m.29513	GO:0005634,GO:0005773,GO:0005829,GO:0005856,GO:0005886,GO:0009524,GO:0019898,GO:0005515,GO:0008565,GO:0006904,GO:0007049,GO:0009306,GO:0051301
comp17985_c0_seq1_m.29514	GO:0005634,GO:0005773,GO:0005829,GO:0005856,GO:0005886,GO:0009524,GO:0019898,GO:0005515,GO:0008565,GO:0006904,GO:0007049,GO:0009306,GO:0051301
comp17985_c0_seq2_m.29515	GO:0005634,GO:0005773,GO:0005829,GO:0005856,GO:0005886,GO:0009524,GO:0019898,GO:0005515,GO:0008565,GO:0006904,GO:0007049,GO:0009306,GO:0051301
comp17985_c0_seq2_m.29516	GO:0005634,GO:0005773,GO:0005829,GO:0005856,GO:0005886,GO:0009524,GO:0019898,GO:0005515,GO:0008565,GO:0006904,GO:0007049,GO:0009306,GO:0051301
comp17985_c0_seq2_m.29517	GO:0005634,GO:0005773,GO:0005829,GO:0005856,GO:0005886,GO:0009524,GO:0019898,GO:0005515,GO:0008565,GO:0006904,GO:0007049,GO:0009306,GO:0051301
comp17985_c0_seq2_m.29518	GO:0005634,GO:0005773,GO:0005829,GO:0005856,GO:0005886,GO:0009524,GO:0019898,GO:0005515,GO:0008565,GO:0006904,GO:0007049,GO:0009306,GO:0051301
comp17985_c0_seq2_m.29519	GO:0005634,GO:0005773,GO:0005829,GO:0005856,GO:0005886,GO:0009524,GO:0019898,GO:0005515,GO:0008565,GO:0006904,GO:0007049,GO:0009306,GO:0051301
comp17985_c0_seq3_m.29520	GO:0005634,GO:0005773,GO:0005829,GO:0005856,GO:0005886,GO:0009524,GO:0019898,GO:0005515,GO:0008565,GO:0006904,GO:0007049,GO:0009306,GO:0051301
comp17985_c0_seq3_m.29521	GO:0005634,GO:0005773,GO:0005829,GO:0005856,GO:0005886,GO:0009524,GO:0019898,GO:0005515,GO:0008565,GO:0006904,GO:0007049,GO:0009306,GO:0051301
comp17985_c0_seq3_m.29522	GO:0005773,GO:0005829,GO:0005856,GO:0005886,GO:0009524,GO:0019898,GO:0005515,GO:0008565,GO:0006904,GO:0007049,GO:0009306,GO:0051301
comp17986_c0_seq1_m.30007	GO:0005783,GO:0044434,GO:0006914,GO:0007034,GO:0015031,GO:0046907
comp17986_c0_seq3_m.30010	GO:0005634,GO:0003700,GO:0042803,GO:0043565,GO:0046872,GO:0006351,GO:0009738,GO:0009793,GO:0019760,GO:0045893,GO:0048574
comp17986_c1_seq1_m.30011	GO:0005634,GO:0003700,GO:0042803,GO:0043565,GO:0046872,GO:0006351,GO:0019760,GO:0045893,GO:0048574
comp17987_c0_seq1_m.9863	GO:0005655,GO:0005783,GO:0005829,GO:0016020,GO:0004526,GO:0009616,GO:0010025,GO:0010050,GO:0010267,GO:0090502
comp17987_c0_seq1_m.9864	GO:0005655,GO:0005783,GO:0005829,GO:0016020,GO:0048471,GO:0004526,GO:0009616,GO:0010025,GO:0010050,GO:0010267,GO:0050688,GO:0090502
comp17988_c0_seq1_m.29265	GO:0005739,GO:0009570,GO:0030956,GO:0004040,GO:0005524,GO:0050567,GO:0032543,GO:0070681
comp17988_c0_seq1_m.29266	GO:0005739,GO:0009570,GO:0030956,GO:0005524,GO:0050567,GO:0032543,GO:0070681
comp17988_c0_seq2_m.29267	GO:0005739,GO:0009570,GO:0030956,GO:0004040,GO:0005524,GO:0050567,GO:0032543,GO:0070681
comp17989_c0_seq1_m.9865	GO:0044424,GO:0009987,GO:0044699,GO:0050896
comp17990_c0_seq17_m.37397	GO:0071944,GO:0004301
comp17990_c0_seq18_m.37398	GO:0071944,GO:0004301
comp17990_c0_seq1_m.37386	GO:0004301
comp17990_c0_seq20_m.37399	GO:0071944,GO:0004301
comp17990_c0_seq21_m.37396	GO:0004301
comp17990_c0_seq4_m.37390	GO:0004301
comp17990_c0_seq5_m.37392	GO:0004301
comp17990_c0_seq6_m.37394	GO:0004301
comp17992_c0_seq1_m.31619	GO:0009570,GO:0031969,GO:0005506,GO:0009974,GO:0010291,GO:0019825,GO:0020037,GO:0016123,GO:0055114
comp17994_c0_seq1_m.25133	GO:0005634,GO:0005737,GO:0004842,GO:0005515,GO:0046872
comp17994_c0_seq2_m.25134	GO:0000151,GO:0005634,GO:0005737,GO:0004842,GO:0019899,GO:0046872,GO:0016567
comp17994_c0_seq3_m.25135	GO:0005634,GO:0005737,GO:0004842,GO:0005515,GO:0046872
comp17994_c0_seq4_m.25136	GO:0000151,GO:0005634,GO:0005737,GO:0004842,GO:0008270,GO:0019899,GO:0009987
comp17994_c0_seq5_m.25137	GO:0000151,GO:0005634,GO:0005737,GO:0004842,GO:0008270,GO:0031625
comp17994_c0_seq6_m.25138	GO:0000151,GO:0005737,GO:0031981,GO:0043232,GO:0004842,GO:0008270,GO:0018024,GO:0031625,GO:0016567,GO:0019219,GO:0019953,GO:0030154,GO:0033043,GO:0034968,GO:0042221,GO:0044702,GO:0044707,GO:0048856,GO:0051716,GO:2000112
comp17994_c0_seq7_m.25139	GO:0000151,GO:0005634,GO:0005737,GO:0004842,GO:0008270,GO:0031625
comp17994_c0_seq8_m.25140	GO:0000151,GO:0005634,GO:0005737,GO:0004842,GO:0008270,GO:0031625,GO:0016567
comp17996_c0_seq1_m.22931	GO:0005634,GO:0005829,GO:0005515,GO:0009793,GO:0009845,GO:0010026,GO:0010029,GO:0010482,GO:0048765,GO:0051567,GO:0098755
comp179976_c0_seq1_m.14533	GO:0005576,GO:0005634,GO:0005829,GO:0005886,GO:0005507,GO:0015446,GO:0016756,GO:0046870,GO:0071992,GO:0009626,GO:0009651,GO:0009809,GO:0010337,GO:0015700,GO:0042344,GO:0042742,GO:0046685,GO:0046686,GO:0046938,GO:0052544
comp17997_c0_seq1_m.9871	GO:0009507,GO:0003942,GO:0046983,GO:0051287,GO:0006526,GO:0055114
comp17998_c0_seq1_m.29495	GO:0005654,GO:0005730,GO:0005737,GO:0003723,GO:0006364,GO:0040019,GO:0042274
comp17998_c0_seq1_m.29496	GO:0005654,GO:0005730,GO:0005737,GO:0003723,GO:0000462,GO:0000479,GO:0040019
comp17998_c0_seq1_m.29497	GO:0005654,GO:0005730,GO:0005737,GO:0016020,GO:0030529,GO:0003723,GO:0006364,GO:0040019,GO:0042274
comp17998_c0_seq1_m.29498	GO:0005634,GO:0009987,GO:0042254
comp17999_c0_seq1_m.34062	GO:0005739,GO:0009507,GO:0009508,GO:0048046,GO:0003697,GO:0000002,GO:0045910
comp17999_c0_seq1_m.34063	GO:0005739,GO:0009507,GO:0009508,GO:0048046,GO:0003697,GO:0000002,GO:0006260,GO:0045910
comp17999_c0_seq2_m.34064	GO:0005739,GO:0009507,GO:0009508,GO:0048046,GO:0003697,GO:0000002,GO:0045910
comp17999_c0_seq2_m.34065	GO:0005739,GO:0009507,GO:0009508,GO:0048046,GO:0003697,GO:0000002,GO:0045910
comp17999_c0_seq3_m.34066	GO:0005739,GO:0009507,GO:0009508,GO:0009987
comp17999_c0_seq3_m.34067	GO:0005739,GO:0009507,GO:0009508,GO:0048046,GO:0003697,GO:0000002,GO:0006260,GO:0045910
comp17999_c0_seq4_m.34068	GO:0005739,GO:0009507,GO:0009508,GO:0009987
comp17999_c0_seq4_m.34069	GO:0005739,GO:0009507,GO:0009508,GO:0048046,GO:0003697,GO:0000002,GO:0045910
comp1799_c0_seq1_m.418	GO:0005737,GO:0043231,GO:0006950
comp18000_c0_seq1_m.24527	GO:0002199,GO:0005730,GO:0005813,GO:0005832,GO:0005874,GO:0005886,GO:0009506,GO:0043209,GO:0044297,GO:0070062,GO:0005524,GO:0031681,GO:0048487,GO:0051082,GO:0006457,GO:0007339,GO:0009615,GO:0032212,GO:0050821,GO:1901998,GO:1904851,GO:1904871,GO:1904874
comp18000_c0_seq1_m.24528	GO:0002199,GO:0005730,GO:0005813,GO:0005832,GO:0005874,GO:0005886,GO:0009506,GO:0043209,GO:0044297,GO:0070062,GO:0005524,GO:0031681,GO:0048487,GO:0051082,GO:0006457,GO:0007339,GO:0009615,GO:0032212,GO:0050821,GO:1901998,GO:1904851,GO:1904871,GO:1904874
comp18000_c0_seq2_m.24529	GO:0002199,GO:0005730,GO:0005813,GO:0005832,GO:0005874,GO:0005886,GO:0009506,GO:0043209,GO:0044297,GO:0070062,GO:0005524,GO:0031681,GO:0048487,GO:0051082,GO:0006457,GO:0007339,GO:0009615,GO:0032212,GO:0050821,GO:1901998,GO:1904851,GO:1904871,GO:1904874
comp18000_c0_seq2_m.24530	GO:0002199,GO:0005730,GO:0005813,GO:0005832,GO:0005874,GO:0005886,GO:0009506,GO:0043209,GO:0044297,GO:0070062,GO:0005524,GO:0031681,GO:0048487,GO:0051082,GO:0006457,GO:0007339,GO:0009615,GO:0032212,GO:0050821,GO:1901998,GO:1904851,GO:1904871,GO:1904874
comp18001_c0_seq1_m.25760	GO:0005777,GO:0005829,GO:0003959,GO:0010181,GO:0016629,GO:0006952,GO:0009620,GO:0009695,GO:0010193,GO:0031408,GO:0055114
comp18002_c0_seq1_m.17142	GO:0005739,GO:0009507,GO:0016301,GO:0102193,GO:0016310
comp18002_c0_seq1_m.17143	GO:0005739,GO:0009507,GO:0016301,GO:0102193,GO:0016310,GO:0030855,GO:0044238,GO:0071704
comp18002_c0_seq2_m.17144	GO:0005739,GO:0009507,GO:0016301,GO:0102193,GO:0016310
comp18002_c0_seq7_m.17145	GO:0005739,GO:0009507,GO:0016301,GO:0102193,GO:0016310
comp18002_c0_seq8_m.17146	GO:0005739,GO:0009507,GO:0016301,GO:0102193,GO:0016310,GO:0044763,GO:0071704
comp18003_c0_seq1_m.9872	GO:0005488
comp18004_c0_seq1_m.16594	GO:0005576,GO:0005794,GO:0035619,GO:0090404,GO:0016740,GO:0009860,GO:0048768
comp18004_c0_seq1_m.16595	GO:0005576,GO:0005794,GO:0016021,GO:0035619,GO:0090404,GO:0003999,GO:0006168,GO:0009116,GO:0009860,GO:0048768
comp18004_c0_seq1_m.16596	GO:0005794,GO:0035619,GO:0090404,GO:0009860,GO:0048768
comp18004_c0_seq1_m.16597	GO:0005794,GO:0035619,GO:0090404,GO:0009860,GO:0048768
comp18004_c0_seq1_m.16598	GO:0005576,GO:0005794,GO:0016021,GO:0035619,GO:0090404,GO:0003999,GO:0006168,GO:0009116,GO:0009860,GO:0048768
comp18004_c0_seq2_m.16599	GO:0005576,GO:0005794,GO:0035619,GO:0090404,GO:0016740,GO:0009860,GO:0048768
comp18004_c0_seq2_m.16600	GO:0005576,GO:0005794,GO:0016021,GO:0035619,GO:0090404,GO:0003999,GO:0006168,GO:0009116,GO:0009860,GO:0048768
comp18004_c0_seq2_m.16601	GO:0005794,GO:0035619,GO:0090404,GO:0009860,GO:0048768
comp18004_c0_seq2_m.16602	GO:0005794,GO:0035619,GO:0090404,GO:0009860,GO:0048768
comp18004_c0_seq2_m.16603	GO:0005576,GO:0005794,GO:0016021,GO:0035619,GO:0090404,GO:0003999,GO:0006168,GO:0009116,GO:0009860,GO:0048768
comp18006_c0_seq1_m.9873	GO:0030154,GO:0048856
