Transcript	meanFST	WeightFST	Transcript2	Scaffold	Start	End	Length	Sex.Linkage	LG	cm_male	cf_female
comp8102_c0_seq1_m.3315	 0.0093116	 0.0076706	comp8102_c0_seq1_m.3315	scaffold28735_1_size2628	280	1969	1689	Au	5	64.89	61.56
comp14491_c0_seq1_m.34193	 -0.012323	 -0.021294	comp14491_c0_seq1_m.34193	scaffold_1711	1	1484	1483	Au	3	46.37	65.27
comp16538_c0_seq1_m.9014	 -0.014216	 -0.026718	comp16538_c0_seq1_m.9014	scaffold_2280	1687	6768	5081	Au	8	43.66	41.03
comp41649_c0_seq1_m.11356	 -0.0094882	 -0.0083428	comp41649_c0_seq1_m.11356	scaffold328_1_size63423	7236	10907	3671	Au	5	55.63	52.3
comp15361_c0_seq1_m.27692	 -0.017896	 -0.022694	comp15361_c0_seq1_m.27692	scaffold9977_1_size9461	237	3650	3413	Au	3	5.63	13.42
comp17342_c0_seq1_m.9500	 -nan	 -nan	comp17342_c0_seq1_m.9500	scaffold900_1_size42843	4741	5552	811	Au	4	5.78	18.96
comp11286_c0_seq1_m.5342	 -0.0090668	 -0.0074111	comp11286_c0_seq1_m.5342	scaffold_1264	1388	3534	2146	SL	1	53.85	53.85
comp11293_c0_seq1_m.22987	 0.018228	 0.021617	comp11293_c0_seq1_m.22987	scaffold614_1_size50375	38983	41010	2027	Au	2	71.28	90.97
comp4953_c0_seq1_m.1573	 0.016732	 0.01954	comp4953_c0_seq1_m.1573	scaffold_3533	18716	24213	5497	Au	5	74.15	67.11
comp9107_c0_seq1_m.19460	 -0.024918	 -0.030865	comp9107_c0_seq1_m.19460	scaffold_2200	51706	54904	3198	SL	1	53.85	53.85
comp11961_c0_seq1_m.34446	 -0.011415	 -0.021053	comp11961_c0_seq1_m.34446	scaffold_535	13963	14730	767	PAR	1	52	46.44
comp5173_c0_seq1_m.1735	 0.010412	 -0.0015273	comp5173_c0_seq1_m.1735	scaffold1909_1_size29704	16698	18145	1447	Au	6	13.26	7.48
comp21731_c0_seq1_m.10746	 -0.013106	 -0.023287	comp21731_c0_seq1_m.10746	scaffold2021_1_size28892	8683	10025	1342	Au	4	61.34	68.97
comp53679_c0_seq1_m.11657	 -0.012777	 -0.018006	comp53679_c0_seq1_m.11657	scaffold2129_1_size27971	18362	21782	3420	Au	2	39.8	33.56
comp12682_c0_seq1_m.33783	 -0.007949	 -0.018479	comp12682_c0_seq1_m.33783	scaffold2963_1_size23180	9080	10388	1308	Au	8	64.03	68.81
comp97939_c0_seq1_m.12811	 -nan	 -nan	comp97939_c0_seq1_m.12811	scaffold1077_1_size39445	13756	14178	422	Au	5	37.11	20.81
comp17865_c0_seq1_m.27623	 -0.025637	 -0.024931	comp17865_c0_seq1_m.27623	scaffold862_1_size43779	14718	15068	350	SL	1	53.85	53.85
comp73942_c0_seq1_m.12138	 -0.021888	 -0.029957	comp73942_c0_seq1_m.12138	scaffold1673_1_size31896	9298	9987	689	Au	7	7.41	15.34
comp13984_c0_seq1_m.21066	 0.00044583	 0.0054508	comp13984_c0_seq1_m.21066	scaffold_762	44736	45336	600	Au	3	81.56	96.76
comp9716_c0_seq1_m.4316	 -0.0032406	 -0.011511	comp9716_c0_seq1_m.4316	scaffold13741_1_size6998	210	2356	2146	Au	2	71.28	90.97
comp18264_c0_seq1_m.16075	 -0.00057496	 0.0060342	comp18264_c0_seq1_m.16075	scaffold19296_1_size5245	1	3667	3666	Au	3	13.04	20.82
comp14280_c0_seq1_m.7501	 -0.0034339	 -0.012367	comp14280_c0_seq1_m.7501	scaffold_5	3867	4169	302	Au	4	61.34	68.97
comp6553_c0_seq1_m.2382	 -0.013333	 -0.022879	comp6553_c0_seq1_m.2382	scaffold_332	5061	9074	4013	Au	2	71.28	90.97
comp3711_c0_seq1_m.736	 -0.01969	 -0.029109	comp3711_c0_seq1_m.736	scaffold_762	58488	58808	320	Au	3	81.56	96.76
comp15628_c0_seq1_m.8431	 -nan	 -nan	comp15628_c0_seq1_m.8431	scaffold22060_1_size3831	1316	3710	2394	Au	3	44.52	63.42
comp6612_c0_seq1_m.31430	 -nan	 -nan	comp6612_c0_seq1_m.31430	scaffold99_1_size94355	41992	42939	947	SL	1	53.85	53.85
comp5406_c0_seq1_m.1838	 0.020503	 -0.0074154	comp5406_c0_seq1_m.1838	scaffold4885_1_size16731	12700	16016	3316	Au	3	5.63	18.97
comp13951_c0_seq1_m.7229	 -0.012609	 -0.021007	comp13951_c0_seq1_m.7229	scaffold1715_1_size31411	18968	21163	2195	Au	5	37.11	20.81
comp13762_c0_seq1_m.28428	 -0.018661	 -0.024908	comp13762_c0_seq1_m.28428	scaffold5285_1_size15856	1696	4822	3126	Au	7	14.82	33.86
comp18029_c0_seq1_m.17436	 -0.02595	 -0.029396	comp18029_c0_seq1_m.17436	scaffold7341_1_size12319	4482	5824	1342	Au	7	35.19	56.08
comp17807_c0_seq1_m.9773	 -0.014077	 -0.014922	comp17807_c0_seq1_m.9773	scaffold6261_1_size13879	5402	7008	1606	Au	4	50.23	48.59
comp15400_c0_seq1_m.8264	 -nan	 -nan	comp15400_c0_seq1_m.8264	scaffold_1471	2333	8544	6211	Au	7	31.49	44.97
comp8870_c0_seq1_m.3766	 0.04709	 0.08855	comp8870_c0_seq1_m.3766	scaffold31721_1_size2357	980	2075	1095	Au	3	5.63	13.42
comp15576_c0_seq3_m.16026	 -0.019308	 -0.029497	comp15576_c0_seq3_m.16026	scaffold_1610	6684	8424	1740	PAR	1	98.3	83.49
comp7542_c0_seq1_m.3001	 -0.016151	 -0.024224	comp7542_c0_seq1_m.3001	scaffold_16	48244	53245	5001	Au	8	21.44	16.95
comp10293_c0_seq1_m.4681	 0.017323	 0.024831	comp10293_c0_seq1_m.4681	scaffold15232_1_size6529	4339	6168	1829	Au	8	41.81	39.18
comp9645_c0_seq2_m.25632	 -0.03642	 -0.037642	comp9645_c0_seq2_m.25632	scaffold720_1_size47016	13354	14427	1073	Au	4	55.78	48.59
comp10435_c0_seq1_m.4772	 -0.005407	 -0.012406	comp10435_c0_seq1_m.4772	scaffold_1444	8057	17423	9366	Au	6	37.33	44.52
comp14855_c0_seq2_m.25224	 -0.017645	 -0.024888	comp14855_c0_seq2_m.25224	scaffold24877_1_size3150	805	1155	350	Au	6	13.26	7.48
comp42258_c0_seq1_m.11377	 -0.01418	 -0.026289	comp42258_c0_seq1_m.11377	scaffold5173_1_size16079	8194	8993	799	Au	8	34.4	33.62
comp38102_c0_seq1_m.11284	 -0.0032467	 -0.020799	comp38102_c0_seq1_m.11284	scaffold_2981	94708	95292	584	Au	6	26.22	18.59
comp11032_c0_seq1_m.5183	 0.002449	 0.0041227	comp11032_c0_seq1_m.5183	scaffold18873_1_size5447	390	1713	1323	Au	5	22.3	18.96
comp95511_c0_seq1_m.12730	 -0.0056391	 -0.0056391	comp95511_c0_seq1_m.12730	scaffold_2494	1491	4740	3249	Au	4	39.11	37.48
comp4456_c0_seq1_m.34668	 -0.014809	 -0.01447	comp4456_c0_seq1_m.34668	scaffold16_1_size161623	103124	106974	3850	PAR	1	48.3	39.04
comp16122_c0_seq1_m.8754	 -0.0049746	 -0.006192	comp16122_c0_seq1_m.8754	scaffold10314_1_size9073	7913	8291	378	Au	7	9.26	19.04
comp16020_c0_seq1_m.21662	 0.0030018	 0.0064917	comp16020_c0_seq1_m.21662	scaffold_1579	11633	13643	2010	PAR	1	7.55	7.48
comp15076_c0_seq1_m.8038	 -0.020428	 -0.020402	comp15076_c0_seq1_m.8038	scaffold3899_1_size19453	770	1690	920	Au	5	55.63	52.3
comp15073_c1_seq1_m.8035	 -0.011553	 -0.011553	comp15073_c1_seq1_m.8035	scaffold44_1_size120491	63748	64140	392	Au	4	18.74	28.22
comp15804_c0_seq1_m.8545	 -0.015219	 -0.011582	comp15804_c0_seq1_m.8545	scaffold_441	21384	24431	3047	Au	6	46.59	55.63
comp2984_c0_seq1_m.598	 0.045614	 0.038193	comp2984_c0_seq1_m.598	scaffold892_1_size43026	6843	7343	500	Au	6	41.04	46.37
comp11268_c0_seq1_m.5331	 0.00013887	 0.00013887	comp11268_c0_seq1_m.5331	scaffold3039_1_size22827	17974	22377	4403	Au	6	50.3	57.49
comp78248_c0_seq1_m.12250	 -0.011119	 -0.019924	comp78248_c0_seq1_m.12250	scaffold_2494	4862	5957	1095	Au	4	39.11	37.48
comp8637_c0_seq1_m.24315	 -nan	 -nan	comp8637_c0_seq1_m.24315	scaffold23_1_size146175	103997	104308	311	Au	2	24.98	13.18
comp16755_c0_seq1_m.9164	 -0.024204	 -0.035328	comp16755_c0_seq1_m.9164	scaffold51444_1_size1461	1	1461	1460	Au	2	49.06	48.37
comp15618_c0_seq1_m.19516	 -0.024034	 -0.033547	comp15618_c0_seq1_m.19516	scaffold_1321	620	15769	15149	Au	4	61.34	68.97
comp13089_c0_seq1_m.25851	 0.010509	 0.025449	comp13089_c0_seq1_m.25851	scaffold6030_1_size14320	549	2637	2088	Au	7	31.49	41.27
comp12270_c0_seq1_m.6038	 -0.0050952	 -0.0028565	comp12270_c0_seq1_m.6038	scaffold203_1_size74896	52301	54947	2646	Au	3	29.7	28.23
comp18150_c0_seq1_m.9979	 -0.0056147	 -0.009328	comp18150_c0_seq1_m.9979	scaffold_1075	665	7217	6552	Au	8	21.44	16.95
comp3668_c0_seq1_m.729	 -0.0099297	 -0.01715	comp3668_c0_seq1_m.729	scaffold788_1_size45456	13338	13724	386	Au	4	61.34	68.97
comp27047_c0_seq1_m.11008	 -0.013278	 -0.020117	comp27047_c0_seq1_m.11008	scaffold1497_1_size33792	4520	13798	9278	Au	7	35.19	57.94
comp16687_c0_seq1_m.38222	 -0.046617	 -0.046617	comp16687_c0_seq1_m.38222	scaffold20237_1_size4639	1671	3686	2015	Au	5	68.6	65.26
comp25217_c0_seq1_m.10925	 0.0067883	 0.013598	comp25217_c0_seq1_m.10925	scaffold588_1_size51302	37957	43745	5788	PAR	1	37.18	24.15
comp13954_c1_seq2_m.17899	 1.1276e-16	 1.1276e-16	comp13954_c1_seq2_m.17899	scaffold_4041	8280	10373	2093	Au	3	16.74	20.82
comp8780_c0_seq1_m.27132	 0.00032668	 0.0080039	comp8780_c0_seq1_m.27132	scaffold588_1_size51302	801	5759	4958	PAR	1	37.18	24.15
comp12262_c0_seq1_m.16702	 -0.00225	 -0.0035197	comp12262_c0_seq1_m.16702	scaffold2393_1_size26191	17529	18555	1026	SL	1	53.85	53.85
comp10267_c0_seq1_m.4668	 -0.017727	 -0.025092	comp10267_c0_seq1_m.4668	scaffold5270_1_size15876	2548	3438	890	Au	2	37.94	28
comp10164_c0_seq1_m.27153	 -0.026958	 -0.026958	comp10164_c0_seq1_m.27153	scaffold1234_1_size37008	26426	27246	820	Au	4	61.34	68.97
comp18827_c0_seq2_m.21106	 -0.034535	 -0.034561	comp18827_c0_seq2_m.21106	scaffold862_1_size43779	35807	38662	2855	SL	1	53.85	53.85
comp9230_c0_seq1_m.15934	 -0.022846	 -0.030201	comp9230_c0_seq1_m.15934	scaffold127_1_size86544	62128	63153	1025	Au	6	26.22	18.59
comp6574_c0_seq1_m.2400	 -0.012296	 -0.019737	comp6574_c0_seq1_m.2400	scaffold790_1_size45431	8534	16503	7969	Au	2	54.61	59.49
comp9096_c0_seq1_m.31852	 0.0020506	 0.0020506	comp9096_c0_seq1_m.31852	scaffold12391_1_size7548	847	2318	1471	Au	5	53.78	43.04
comp9983_c0_seq1_m.4488	 -0.011591	 -0.012688	comp9983_c0_seq1_m.4488	scaffold26714_1_size2866	423	2417	1994	Au	5	35.26	20.81
comp14072_c0_seq1_m.7317	 -0.034167	 -0.032839	comp14072_c0_seq1_m.7317	scaffold28650_1_size2639	1	2052	2051	Au	7	48.15	76.46
comp5399_c0_seq1_m.1831	 -0.0080137	 -0.016258	comp5399_c0_seq1_m.1831	scaffold8165_1_size11400	9528	10525	997	Au	7	14.82	30.16
comp17057_c0_seq1_m.22922	 -nan	 -nan	comp17057_c0_seq1_m.22922	scaffold_1026	18248	19284	1036	Au	2	19.42	9.48
comp5075_c0_seq1_m.1671	 0.00035935	 0.0042119	comp5075_c0_seq1_m.1671	scaffold_2398	6710	9855	3145	Au	2	26.83	15.04
comp11421_c0_seq1_m.5430	 -0.011966	 -0.014171	comp11421_c0_seq1_m.5430	scaffold_1572	14984	18861	3877	Au	3	5.63	13.42
comp13164_c1_seq2_m.33110	 -nan	 -nan	comp13164_c1_seq2_m.33110	scaffold_3911	8607	8997	390	Au	2	37.94	29.85
comp5413_c0_seq1_m.1847	 0.0036197	 0.021672	comp5413_c0_seq1_m.1847	scaffold4647_1_size17295	14336	16691	2355	PAR	1	42.74	26
comp10304_c0_seq1_m.4692	 0.040738	 0.10436	comp10304_c0_seq1_m.4692	scaffold2311_1_size26729	12145	13447	1302	SL	1	53.85	53.85
comp7551_c0_seq1_m.20491	 -0.0068336	 -0.012702	comp7551_c0_seq1_m.20491	scaffold774_1_size45732	24648	27752	3104	Au	2	69.43	87.27
comp6241_c0_seq1_m.30940	 -0.02518	 -0.027966	comp6241_c0_seq1_m.30940	scaffold3549_1_size20767	321	1841	1520	PAR	1	81.63	83.49
comp18017_c0_seq1_m.9878	 0.0029573	 -0.00014995	comp18017_c0_seq1_m.9878	scaffold27173_1_size2806	503	2761	2258	Au	4	22.44	31.92
comp11012_c0_seq3_m.34429	 -0.0094872	 -0.019116	comp11012_c0_seq3_m.34429	scaffold_2747	44553	80466	35913	PAR	1	46.44	39.04
comp6510_c0_seq1_m.15887	 -0.025162	 -0.035562	comp6510_c0_seq1_m.15887	scaffold286_1_size67132	46391	48115	1724	Au	5	35.26	20.81
comp8800_c0_seq1_m.3712	 0.0066103	 0.014121	comp8800_c0_seq1_m.3712	scaffold_3570	9056	24907	15851	Au	4	37.26	35.63
comp7310_c0_seq2_m.29042	 -0.0038415	 -0.0056287	comp7310_c0_seq2_m.29042	scaffold_2371	19819	23346	3527	Au	3	74.15	85.65
comp10829_c0_seq1_m.33800	 -0.012862	 -0.020874	comp10829_c0_seq1_m.33800	scaffold_1591	44900	55314	10414	PAR	1	52	42.74
comp9701_c0_seq1_m.24447	 0.0011021	 -0.0064035	comp9701_c0_seq1_m.24447	scaffold260_1_size69789	45360	50129	4769	Au	3	50.08	67.13
comp102400_c0_seq1_m.12896	 -nan	 -nan	comp102400_c0_seq1_m.12896	scaffold643_1_size49492	22568	23624	1056	Au	5	20.44	18.96
comp6483_c2_seq1_m.24328	 -0.0092187	 -0.0091262	comp6483_c2_seq1_m.24328	scaffold_472	19000	23291	4291	Au	4	61.34	68.97
comp2316_c1_seq1_m.25425	 -0.015038	 -0.015038	comp2316_c1_seq1_m.25425	scaffold2697_1_size24468	21561	21964	403	Au	6	31.78	29.7
comp7798_c0_seq1_m.3150	 -0.016484	 -0.017851	comp7798_c0_seq1_m.3150	scaffold6901_1_size12830	10762	11790	1028	Au	3	14.89	20.82
comp15009_c0_seq1_m.16814	 -0.0057843	 -0.011548	comp15009_c0_seq1_m.16814	scaffold2393_1_size26191	11022	13217	2195	SL	1	53.85	53.85
comp15672_c0_seq1_m.36697	 -0.032214	 -0.031924	comp15672_c0_seq1_m.36697	scaffold_424	8774	9411	637	Au	8	64.03	68.81
comp8463_c0_seq1_m.3508	 -0.017019	 -0.025184	comp8463_c0_seq1_m.3508	scaffold1120_1_size38852	7787	18600	10813	Au	7	29.63	41.27
comp16737_c0_seq1_m.9150	 1.1276e-16	 1.1276e-16	comp16737_c0_seq1_m.9150	scaffold16535_1_size6151	301	4233	3932	PAR	1	64.96	72.37
comp18753_c0_seq1_m.19811	 0.00025975	 -0.0095406	comp18753_c0_seq1_m.19811	scaffold2365_1_size26389	8864	26117	17253	Au	2	49.06	48.37
comp13306_c0_seq1_m.6811	 -0.011211	 -0.011127	comp13306_c0_seq1_m.6811	scaffold35877_1_size2075	1215	1809	594	Au	7	25.93	37.56
comp15075_c0_seq1_m.29682	 -0.022878	 -0.033249	comp15075_c0_seq1_m.29682	scaffold24566_1_size3211	1030	2730	1700	Au	3	55.63	78.24
comp16258_c0_seq1_m.28486	 -0.021128	 -0.024548	comp16258_c0_seq1_m.28486	scaffold9253_1_size10279	5247	9163	3916	SL	1	53.85	64.96
comp5916_c0_seq1_m.26208	 -nan	 -nan	comp5916_c0_seq1_m.26208	scaffold_2230	36789	38809	2020	Au	7	20.37	37.56
comp6770_c0_seq1_m.2536	 -0.004904	 -0.019816	comp6770_c0_seq1_m.2536	scaffold_201	43607	44131	524	PAR	1	42.74	26
comp5415_c0_seq1_m.1848	 -0.017678	 -0.020028	comp5415_c0_seq1_m.1848	scaffold_4028	73	3221	3148	PAR	1	103.93	85.34
comp10101_c0_seq1_m.4561	 -0.0085742	 -0.014331	comp10101_c0_seq1_m.4561	scaffold1083_1_size39367	7468	27155	19687	Au	5	57.49	59.7
comp6382_c0_seq1_m.2296	 0.0099323	 0.012843	comp6382_c0_seq1_m.2296	scaffold118_1_size88920	64025	66995	2970	PAR	1	14.96	9.33
comp67610_c0_seq1_m.11978	 -0.023045	 -0.02314	comp67610_c0_seq1_m.11978	scaffold_2023	8561	10324	1763	Au	5	13.04	13.4
comp10935_c0_seq1_m.5122	 -0.011022	 -0.015038	comp10935_c0_seq1_m.5122	scaffold16995_1_size6026	2827	5143	2316	PAR	1	48.3	39.04
comp4792_c0_seq1_m.1457	 -0.01585	 -0.0187	comp4792_c0_seq1_m.1457	scaffold1130_1_size38651	32039	34488	2449	PAR	1	70.52	72.37
comp11915_c0_seq1_m.35519	 -0.0078716	 -0.027519	comp11915_c0_seq1_m.35519	scaffold_1960	31717	34401	2684	PAR	1	77.93	77.93
comp17850_c0_seq1_m.9797	 0.14591	 0.14591	comp17850_c0_seq1_m.9797	scaffold3254_1_size21947	758	14741	13983	SL	1	53.85	53.85
comp13328_c0_seq1_m.25542	 -0.0068049	 -0.021116	comp13328_c0_seq1_m.25542	scaffold10068_1_size9348	5025	8099	3074	PAR	1	70.52	76.08
comp7301_c0_seq1_m.2856	 -0.011846	 -0.021353	comp7301_c0_seq1_m.2856	scaffold392_1_size59763	36872	40544	3672	Au	6	48.44	55.63
comp47490_c0_seq1_m.11504	 -0.017287	 -0.028078	comp47490_c0_seq1_m.11504	scaffold_2643	49403	52477	3074	Au	4	61.34	68.97
comp9765_c0_seq1_m.4340	 -0.023661	 -0.025813	comp9765_c0_seq1_m.4340	scaffold2862_1_size23655	6168	6491	323	SL	1	53.85	48.3
comp6402_c0_seq1_m.2302	 -0.0086632	 -0.016585	comp6402_c0_seq1_m.2302	scaffold950_1_size41993	16296	17687	1391	Au	7	22.22	37.56
comp11508_c1_seq1_m.36044	 0.011894	 0.0043726	comp11508_c1_seq1_m.36044	scaffold2086_1_size28282	7955	9090	1135	PAR	1	100.15	83.49
comp6815_c0_seq1_m.2564	 -nan	 -nan	comp6815_c0_seq1_m.2564	scaffold43275_1_size1721	1101	1517	416	Au	7	7.41	15.34
comp13850_c0_seq1_m.7155	 0.001928	 0.0062891	comp13850_c0_seq1_m.7155	scaffold_2447	456	8240	7784	Au	3	42.67	57.86
comp10145_c0_seq1_m.4584	 -0.031001	 -0.035103	comp10145_c0_seq1_m.4584	scaffold643_1_size49492	24758	27715	2957	Au	5	20.44	18.96
comp18821_c0_seq1_m.38718	 -0.0036939	 -0.0098541	comp18821_c0_seq1_m.38718	scaffold_2549	1	17094	17093	Au	7	18.52	35.71
comp4644_c0_seq1_m.1337	 -nan	 -nan	comp4644_c0_seq1_m.1337	scaffold_1393	34530	38633	4103	Au	6	26.22	20.44
comp18567_c0_seq1_m.10207	 0.0021844	 0.004332	comp18567_c0_seq1_m.10207	scaffold_1308	1	12791	12790	Au	4	59.49	61.56
comp15243_c0_seq1_m.8160	 -0.014929	 -0.017436	comp15243_c0_seq1_m.8160	scaffold3081_1_size22654	141	1843	1702	Au	3	79.71	91.2
comp15952_c0_seq1_m.39060	 -0.0001411	 -0.013822	comp15952_c0_seq1_m.39060	scaffold_3264	4101	5205	1104	Au	4	61.34	70.82
comp7449_c0_seq1_m.25384	 -0.013646	 -0.018609	comp7449_c0_seq1_m.25384	scaffold1930_1_size29533	1834	4806	2972	PAR	1	39.04	24.15
comp13872_c0_seq1_m.7174	 -0.012601	 -0.016894	comp13872_c0_seq1_m.7174	scaffold3338_1_size21612	3963	8238	4275	Au	4	42.82	43.04
comp6566_c0_seq1_m.2398	 -0.0095486	 -0.016887	comp6566_c0_seq1_m.2398	scaffold_2079	14229	31751	17522	Au	2	37.94	26.15
comp11472_c0_seq1_m.5457	 -0.022755	 -0.030221	comp11472_c0_seq1_m.5457	scaffold576_1_size51649	23288	35503	12215	SL	1	53.85	48.3
comp493_c0_seq1_m.139	 -0.0090744	 -0.0090744	comp493_c0_seq1_m.139	scaffold_3998	10937	12277	1340	PAR	1	7.55	7.48
comp8845_c1_seq1_m.37730	 -0.023596	 -0.036134	comp8845_c1_seq1_m.37730	scaffold_940	4849	26116	21267	Au	8	64.03	68.81
comp4347_c0_seq1_m.1090	 0.01778	 0.014372	comp4347_c0_seq1_m.1090	scaffold1050_1_size39939	2793	4010	1217	Au	8	25.14	24.36
comp5884_c0_seq1_m.2030	 -0.020768	 -0.023132	comp5884_c0_seq1_m.2030	scaffold_4028	4469	5026	557	PAR	1	103.93	85.34
comp36080_c0_seq1_m.11232	 -0.0024983	 0.014478	comp36080_c0_seq1_m.11232	scaffold248_1_size70460	54207	56935	2728	Au	8	25.14	24.36
comp9683_c0_seq1_m.26730	 1.1276e-16	 1.1276e-16	comp9683_c0_seq1_m.26730	scaffold_3421	10524	11331	807	PAR	1	39.04	26
comp15713_c0_seq1_m.8491	 -0.0082038	 -0.015141	comp15713_c0_seq1_m.8491	scaffold9522_1_size9971	6090	7979	1889	Au	3	79.71	93.05
comp8694_c0_seq1_m.3633	 -0.024746	 -0.02452	comp8694_c0_seq1_m.3633	scaffold20208_1_size4659	1188	2502	1314	Au	6	72.52	70.45
comp11652_c0_seq1_m.5598	 -0.011775	 -0.016603	comp11652_c0_seq1_m.5598	scaffold10560_1_size8812	3326	6355	3029	Au	6	82	82.01
comp38512_c0_seq1_m.11291	 -0.026474	 -0.032417	comp38512_c0_seq1_m.11291	scaffold913_1_size42651	22573	22989	416	Au	5	53.78	39.33
comp7158_c0_seq1_m.2770	 0.014681	 -0.0020355	comp7158_c0_seq1_m.2770	scaffold178_1_size77683	46842	51828	4986	Au	7	31.49	43.12
comp10342_c0_seq1_m.4718	 -0.010879	 -0.020268	comp10342_c0_seq1_m.4718	scaffold3299_1_size21781	3369	3663	294	Au	4	24.3	31.92
comp5915_c0_seq1_m.2044	 0.0088108	 0.010346	comp5915_c0_seq1_m.2044	scaffold3631_1_size20410	18409	19110	701	Au	4	5.78	18.96
comp13919_c0_seq1_m.7207	 -0.0050216	 0.0071036	comp13919_c0_seq1_m.7207	scaffold28691_1_size2633	304	2454	2150	Au	6	37.33	42.67
comp14687_c0_seq1_m.7765	 -0.01398	 -0.024182	comp14687_c0_seq1_m.7765	scaffold17130_1_size5988	1085	5329	4244	Au	7	35.19	70.9
comp17289_c0_seq1_m.22530	 0.0023614	 0.0025187	comp17289_c0_seq1_m.22530	scaffold866_1_size43704	9381	10674	1293	Au	3	77.86	91.2
comp103434_c0_seq1_m.12955	 -0.012055	 -0.019369	comp103434_c0_seq1_m.12955	scaffold3381_1_size21451	14025	14756	731	Au	4	61.34	63.41
comp9474_c0_seq1_m.4162	 -0.01849	 -0.029794	comp9474_c0_seq1_m.4162	scaffold1180_1_size37904	25918	26408	490	Au	5	55.63	52.3
comp8888_c0_seq1_m.32956	 0.026786	 0.027113	comp8888_c0_seq1_m.32956	scaffold_825	19861	20637	776	Au	3	72.3	85.65
comp9235_c0_seq1_m.3994	 -0.014755	 -0.024622	comp9235_c0_seq1_m.3994	scaffold_1170	18595	20364	1769	Au	6	72.52	70.45
comp13652_c0_seq1_m.27439	 0.0053412	 0.010253	comp13652_c0_seq1_m.27439	scaffold_2894	4461	7405	2944	PAR	1	100.15	85.34
comp18054_c0_seq1_m.9905	 -0.026107	 -0.025911	comp18054_c0_seq1_m.9905	scaffold23212_1_size3495	646	3367	2721	Au	5	68.6	65.26
comp166056_c0_seq1_m.14300	 -0.011673	 -0.011673	comp166056_c0_seq1_m.14300	scaffold28_1_size138319	94734	95174	440	Au	3	87.12	102.31
comp5154_c0_seq1_m.26067	 -8.5385e-05	 0.0049931	comp5154_c0_seq1_m.26067	scaffold843_1_size44284	11447	15157	3710	PAR	1	92.75	83.49
comp9041_c0_seq1_m.34951	 -0.00018325	 -0.0056364	comp9041_c0_seq1_m.34951	scaffold1524_1_size33485	20490	31992	11502	SL	1	53.85	53.85
comp13421_c0_seq1_m.18275	 0.0020243	 0.0035088	comp13421_c0_seq1_m.18275	scaffold_1899	23727	24782	1055	Au	3	13.04	20.82
comp7001_c1_seq1_m.27220	 0.0075948	 0.01078	comp7001_c1_seq1_m.27220	scaffold_263	50333	53957	3624	Au	5	13.04	13.4
comp18688_c0_seq1_m.38599	 0.012769	 0.017846	comp18688_c0_seq1_m.38599	scaffold5065_1_size16317	5014	7677	2663	Au	7	1.85	13.49
comp16142_c0_seq1_m.8768	 -0.0083115	 -0.011965	comp16142_c0_seq1_m.8768	scaffold18901_1_size5437	236	4107	3871	Au	3	42.67	57.86
comp9744_c0_seq1_m.4330	 -nan	 -nan	comp9744_c0_seq1_m.4330	scaffold_4105	240	1458	1218	PAR	1	74.23	77.93
comp16509_c0_seq1_m.8989	 0.0032299	 -0.00076834	comp16509_c0_seq1_m.8989	scaffold_1624	10413	18420	8007	PAR	1	7.55	7.48
comp11855_c0_seq1_m.5753	 -0.012206	 -0.021472	comp11855_c0_seq1_m.5753	scaffold16563_1_size6144	1409	4804	3395	Au	7	51.86	80.16
comp61058_c0_seq1_m.11817	 -0.0011717	 -0.011877	comp61058_c0_seq1_m.11817	scaffold_381	46798	49177	2379	SL	1	53.85	55.7
comp14900_c0_seq1_m.35919	 -0.019488	 -0.022049	comp14900_c0_seq1_m.35919	scaffold_3554	8391	14366	5975	PAR	1	98.3	83.49
comp14084_c1_seq1_m.16330	 -0.012384	 -0.012384	comp14084_c1_seq1_m.16330	scaffold_3671	7934	15737	7803	Au	7	35.19	70.9
comp12138_c0_seq1_m.5951	 -0.0040043	 -0.0022326	comp12138_c0_seq1_m.5951	scaffold5475_1_size15452	5551	6078	527	Au	6	44.74	53.78
comp22089_c0_seq1_m.10765	 0.010025	 -0.0028708	comp22089_c0_seq1_m.10765	scaffold705_1_size47311	44474	47069	2595	Au	3	92.75	102.31
comp112269_c0_seq1_m.13187	 0.0077553	 0.0018149	comp112269_c0_seq1_m.13187	scaffold788_1_size45456	13830	14486	656	Au	4	61.34	68.97
comp11935_c0_seq3_m.17688	 -0.017389	 -0.016218	comp11935_c0_seq3_m.17688	scaffold829_1_size44767	16312	18033	1721	Au	3	16.74	22.68
comp7793_c0_seq1_m.34984	 -0.0085268	 -0.013016	comp7793_c0_seq1_m.34984	scaffold_2818	215006	216522	1516	Au	6	20.66	14.89
comp14680_c0_seq1_m.7760	 -0.010295	 -0.023736	comp14680_c0_seq1_m.7760	scaffold5707_1_size15002	13853	14284	431	PAR	1	46.44	33.41
comp6354_c0_seq1_m.26445	 -0.016304	 -0.025987	comp6354_c0_seq1_m.26445	scaffold760_1_size46041	19636	24846	5210	Au	2	67.58	78.01
comp18039_c0_seq1_m.32255	 -0.024276	 -0.028934	comp18039_c0_seq1_m.32255	scaffold1361_1_size35337	26151	29554	3403	Au	3	5.63	13.42
comp15566_c0_seq1_m.8384	 -nan	 -nan	comp15566_c0_seq1_m.8384	scaffold9019_1_size10540	5064	7453	2389	Au	3	48.22	65.27
