query	target	target_begin	target_end	AlignmentLength
comp2671_c0_seq1_m.543	scaffold22370_1_size3730	1379	1856	477
comp11843_c0_seq1_m.34432	scaffold22377_1_size3729	1254	2655	1401
comp11216_c0_seq1_m.5310	scaffold22392_1_size3723	1348	3326	1978
comp18535_c2_seq2_m.38038	scaffold22393_1_size3723	322	642	320
comp16902_c0_seq1_m.21998	scaffold22404_1_size3720	966	3675	2709
comp11150_c1_seq1_m.23470	scaffold2241_1_size27181	9387	11468	2081
comp104920_c0_seq1_m.13014	scaffold2241_1_size27181	12205	12666	461
comp150047_c0_seq1_m.14106	scaffold2241_1_size27181	12730	13089	359
comp95108_c0_seq1_m.12699	scaffold2241_1_size27181	13276	13825	549
comp12277_c0_seq1_m.32667	scaffold2241_1_size27181	14561	17215	2654
comp18117_c0_seq2_m.25830	scaffold2241_1_size27181	22574	26240	3666
comp17626_c0_seq1_m.38359	scaffold22418_1_size3716	1276	1839	563
comp18986_c0_seq1_m.10436	scaffold2242_1_size27164	5635	5870	235
comp18093_c0_seq2_m.16710	scaffold2242_1_size27164	17742	27064	9322
comp38804_c0_seq1_m.11303	scaffold2244_1_size27150	22456	22875	419
comp5469_c0_seq1_m.16929	scaffold22442_1_size3710	353	875	522
comp13471_c0_seq1_m.6923	scaffold22443_1_size3710	255	2260	2005
comp6018_c0_seq1_m.2075	scaffold22444_1_size3710	1238	1977	739
comp18172_c1_seq1_m.16668	scaffold22456_1_size3706	699	1612	913
comp16478_c0_seq2_m.25719	scaffold2247_1_size27126	1	1568	1567
comp45534_c0_seq1_m.11445	scaffold2247_1_size27126	20391	22979	2588
comp9413_c1_seq1_m.17959	scaffold22474_1_size3702	1579	2559	980
comp15392_c0_seq1_m.34960	scaffold224786_1_size276	1	276	275
comp13136_c0_seq1_m.6679	scaffold22481_1_size3699	1948	2835	887
comp13957_c0_seq1_m.7230	scaffold22482_1_size3699	3042	3699	657
comp140422_c0_seq1_m.13798	scaffold224854_1_size276	70	231	161
comp7478_c0_seq1_m.28937	scaffold2249_1_size27121	8719	9171	452
comp7046_c0_seq1_m.2699	scaffold2249_1_size27121	14482	22102	7620
comp7049_c0_seq1_m.2704	scaffold22493_1_size3697	801	1106	305
comp18804_c0_seq1_m.18085	scaffold2250_1_size27108	3197	11026	7829
comp18304_c0_seq1_m.20549	scaffold2250_1_size27108	11074	11391	317
comp18304_c0_seq1_m.20547	scaffold2250_1_size27108	11876	13523	1647
comp18304_c0_seq1_m.20548	scaffold2250_1_size27108	13736	20843	7107
comp2456_c0_seq1_m.498	scaffold225098_1_size275	1	155	154
comp4228_c0_seq1_m.1015	scaffold2251_1_size27097	2023	3957	1934
comp12066_c0_seq2_m.34609	scaffold2251_1_size27097	4642	7685	3043
comp13366_c0_seq1_m.6848	scaffold2251_1_size27097	8450	11867	3417
comp11810_c0_seq1_m.32860	scaffold2251_1_size27097	22981	25911	2930
comp14172_c0_seq1_m.7417	scaffold22517_1_size3690	1476	3557	2081
comp16508_c0_seq1_m.8988	scaffold22524_1_size3687	436	2337	1901
comp89597_c0_seq1_m.12566	scaffold2253_1_size27079	4199	5433	1234
comp7600_c0_seq1_m.3030	scaffold22534_1_size3684	368	1124	756
comp6087_c0_seq1_m.2112	scaffold22534_1_size3684	2641	3077	436
comp8233_c0_seq1_m.3366	scaffold225373_1_size275	57	205	148
comp16475_c0_seq1_m.19574	scaffold2254_1_size27075	4625	5936	1311
comp6155_c0_seq2_m.33860	scaffold2254_1_size27075	13243	16342	3099
comp7500_c0_seq1_m.2977	scaffold2254_1_size27075	22188	22798	610
comp18830_c0_seq19_m.28868	scaffold22540_1_size3681	3	1098	1095
comp6659_c0_seq1_m.2450	scaffold22541_1_size3681	1170	1508	338
comp8543_c2_seq1_m.36911	scaffold22542_1_size3681	2183	2815	632
comp17571_c0_seq1_m.24333	scaffold22546_1_size3680	1	531	530
comp18847_c0_seq1_m.10352	scaffold22548_1_size3678	334	3349	3015
comp12953_c0_seq1_m.30655	scaffold2255_1_size27072	14353	15958	1605
comp12953_c0_seq1_m.30656	scaffold2255_1_size27072	17374	17642	268
comp74249_c0_seq1_m.12154	scaffold225566_1_size274	19	274	255
comp10462_c0_seq1_m.4792	scaffold2256_1_size27072	77	7279	7202
comp10035_c0_seq1_m.17306	scaffold2256_1_size27072	18947	19300	353
comp174000_c0_seq1_m.14475	scaffold22568_1_size3673	702	1061	359
comp1963_c0_seq1_m.436	scaffold22568_1_size3673	1319	3383	2064
comp9770_c0_seq1_m.4344	scaffold22579_1_size3670	718	1644	926
comp12856_c0_seq1_m.6468	scaffold22583_1_size3669	1534	3669	2135
comp17720_c0_seq1_m.32966	scaffold225847_1_size274	40	274	234
comp126869_c0_seq1_m.13593	scaffold22590_1_size3667	1167	2340	1173
comp117075_c0_seq1_m.13339	scaffold22590_1_size3667	2538	3121	583
comp15899_c0_seq1_m.8593	scaffold22594_1_size3666	381	2153	1772
comp104563_c0_seq1_m.13002	scaffold2261_1_size27033	1909	2560	651
comp8982_c0_seq1_m.3843	scaffold2261_1_size27033	4811	25532	20721
comp11886_c0_seq1_m.22232	scaffold2261_1_size27033	11915	12951	1036
comp11161_c0_seq1_m.5275	scaffold2261_1_size27033	14052	14480	428
comp8982_c0_seq1_m.3844	scaffold2261_1_size27033	18398	18703	305
comp775_c0_seq1_m.218	scaffold22626_1_size3658	1884	2979	1095
comp8082_c1_seq1_m.28877	scaffold2263_1_size27015	809	1913	1104
comp8082_c0_seq1_m.28876	scaffold2263_1_size27015	2832	4486	1654
comp21626_c0_seq1_m.10738	scaffold2263_1_size27015	6542	9972	3430
comp9177_c0_seq1_m.3956	scaffold2263_1_size27015	10543	15832	5289
comp9177_c0_seq1_m.3958	scaffold2263_1_size27015	11050	12310	1260
comp28191_c0_seq1_m.11049	scaffold2263_1_size27015	17772	20291	2519
comp5376_c0_seq1_m.1814	scaffold2263_1_size27015	21782	23150	1368
comp62923_c0_seq1_m.11845	scaffold22634_1_size3656	1056	3417	2361
comp15334_c0_seq1_m.31742	scaffold22635_1_size3654	1127	3337	2210
comp15819_c0_seq1_m.8553	scaffold226367_1_size273	12	273	261
comp12803_c0_seq1_m.6438	scaffold22643_1_size3651	2565	3402	837
comp6340_c0_seq1_m.2263	scaffold22650_1_size3649	1265	1683	418
comp1466_c0_seq1_m.379	scaffold2266_1_size26986	3359	5015	1656
comp85104_c0_seq1_m.12462	scaffold2266_1_size26986	5022	6036	1014
comp12033_c0_seq1_m.17700	scaffold2266_1_size26986	6359	7557	1198
comp8351_c1_seq1_m.26357	scaffold2266_1_size26986	10101	12056	1955
comp8351_c0_seq1_m.26355	scaffold2266_1_size26986	12663	16581	3918
comp10658_c0_seq1_m.4939	scaffold22660_1_size3646	786	1811	1025
comp9197_c0_seq1_m.24618	scaffold22669_1_size3641	2498	3499	1001
comp34120_c0_seq1_m.11174	scaffold2267_1_size26980	226	1554	1328
comp8937_c0_seq1_m.3809	scaffold2267_1_size26980	3922	6025	2103
comp7479_c0_seq2_m.23212	scaffold2267_1_size26980	9340	9732	392
comp23166_c0_seq1_m.10825	scaffold2267_1_size26980	15319	18459	3140
comp10030_c0_seq1_m.4518	scaffold2267_1_size26980	19485	23671	4186
comp4019_c0_seq1_m.890	scaffold2268_1_size26977	1975	5879	3904
comp17673_c0_seq5_m.16216	scaffold2269_1_size26972	8388	9998	1610
comp16991_c0_seq5_m.35376	scaffold2270_1_size26968	14735	15287	552
comp17568_c0_seq1_m.27130	scaffold22700_1_size3631	1719	1937	218
comp7290_c0_seq1_m.2841	scaffold22715_1_size3626	366	1747	1381
comp13340_c0_seq1_m.34436	scaffold22725_1_size3622	451	1582	1131
comp8142_c0_seq1_m.28749	scaffold22727_1_size3621	980	1481	501
comp15703_c0_seq1_m.26711	scaffold22731_1_size3621	1	1078	1077
comp14075_c0_seq1_m.20921	scaffold2274_1_size26945	15715	26387	10672
comp14075_c0_seq1_m.20922	scaffold2274_1_size26945	24092	24754	662
comp12999_c0_seq1_m.23381	scaffold22742_1_size3616	152	1466	1314
comp10638_c0_seq1_m.24520	scaffold227488_1_size271	1	271	270
comp11756_c0_seq1_m.5678	scaffold227594_1_size271	124	236	112
comp6866_c0_seq1_m.2602	scaffold2276_1_size26940	23915	25126	1211
comp18201_c0_seq1_m.10010	scaffold22761_1_size3610	291	1046	755
comp16458_c0_seq1_m.8958	scaffold22770_1_size3607	248	1422	1174
comp13473_c0_seq1_m.26000	scaffold22778_1_size3606	1450	1637	187
comp5756_c0_seq1_m.1983	scaffold227907_1_size270	125	270	145
comp14102_c0_seq1_m.7345	scaffold22796_1_size3600	2247	3279	1032
comp226636_c0_seq1_m.14979	scaffold228_1_size72482	13680	14234	554
comp125350_c0_seq1_m.13524	scaffold228_1_size72482	14808	15482	674
comp10562_c0_seq1_m.4868	scaffold228_1_size72482	20042	24562	4520
comp10562_c0_seq1_m.4869	scaffold228_1_size72482	23432	23984	552
comp124666_c0_seq1_m.13500	scaffold228_1_size72482	33599	34015	416
comp7653_c0_seq1_m.36264	scaffold228_1_size72482	47958	48694	736
comp5979_c0_seq1_m.26703	scaffold228_1_size72482	50936	54491	3555
comp242992_c0_seq1_m.15022	scaffold228_1_size72482	61193	61498	305
comp4441_c0_seq1_m.1165	scaffold228_1_size72482	68096	71488	3392
comp11721_c0_seq1_m.5654	scaffold2280_1_size26914	16334	24370	8036
comp8961_c0_seq1_m.3824	scaffold2281_1_size26906	5595	5936	341
comp10986_c0_seq1_m.5163	scaffold2281_1_size26906	11523	12326	803
comp15778_c0_seq1_m.8525	scaffold2281_1_size26906	14999	17655	2656
comp17518_c0_seq1_m.9614	scaffold2281_1_size26906	20984	22027	1043
comp18324_c0_seq7_m.22755	scaffold228132_1_size270	87	217	130
comp9825_c1_seq1_m.25146	scaffold2282_1_size26903	993	2329	1336
comp9825_c1_seq1_m.25145	scaffold2282_1_size26903	2400	6228	3828
comp9825_c0_seq1_m.25144	scaffold2282_1_size26903	7142	8410	1268
comp17797_c0_seq1_m.9769	scaffold22823_1_size3594	1177	1503	326
comp24765_c0_seq1_m.10896	scaffold2283_1_size26901	3277	9055	5778
comp10518_c0_seq1_m.4835	scaffold2283_1_size26901	10989	18172	7183
comp10518_c0_seq1_m.4836	scaffold2283_1_size26901	18580	21976	3396
comp268893_c0_seq1_m.15125	scaffold22839_1_size3591	347	754	407
comp59324_c0_seq1_m.11767	scaffold2284_1_size26898	5988	9416	3428
comp10202_c0_seq1_m.28447	scaffold22846_1_size3588	2026	2180	154
comp16219_c0_seq1_m.8816	scaffold228653_1_size269	83	252	169
comp17573_c0_seq1_m.27753	scaffold22872_1_size3582	184	3252	3068
comp12324_c0_seq1_m.6083	scaffold22878_1_size3581	1124	3278	2154
comp18562_c0_seq1_m.10201	scaffold22880_1_size3581	2176	3581	1405
comp18238_c0_seq2_m.17762	scaffold22882_1_size3580	1	951	950
comp12748_c0_seq1_m.6402	scaffold2289_1_size26875	3427	6963	3536
comp12695_c0_seq1_m.6364	scaffold22893_1_size3577	210	638	428
comp11004_c0_seq1_m.5174	scaffold22905_1_size3574	1150	2802	1652
comp2328_c0_seq1_m.479	scaffold22906_1_size3574	973	1281	308
comp16207_c0_seq1_m.24341	scaffold22911_1_size3573	26	518	492
comp13755_c0_seq1_m.25056	scaffold22914_1_size3572	787	1107	320
comp141475_c0_seq1_m.13858	scaffold22921_1_size3570	1769	2854	1085
comp17552_c0_seq1_m.9626	scaffold22928_1_size3569	1765	2748	983
comp12251_c0_seq1_m.6025	scaffold2293_1_size26833	220	425	205
comp15169_c0_seq1_m.24916	scaffold2293_1_size26833	6327	15364	9037
comp16436_c0_seq1_m.8942	scaffold22931_1_size3568	1662	3428	1766
comp11880_c0_seq1_m.39161	scaffold22935_1_size3566	1137	2764	1627
comp17877_c0_seq1_m.22444	scaffold22937_1_size3566	52	703	651
comp17877_c0_seq1_m.22445	scaffold22937_1_size3566	1098	1538	440
comp141922_c0_seq1_m.13887	scaffold22949_1_size3563	842	1474	632
comp3126_c0_seq1_m.28511	scaffold22957_1_size3561	437	823	386
comp8579_c0_seq1_m.3573	scaffold22957_1_size3561	980	1717	737
comp1298_c0_seq1_m.20776	scaffold22965_1_size3558	501	1082	581
comp18019_c1_seq1_m.28890	scaffold22967_1_size3557	618	845	227
comp106774_c0_seq1_m.13057	scaffold2297_1_size26799	4781	5209	428
comp15158_c0_seq2_m.36034	scaffold2297_1_size26799	13864	15830	1966
comp15158_c0_seq6_m.36040	scaffold2297_1_size26799	18893	19472	579
comp15056_c0_seq1_m.8023	scaffold22978_1_size3554	189	1576	1387
comp11626_c0_seq1_m.5576	scaffold22983_1_size3552	981	1673	692
comp18886_c0_seq1_m.30712	scaffold22984_1_size3552	1401	3448	2047
comp18989_c0_seq1_m.34622	scaffold22994_1_size3550	155	2971	2816
comp10424_c0_seq1_m.4763	scaffold23_1_size146175	304	3617	3313
comp17859_c0_seq1_m.20331	scaffold23_1_size146175	4933	6323	1390
comp4489_c0_seq1_m.1191	scaffold23_1_size146175	17522	20992	3470
comp9942_c0_seq1_m.4451	scaffold23_1_size146175	26456	59295	32839
comp4901_c0_seq1_m.33739	scaffold23_1_size146175	28586	31489	2903
comp24894_c0_seq1_m.10903	scaffold23_1_size146175	32734	34743	2009
comp15241_c0_seq1_m.28267	scaffold23_1_size146175	36030	38370	2340
comp35514_c0_seq1_m.11211	scaffold23_1_size146175	39266	45213	5947
comp94712_c0_seq1_m.12670	scaffold23_1_size146175	47394	48773	1379
comp95143_c0_seq1_m.12705	scaffold23_1_size146175	50131	50493	362
comp14796_c0_seq3_m.35303	scaffold23_1_size146175	51662	52944	1282
comp10088_c0_seq1_m.25597	scaffold23_1_size146175	66287	71884	5597
comp10088_c0_seq1_m.25598	scaffold23_1_size146175	71772	73727	1955
comp71041_c0_seq1_m.12055	scaffold23_1_size146175	77987	79178	1191
comp6520_c0_seq1_m.2357	scaffold23_1_size146175	84309	98282	13973
comp7378_c0_seq1_m.18462	scaffold23_1_size146175	90305	93335	3030
comp4694_c0_seq1_m.1373	scaffold23_1_size146175	94591	96285	1694
comp6520_c0_seq1_m.2360	scaffold23_1_size146175	97725	98027	302
comp8637_c0_seq1_m.24315	scaffold23_1_size146175	103997	104308	311
comp22806_c0_seq1_m.10802	scaffold23_1_size146175	107907	108386	479
comp6466_c0_seq1_m.15879	scaffold23_1_size146175	123361	137318	13957
comp9488_c0_seq1_m.22012	scaffold2300_1_size26791	4311	5577	1266
comp4520_c0_seq1_m.1214	scaffold2300_1_size26791	8138	12123	3985
comp18214_c0_seq1_m.23562	scaffold23001_1_size3549	1054	3153	2099
comp115818_c0_seq1_m.13318	scaffold230067_1_size267	1	267	266
comp18440_c0_seq2_m.27288	scaffold23012_1_size3547	2203	3404	1201
comp10738_c0_seq1_m.4990	scaffold23021_1_size3546	613	2459	1846
comp16808_c0_seq1_m.9193	scaffold23029_1_size3544	1955	3521	1566
comp145331_c0_seq1_m.14007	scaffold23034_1_size3541	3112	3428	316
comp7548_c0_seq1_m.3006	scaffold23049_1_size3535	414	1406	992
comp10947_c0_seq1_m.26863	scaffold23050_1_size3535	1	1106	1105
comp18689_c0_seq1_m.16142	scaffold230517_1_size266	101	192	91
comp16454_c0_seq1_m.35378	scaffold23062_1_size3532	1	208	207
comp68434_c0_seq1_m.12001	scaffold2307_1_size26736	686	1243	557
comp64193_c0_seq1_m.11890	scaffold2307_1_size26736	1295	2281	986
comp12869_c0_seq1_m.6477	scaffold23078_1_size3528	1277	2416	1139
comp11781_c0_seq1_m.5692	scaffold2308_1_size26731	135	1385	1250
comp16005_c0_seq1_m.8661	scaffold2309_1_size26730	4197	26633	22436
comp17830_c0_seq6_m.27091	scaffold23092_1_size3526	540	954	414
comp125472_c0_seq1_m.13531	scaffold23093_1_size3525	318	773	455
comp12460_c0_seq1_m.33743	scaffold23096_1_size3524	3315	3473	158
comp20156_c0_seq1_m.10610	scaffold231_1_size72122	1116	2570	1454
comp17341_c0_seq1_m.31086	scaffold231_1_size72122	7853	10383	2530
comp17341_c0_seq1_m.31087	scaffold231_1_size72122	10954	13697	2743
comp17341_c0_seq1_m.31088	scaffold231_1_size72122	13755	15018	1263
comp6363_c0_seq1_m.20285	scaffold231_1_size72122	16746	17751	1005
comp6363_c0_seq1_m.20284	scaffold231_1_size72122	18373	22177	3804
comp16703_c0_seq3_m.23371	scaffold231_1_size72122	23611	25885	2274
comp13804_c0_seq1_m.7129	scaffold231_1_size72122	28289	31405	3116
comp13804_c0_seq1_m.7130	scaffold231_1_size72122	31664	33128	1464
comp73884_c0_seq1_m.12135	scaffold231_1_size72122	39453	47458	8005
comp12728_c0_seq2_m.24989	scaffold231_1_size72122	50900	53099	2199
comp12728_c0_seq2_m.24991	scaffold231_1_size72122	53568	54501	933
comp15571_c0_seq1_m.8387	scaffold231070_1_size265	1	225	224
comp14604_c0_seq1_m.32295	scaffold23109_1_size3521	1591	3410	1819
comp10656_c0_seq1_m.29069	scaffold2311_1_size26729	7169	8576	1407
comp10304_c0_seq1_m.4693	scaffold2311_1_size26729	9476	11334	1858
comp10304_c0_seq1_m.4692	scaffold2311_1_size26729	12145	13447	1302
comp9703_c0_seq1_m.4303	scaffold2311_1_size26729	15267	15708	441
comp166678_c0_seq1_m.14319	scaffold2311_1_size26729	15745	16059	314
comp16807_c0_seq1_m.35841	scaffold2311_1_size26729	17445	20130	2685
comp16807_c0_seq2_m.35846	scaffold2311_1_size26729	20525	21624	1099
comp10770_c0_seq1_m.5020	scaffold23111_1_size3520	50	2803	2753
comp7543_c0_seq1_m.3003	scaffold23116_1_size3520	1159	1776	617
comp115151_c0_seq1_m.13305	scaffold23116_1_size3520	1843	2340	497
comp1001_c0_seq1_m.22220	scaffold23120_1_size3519	366	1198	832
comp103232_c0_seq1_m.12944	scaffold23120_1_size3519	1421	1859	438
comp11048_c0_seq1_m.5197	scaffold23129_1_size3517	288	2165	1877
comp10002_c0_seq1_m.21649	scaffold23135_1_size3516	826	2821	1995
comp75909_c0_seq1_m.12177	scaffold23139_1_size3515	186	1622	1436
comp8137_c0_seq1_m.23695	scaffold23139_1_size3515	2444	3448	1004
comp15749_c0_seq1_m.19618	scaffold23145_1_size3513	192	2839	2647
comp16354_c0_seq1_m.15448	scaffold23159_1_size3508	283	1664	1381
comp13200_c0_seq1_m.6724	scaffold2316_1_size26687	788	2032	1244
comp13124_c0_seq2_m.36065	scaffold2316_1_size26687	3319	18201	14882
comp11882_c0_seq1_m.5770	scaffold23175_1_size3505	234	3319	3085
comp17070_c1_seq1_m.31424	scaffold231800_1_size263	14	232	218
comp16638_c0_seq1_m.9079	scaffold23189_1_size3502	219	2782	2563
comp5089_c0_seq1_m.1679	scaffold232_1_size71856	12313	15076	2763
comp108576_c0_seq1_m.13084	scaffold232_1_size71856	32950	33846	896
comp18856_c0_seq1_m.31744	scaffold232_1_size71856	39570	41457	1887
comp18652_c0_seq5_m.17977	scaffold232_1_size71856	61087	70753	9666
comp18652_c0_seq2_m.17971	scaffold232_1_size71856	67809	71856	4047
comp18054_c0_seq1_m.9905	scaffold23212_1_size3495	646	3367	2721
comp17604_c1_seq1_m.18521	scaffold23217_1_size3493	2567	3412	845
comp18923_c0_seq14_m.16392	scaffold2322_1_size26654	1	7797	7796
comp16525_c0_seq1_m.9004	scaffold2322_1_size26654	19120	25038	5918
comp168105_c0_seq1_m.14362	scaffold23221_1_size3491	45	426	381
comp17437_c0_seq1_m.9560	scaffold23239_1_size3487	2097	2968	871
comp205859_c0_seq1_m.14778	scaffold23248_1_size3485	2902	3227	325
comp13393_c0_seq1_m.32066	scaffold2325_1_size26634	8244	8689	445
comp13393_c0_seq1_m.32062	scaffold2325_1_size26634	13029	18008	4979
comp13393_c0_seq1_m.32067	scaffold2325_1_size26634	13839	14392	553
comp13393_c0_seq1_m.32064	scaffold2325_1_size26634	17435	18150	715
comp13088_c2_seq1_m.37330	scaffold23261_1_size3480	1501	2483	982
comp3993_c0_seq1_m.28553	scaffold232614_1_size262	70	245	175
comp18609_c0_seq5_m.28962	scaffold23268_1_size3479	2582	3003	421
comp16327_c0_seq1_m.34165	scaffold23277_1_size3477	317	2145	1828
comp113078_c0_seq1_m.13235	scaffold2328_1_size26581	4	295	291
comp18664_c0_seq6_m.30277	scaffold2328_1_size26581	14923	15459	536
comp12861_c0_seq1_m.26672	scaffold23297_1_size3472	1354	1940	586
comp17596_c0_seq2_m.32485	scaffold23299_1_size3472	266	1374	1108
comp17596_c0_seq1_m.32483	scaffold23299_1_size3472	1057	1407	350
comp6674_c0_seq1_m.2458	scaffold233_1_size71743	25710	26115	405
comp19580_c0_seq1_m.10540	scaffold233_1_size71743	28923	30190	1267
comp10956_c0_seq1_m.35391	scaffold233_1_size71743	38203	41993	3790
comp6489_c0_seq1_m.19732	scaffold233_1_size71743	43535	45638	2103
comp89285_c0_seq1_m.12548	scaffold233_1_size71743	56084	56301	217
comp188409_c0_seq1_m.14585	scaffold2331_1_size26560	5659	6047	388
comp152557_c0_seq1_m.14137	scaffold2331_1_size26560	6729	7100	371
comp18159_c0_seq1_m.27432	scaffold23311_1_size3470	476	3062	2586
comp53519_c0_seq1_m.11653	scaffold23313_1_size3470	1169	2874	1705
comp17297_c0_seq2_m.16734	scaffold23314_1_size3469	125	445	320
comp6120_c0_seq1_m.2128	scaffold23326_1_size3466	2786	3112	326
comp12930_c0_seq1_m.6541	scaffold233287_1_size261	1	261	260
comp157935_c0_seq1_m.14174	scaffold2334_1_size26541	15741	16178	437
comp14818_c0_seq1_m.25380	scaffold23340_1_size3462	2152	3151	999
comp12165_c0_seq1_m.30679	scaffold23358_1_size3459	561	2945	2384
comp2876_c0_seq1_m.583	scaffold233601_1_size260	1	260	259
comp15477_c0_seq4_m.34467	scaffold23368_1_size3458	163	1458	1295
comp114825_c0_seq1_m.13298	scaffold2337_1_size26516	3925	5112	1187
comp13388_c0_seq1_m.6861	scaffold23394_1_size3452	1148	2286	1138
comp10853_c0_seq1_m.22029	scaffold23397_1_size3451	715	2319	1604
comp4589_c0_seq1_m.1271	scaffold23399_1_size3450	1383	1864	481
comp8987_c0_seq2_m.33908	scaffold2341_1_size26506	321	5207	4886
comp221575_c0_seq1_m.14955	scaffold2341_1_size26506	20858	21166	308
comp7121_c0_seq1_m.2749	scaffold23415_1_size3446	1042	1550	508
comp6892_c0_seq1_m.2619	scaffold2342_1_size26506	7525	13316	5791
comp203850_c0_seq1_m.14740	scaffold2343_1_size26496	7872	8174	302
comp18130_c0_seq1_m.9963	scaffold23430_1_size3443	2522	3260	738
comp14909_c0_seq1_m.7917	scaffold23442_1_size3441	1155	2417	1262
comp18119_c0_seq1_m.9957	scaffold2345_1_size26492	1	174	173
comp4359_c0_seq1_m.1097	scaffold2345_1_size26492	12774	22156	9382
comp14401_c0_seq1_m.7583	scaffold2345_1_size26492	24201	26018	1817
comp16222_c1_seq3_m.31044	scaffold234554_1_size259	31	259	228
comp200394_c0_seq1_m.14643	scaffold23456_1_size3438	2402	2767	365
comp5261_c0_seq1_m.1764	scaffold23458_1_size3438	328	1334	1006
comp61180_c0_seq1_m.11821	scaffold234629_1_size259	1	137	136
comp164315_c0_seq1_m.14233	scaffold23465_1_size3436	2758	3208	450
comp9336_c0_seq1_m.4074	scaffold234667_1_size258	1	250	249
comp12790_c0_seq1_m.6432	scaffold234668_1_size258	22	201	179
comp7605_c0_seq1_m.3032	scaffold23468_1_size3436	250	621	371
comp17145_c0_seq4_m.37209	scaffold23468_1_size3436	1517	2014	497
comp102716_c0_seq1_m.12920	scaffold2347_1_size26489	24332	24709	377
comp8689_c0_seq1_m.28713	scaffold23470_1_size3435	2919	3264	345
comp15868_c0_seq1_m.38748	scaffold23472_1_size3435	2447	2931	484
comp17531_c0_seq1_m.23957	scaffold23476_1_size3434	3	2585	2582
comp12709_c0_seq1_m.6373	scaffold23494_1_size3430	2173	3194	1021
comp8758_c0_seq1_m.27490	scaffold235_1_size71651	14338	21412	7074
comp19567_c0_seq1_m.10536	scaffold235_1_size71651	31134	32854	1720
comp52167_c0_seq1_m.11611	scaffold235_1_size71651	35080	35914	834
comp7437_c0_seq1_m.30548	scaffold235_1_size71651	62800	66098	3298
comp11059_c0_seq1_m.5208	scaffold23506_1_size3427	1948	2507	559
comp17005_c0_seq1_m.9294	scaffold23507_1_size3427	148	3105	2957
comp15794_c0_seq3_m.29240	scaffold23511_1_size3426	505	1846	1341
comp7693_c0_seq1_m.3085	scaffold235136_1_size258	1	245	244
comp17207_c0_seq1_m.9412	scaffold23519_1_size3425	1242	2444	1202
comp10540_c0_seq1_m.23472	scaffold235261_1_size257	1	246	245
comp18340_c0_seq1_m.10082	scaffold23527_1_size3423	1664	3423	1759
comp8318_c0_seq1_m.3417	scaffold23528_1_size3423	1	1486	1485
comp12753_c0_seq1_m.6407	scaffold23528_1_size3423	1959	2939	980
comp18438_c0_seq1_m.20340	scaffold2353_1_size26452	6264	18367	12103
comp18438_c0_seq2_m.20339	scaffold2353_1_size26452	18371	21902	3531
comp12819_c0_seq1_m.25187	scaffold2353_1_size26452	22765	24113	1348
comp88163_c0_seq1_m.12513	scaffold23532_1_size3422	1253	1527	274
comp8048_c0_seq1_m.3283	scaffold2354_1_size26450	12081	15798	3717
comp8421_c0_seq1_m.3484	scaffold23540_1_size3421	886	1481	595
comp14620_c0_seq1_m.37515	scaffold23540_1_size3421	1890	2550	660
comp11050_c0_seq1_m.25545	scaffold23545_1_size3420	262	1038	776
comp105611_c0_seq1_m.13041	scaffold23545_1_size3420	2791	3141	350
comp18685_c0_seq1_m.10289	scaffold23549_1_size3419	624	2677	2053
comp12144_c0_seq1_m.38877	scaffold2355_1_size26449	134	2695	2561
comp9841_c0_seq1_m.4383	scaffold2355_1_size26449	6473	7717	1244
comp4014_c0_seq1_m.32397	scaffold2355_1_size26449	14476	20154	5678
comp5113_c0_seq1_m.1695	scaffold2355_1_size26449	23650	25138	1488
comp3972_c0_seq1_m.853	scaffold23558_1_size3418	735	2753	2018
comp2388_c1_seq1_m.17007	scaffold2356_1_size26447	23432	23866	434
comp12057_c0_seq1_m.5894	scaffold2356_1_size26447	24912	26165	1253
comp98474_c0_seq1_m.12824	scaffold23565_1_size3416	1269	1802	533
comp83615_c0_seq1_m.12392	scaffold23565_1_size3416	2161	2885	724
comp14277_c0_seq1_m.7494	scaffold2358_1_size26440	9167	11652	2485
comp13450_c0_seq2_m.25407	scaffold2358_1_size26440	13703	15295	1592
comp13450_c0_seq1_m.25405	scaffold2358_1_size26440	15852	17988	2136
comp14324_c0_seq1_m.21017	scaffold2358_1_size26440	20038	26245	6207
comp11851_c0_seq1_m.29835	scaffold23581_1_size3411	872	1625	753
comp11851_c0_seq2_m.29838	scaffold23581_1_size3411	1646	2081	435
comp11198_c0_seq1_m.5296	scaffold23595_1_size3409	241	2670	2429
comp5021_c0_seq1_m.1628	scaffold236_1_size71612	15875	27808	11933
comp6733_c0_seq1_m.2502	scaffold236_1_size71612	52410	54204	1794
comp12734_c0_seq1_m.6396	scaffold2360_1_size26429	4044	6534	2490
comp9748_c0_seq1_m.24914	scaffold2360_1_size26429	13924	15898	1974
comp9541_c0_seq1_m.4205	scaffold2360_1_size26429	19449	20135	686
comp10945_c0_seq1_m.5134	scaffold23619_1_size3404	59	1020	961
comp7292_c0_seq1_m.2844	scaffold23626_1_size3403	523	3278	2755
comp18348_c0_seq3_m.20698	scaffold23636_1_size3401	1886	2299	413
comp18694_c0_seq1_m.23147	scaffold23649_1_size3398	1161	3199	2038
comp18753_c0_seq1_m.19811	scaffold2365_1_size26389	8864	26117	17253
comp18753_c0_seq1_m.19812	scaffold2365_1_size26389	14453	16861	2408
comp18753_c0_seq1_m.19813	scaffold2365_1_size26389	18750	19441	691
