an_hu	an_hu_dn	an_hu_ds	an_hu_dnds
Mannua_Huetti.5633.nuc	0.0025	0.0744	0.0336021505376344
Mannua_Huetti.5634.nuc	0.0187	0.1150	0.162608695652174
Mannua_Huetti.5635.nuc	0.0077	0.1029	0.0748299319727891
Mannua_Huetti.5636.nuc	0.0051	0.0955	0.0534031413612565
Mannua_Huetti.5637.nuc	0.0138	0.1053	0.131054131054131
Mannua_Huetti.5638.nuc	0.0355	0.1368	0.259502923976608
Mannua_Huetti.5639.nuc	0.0313	0.1286	0.243390357698289
Mannua_Huetti.564.nuc	0.0144	0.0971	0.148300720906282
Mannua_Huetti.5640.nuc	0.0121	0.1007	0.120158887785501
Mannua_Huetti.5641.nuc	0.0097	0.0306	0.316993464052288
Mannua_Huetti.5644.nuc	0.0344	0.1957	0.175779253960143
Mannua_Huetti.5646.nuc	0.0252	0.0642	0.392523364485981
Mannua_Huetti.5647.nuc	0.0053	0.1049	0.0505243088655863
Mannua_Huetti.5648.nuc	0.0163	0.0767	0.21251629726206
Mannua_Huetti.5649.nuc	0.0090	0.0765	0.117647058823529
Mannua_Huetti.565.nuc	0.0034	0.0654	0.0519877675840979
Mannua_Huetti.5650.nuc	0.0331	0.1721	0.192330040674027
Mannua_Huetti.5651.nuc	0.0901	0.1354	0.665435745937962
Mannua_Huetti.5652.nuc	0.0061	0.0873	0.0698739977090493
Mannua_Huetti.5653.nuc	0.0092	0.0429	0.214452214452214
Mannua_Huetti.5654.nuc	0.0126	0.1478	0.0852503382949932
Mannua_Huetti.5655.nuc	0.0343	0.0909	0.377337733773377
Mannua_Huetti.5656.nuc	0.0332	0.3867	0.0858546677010603
Mannua_Huetti.5657.nuc	0.0206	0.1271	0.162077104642014
Mannua_Huetti.5658.nuc	0.0050	0.0727	0.0687757909215956
Mannua_Huetti.566.nuc	0.0033	0.1596	0.0206766917293233
Mannua_Huetti.5660.nuc	0.0090	0.0755	0.119205298013245
Mannua_Huetti.5661.nuc	0.0198	0.1588	0.124685138539043
Mannua_Huetti.5662.nuc	0.0019	0.0349	0.0544412607449857
Mannua_Huetti.5665.nuc	0.0166	0.0739	0.224627875507443
Mannua_Huetti.5666.nuc	0.0116	0.1086	0.106813996316759
Mannua_Huetti.5667.nuc	0.0204	0.0757	0.269484808454425
Mannua_Huetti.5668.nuc	0.0065	0.0816	0.079656862745098
Mannua_Huetti.567.nuc	0.0073	0.1336	0.0546407185628743
Mannua_Huetti.5671.nuc	0.0021	0.0669	0.031390134529148
Mannua_Huetti.5672.nuc	0.0186	0.1608	0.115671641791045
Mannua_Huetti.5673.nuc	0.0430	0.1118	0.384615384615385
Mannua_Huetti.5674.nuc	0.0192	0.1027	0.186952288218111
Mannua_Huetti.5675.nuc	0.0177	0.0395	0.448101265822785
Mannua_Huetti.5676.nuc	0.0516	0.1172	0.440273037542662
Mannua_Huetti.5677.nuc	0.0076	0.0390	0.194871794871795
Mannua_Huetti.5680.nuc	0.0104	0.0964	0.107883817427386
Mannua_Huetti.5681.nuc	0.0032	0.0641	0.0499219968798752
Mannua_Huetti.5682.nuc	0.0269	0.0904	0.297566371681416
Mannua_Huetti.5683.nuc	0.0108	0.1031	0.104752667313288
Mannua_Huetti.5684.nuc	0.0022	0.0803	0.0273972602739726
Mannua_Huetti.5685.nuc	0.0098	0.0305	0.321311475409836
Mannua_Huetti.5686.nuc	0.0068	0.0516	0.131782945736434
Mannua_Huetti.5687.nuc	-0.0000	0.1066	0
Mannua_Huetti.5688.nuc	0.0082	0.1132	0.0724381625441696
Mannua_Huetti.5689.nuc	0.0048	0.0714	0.0672268907563025
Mannua_Huetti.569.nuc	0.0033	0.0868	0.0380184331797235
Mannua_Huetti.5690.nuc	0.0083	0.1124	0.0738434163701068
Mannua_Huetti.5692.nuc	0.0036	0.0847	0.0425029515938607
Mannua_Huetti.5693.nuc	0.0126	0.1531	0.0822991508817766
Mannua_Huetti.5696.nuc	0.0009	0.0694	0.0129682997118156
Mannua_Huetti.5697.nuc	0.0166	0.0917	0.181025081788441
Mannua_Huetti.5698.nuc	0.0139	0.1210	0.114876033057851
Mannua_Huetti.57.nuc	0.0089	0.0955	0.0931937172774869
Mannua_Huetti.570.nuc	0.0297	0.1033	0.287512100677638
Mannua_Huetti.5701.nuc	0.0020	0.0566	0.0353356890459364
Mannua_Huetti.5703.nuc	0.0031	0.0691	0.044862518089725
Mannua_Huetti.5704.nuc	0.0257	0.0742	0.346361185983827
Mannua_Huetti.5705.nuc	0.0178	0.1403	0.126870990734141
Mannua_Huetti.5708.nuc	0.0069	0.0885	0.0779661016949153
Mannua_Huetti.571.nuc	0.0133	0.0625	0.2128
Mannua_Huetti.5710.nuc	0.0320	0.1508	0.212201591511936
Mannua_Huetti.5711.nuc	0.1082	0.2075	0.52144578313253
Mannua_Huetti.5712.nuc	0.0041	0.0734	0.055858310626703
Mannua_Huetti.5713.nuc	0.0242	0.0869	0.278481012658228
Mannua_Huetti.5714.nuc	0.0154	0.1261	0.122125297383029
Mannua_Huetti.5715.nuc	0.0025	0.0707	0.0353606789250354
Mannua_Huetti.5716.nuc	0.0296	0.1644	0.180048661800487
Mannua_Huetti.5717.nuc	0.0259	0.0854	0.30327868852459
Mannua_Huetti.5718.nuc	0.0036	0.0312	0.115384615384615
Mannua_Huetti.5719.nuc	-0.0000	0.0645	0
Mannua_Huetti.572.nuc	0.0398	0.0837	0.475507765830347
Mannua_Huetti.5720.nuc	0.0191	0.0672	0.28422619047619
Mannua_Huetti.5721.nuc	0.0177	0.1160	0.152586206896552
Mannua_Huetti.5722.nuc	0.0106	0.1053	0.100664767331434
Mannua_Huetti.5723.nuc	0.0004	0.0520	0.00769230769230769
Mannua_Huetti.5724.nuc	0.0050	0.1382	0.0361794500723589
Mannua_Huetti.5726.nuc	0.0211	0.0811	0.260172626387176
Mannua_Huetti.5728.nuc	0.0142	0.0520	0.273076923076923
Mannua_Huetti.5729.nuc	0.0233	0.0755	0.308609271523179
Mannua_Huetti.573.nuc	0.0081	0.2388	0.0339195979899497
Mannua_Huetti.5732.nuc	0.0378	0.1171	0.322801024765158
Mannua_Huetti.5733.nuc	0.0153	0.0921	0.166123778501629
Mannua_Huetti.5734.nuc	0.0319	0.0703	0.453769559032717
Mannua_Huetti.5735.nuc	0.0024	0.1163	0.0206362854686156
Mannua_Huetti.5736.nuc	0.0321	0.1882	0.170563230605739
Mannua_Huetti.5737.nuc	0.0192	0.0794	0.241813602015113
Mannua_Huetti.5738.nuc	0.0094	0.1189	0.0790580319596299
Mannua_Huetti.5739.nuc	0.0051	0.0926	0.0550755939524838
Mannua_Huetti.574.nuc	0.0049	0.1256	0.0390127388535032
Mannua_Huetti.5740.nuc	0.0010	0.1002	0.00998003992015968
Mannua_Huetti.5741.nuc	0.0007	0.1258	0.00556438791732909
Mannua_Huetti.5742.nuc	0.0222	0.0918	0.241830065359477
Mannua_Huetti.5743.nuc	0.0087	0.0952	0.0913865546218487
Mannua_Huetti.5744.nuc	0.0093	0.1393	0.0667623833452979
Mannua_Huetti.5745.nuc	0.0118	0.0524	0.225190839694656
Mannua_Huetti.5746.nuc	0.0093	0.0718	0.129526462395543
Mannua_Huetti.5747.nuc	0.0104	0.0420	0.247619047619048
Mannua_Huetti.5748.nuc	0.0187	0.0944	0.198093220338983
Mannua_Huetti.5749.nuc	0.0162	0.0666	0.243243243243243
Mannua_Huetti.575.nuc	0.0091	0.0706	0.128895184135977
Mannua_Huetti.5751.nuc	0.0006	0.1860	0.0032258064516129
Mannua_Huetti.5752.nuc	0.0095	0.0616	0.154220779220779
Mannua_Huetti.5753.nuc	0.0034	0.0026	1.30769230769231
Mannua_Huetti.5754.nuc	0.0029	0.0075	0.386666666666667
Mannua_Huetti.5756.nuc	0.0103	0.1060	0.0971698113207547
Mannua_Huetti.5758.nuc	0.0076	0.0306	0.248366013071895
Mannua_Huetti.576.nuc	0.0047	0.0787	0.059720457433291
Mannua_Huetti.5763.nuc	0.1357	0.2808	0.483262108262108
Mannua_Huetti.5764.nuc	0.0082	0.0483	0.169772256728778
Mannua_Huetti.5766.nuc	0.0068	0.1251	0.0543565147881695
Mannua_Huetti.5767.nuc	0.0095	0.0763	0.124508519003932
Mannua_Huetti.5768.nuc	0.0182	0.1212	0.15016501650165
Mannua_Huetti.5769.nuc	0.0247	0.1641	0.150517976843388
Mannua_Huetti.5771.nuc	0.0058	0.0782	0.0741687979539642
Mannua_Huetti.5772.nuc	0.0243	0.1557	0.15606936416185
Mannua_Huetti.5773.nuc	0.0142	0.0858	0.165501165501166
Mannua_Huetti.5774.nuc	0.0048	0.0965	0.049740932642487
Mannua_Huetti.5775.nuc	0.0169	0.1816	0.0930616740088106
Mannua_Huetti.5776.nuc	0.0121	0.0567	0.213403880070547
Mannua_Huetti.5777.nuc	0.0411	0.0832	0.493990384615385
Mannua_Huetti.5778.nuc	0.0077	0.1382	0.0557163531114327
Mannua_Huetti.5779.nuc	0.0311	0.1204	0.258305647840532
Mannua_Huetti.578.nuc	0.0170	0.1151	0.147697654213727
Mannua_Huetti.5780.nuc	0.0045	0.0782	0.0575447570332481
Mannua_Huetti.5781.nuc	0.0171	0.0840	0.203571428571429
Mannua_Huetti.5783.nuc	0.0159	0.1406	0.113086770981508
Mannua_Huetti.5784.nuc	0.0155	0.1192	0.13003355704698
Mannua_Huetti.5785.nuc	0.0352	0.0662	0.531722054380665
Mannua_Huetti.5786.nuc	0.0337	0.1803	0.186910704381586
Mannua_Huetti.5787.nuc	0.0152	0.0890	0.170786516853933
Mannua_Huetti.5788.nuc	0.0098	0.0654	0.149847094801223
Mannua_Huetti.579.nuc	0.0192	0.1152	0.166666666666667
Mannua_Huetti.5790.nuc	0.0141	0.0911	0.154774972557629
Mannua_Huetti.5792.nuc	0.0096	0.2330	0.0412017167381974
Mannua_Huetti.5793.nuc	0.0124	0.1291	0.0960495739736638
Mannua_Huetti.5794.nuc	0.0204	0.1021	0.199804113614104
Mannua_Huetti.5795.nuc	0.0115	0.0987	0.116514690982776
Mannua_Huetti.5797.nuc	0.0031	0.0039	0.794871794871795
Mannua_Huetti.5798.nuc	0.0177	0.0603	0.293532338308458
Mannua_Huetti.5799.nuc	0.0038	0.1371	0.0277169948942378
Mannua_Huetti.58.nuc	0.0329	0.1375	0.239272727272727
Mannua_Huetti.580.nuc	0.0226	0.1633	0.138395590936926
Mannua_Huetti.5800.nuc	0.0085	0.0922	0.0921908893709328
Mannua_Huetti.5801.nuc	0.0298	0.0895	0.332960893854749
Mannua_Huetti.5802.nuc	0.0066	0.1587	0.0415879017013232
Mannua_Huetti.5803.nuc	0.0141	0.1235	0.11417004048583
Mannua_Huetti.5804.nuc	0.0412	0.1176	0.350340136054422
Mannua_Huetti.5805.nuc	0.0246	0.1301	0.189085318985396
Mannua_Huetti.5806.nuc	0.0118	0.0930	0.126881720430108
Mannua_Huetti.5807.nuc	0.0308	0.0950	0.32421052631579
Mannua_Huetti.5808.nuc	0.0062	0.0741	0.0836707152496626
Mannua_Huetti.581.nuc	0.0087	0.1658	0.0524728588661037
Mannua_Huetti.5810.nuc	0.0061	0.0854	0.0714285714285714
Mannua_Huetti.5812.nuc	0.0057	0.0799	0.0713391739674593
Mannua_Huetti.5813.nuc	0.0147	0.0959	0.153284671532847
Mannua_Huetti.5814.nuc	0.0084	0.0826	0.101694915254237
Mannua_Huetti.5815.nuc	0.0009	0.0693	0.012987012987013
Mannua_Huetti.5816.nuc	0.0043	0.1248	0.0344551282051282
Mannua_Huetti.5817.nuc	0.0112	0.0694	0.161383285302594
Mannua_Huetti.5818.nuc	0.0111	0.0835	0.132934131736527
Mannua_Huetti.582.nuc	0.0149	0.0866	0.172055427251732
Mannua_Huetti.5820.nuc	0.0241	0.1177	0.204757858963466
Mannua_Huetti.5821.nuc	0.0081	0.1068	0.0758426966292135
Mannua_Huetti.5822.nuc	0.0058	0.0602	0.0963455149501661
Mannua_Huetti.5823.nuc	0.0052	0.0305	0.170491803278689
Mannua_Huetti.5824.nuc	0.0086	0.1022	0.0841487279843444
Mannua_Huetti.5826.nuc	0.0093	0.0912	0.101973684210526
Mannua_Huetti.5827.nuc	0.0135	0.0560	0.241071428571429
Mannua_Huetti.5831.nuc	0.0535	0.2140	0.25
Mannua_Huetti.5832.nuc	0.0068	0.0856	0.0794392523364486
Mannua_Huetti.5833.nuc	0.0027	0.1529	0.0176586003924133
Mannua_Huetti.5834.nuc	0.0086	0.0980	0.0877551020408163
Mannua_Huetti.5835.nuc	0.0062	0.1298	0.0477657935285054
Mannua_Huetti.5837.nuc	0.0161	0.0590	0.272881355932203
Mannua_Huetti.5838.nuc	0.0180	0.0876	0.205479452054795
Mannua_Huetti.5840.nuc	0.0022	0.0584	0.0376712328767123
Mannua_Huetti.5841.nuc	0.0216	0.1034	0.20889748549323
Mannua_Huetti.5842.nuc	0.0798	0.0918	0.869281045751634
Mannua_Huetti.5843.nuc	0.0181	0.1323	0.136810279667423
Mannua_Huetti.5844.nuc	0.0728	0.1843	0.395008138903961
Mannua_Huetti.5845.nuc	0.0100	0.1282	0.078003120124805
Mannua_Huetti.5846.nuc	0.0021	0.2215	0.00948081264108352
Mannua_Huetti.5847.nuc	0.0118	0.1263	0.0934283452098179
Mannua_Huetti.5848.nuc	0.0070	0.0809	0.0865265760197775
Mannua_Huetti.5849.nuc	0.0143	0.0511	0.279843444227006
Mannua_Huetti.585.nuc	0.0062	0.1013	0.0612043435340573
Mannua_Huetti.5851.nuc	0.0060	0.0828	0.072463768115942
Mannua_Huetti.5852.nuc	0.1339	0.4000	0.33475
Mannua_Huetti.5853.nuc	0.0039	0.0864	0.0451388888888889
Mannua_Huetti.5854.nuc	0.0083	0.0449	0.184855233853007
Mannua_Huetti.5855.nuc	0.0265	0.1043	0.254074784276127
Mannua_Huetti.5856.nuc	0.0039	0.0596	0.0654362416107383
Mannua_Huetti.5857.nuc	0.0104	0.1625	0.064
Mannua_Huetti.5858.nuc	0.0060	0.0897	0.0668896321070234
Mannua_Huetti.5859.nuc	0.0013	0.0792	0.0164141414141414
Mannua_Huetti.5860.nuc	0.0112	0.0707	0.158415841584158
Mannua_Huetti.5861.nuc	0.0162	0.1146	0.141361256544503
Mannua_Huetti.5864.nuc	0.0101	0.0727	0.138927097661623
Mannua_Huetti.5865.nuc	0.0167	0.0666	0.250750750750751
Mannua_Huetti.5866.nuc	0.0446	0.1403	0.317890235210264
Mannua_Huetti.5867.nuc	0.0184	0.0692	0.265895953757225
Mannua_Huetti.5869.nuc	0.0051	0.0973	0.052415210688592
Mannua_Huetti.587.nuc	0.0210	0.1208	0.173841059602649
Mannua_Huetti.5872.nuc	0.0169	0.0794	0.212846347607053
Mannua_Huetti.5873.nuc	0.0133	0.1053	0.12630579297246
Mannua_Huetti.5874.nuc	0.0146	0.1513	0.0964970257766028
Mannua_Huetti.5875.nuc	0.0005	0.0234	0.0213675213675214
Mannua_Huetti.5876.nuc	0.0030	0.0806	0.0372208436724566
Mannua_Huetti.5877.nuc	0.0232	0.1531	0.151534944480732
Mannua_Huetti.5878.nuc	0.0079	0.1070	0.0738317757009346
Mannua_Huetti.5879.nuc	0.0240	0.1009	0.237859266600595
Mannua_Huetti.588.nuc	0.0121	0.0468	0.258547008547009
Mannua_Huetti.5880.nuc	0.0147	0.1053	0.13960113960114
Mannua_Huetti.5883.nuc	0.0249	0.1561	0.159513132607303
Mannua_Huetti.5884.nuc	0.0084	0.0915	0.0918032786885246
Mannua_Huetti.5885.nuc	0.0155	0.0437	0.354691075514874
Mannua_Huetti.5886.nuc	0.0097	0.0985	0.0984771573604061
Mannua_Huetti.5887.nuc	0.0135	0.0600	0.225
Mannua_Huetti.5888.nuc	0.0187	0.0330	0.566666666666667
Mannua_Huetti.5889.nuc	0.0048	0.0578	0.0830449826989619
Mannua_Huetti.589.nuc	0.0011	0.0667	0.0164917541229385
Mannua_Huetti.5890.nuc	0.0299	0.1160	0.257758620689655
Mannua_Huetti.5891.nuc	0.0484	0.1243	0.389380530973451
Mannua_Huetti.5893.nuc	0.0267	0.1643	0.162507608034084
Mannua_Huetti.5895.nuc	0.0130	0.0895	0.145251396648045
Mannua_Huetti.5896.nuc	0.0286	0.1638	0.174603174603175
Mannua_Huetti.5897.nuc	0.0131	0.0587	0.223168654173765
Mannua_Huetti.5898.nuc	0.0265	0.1492	0.177613941018767
Mannua_Huetti.5899.nuc	0.0111	0.0386	0.287564766839378
Mannua_Huetti.59.nuc	0.0111	0.1359	0.0816777041942605
Mannua_Huetti.590.nuc	0.0009	0.1245	0.0072289156626506
Mannua_Huetti.5900.nuc	0.0022	0.0810	0.0271604938271605
Mannua_Huetti.5901.nuc	0.0048	0.0996	0.0481927710843373
Mannua_Huetti.5904.nuc	0.0219	0.0960	0.228125
Mannua_Huetti.5905.nuc	0.0082	0.0816	0.100490196078431
Mannua_Huetti.5906.nuc	0.0039	0.0533	0.0731707317073171
Mannua_Huetti.5907.nuc	0.0051	0.0812	0.062807881773399
Mannua_Huetti.5909.nuc	0.0203	0.0757	0.268163804491413
Mannua_Huetti.591.nuc	0.0094	0.0222	0.423423423423423
Mannua_Huetti.5910.nuc	0.0076	0.0542	0.140221402214022
Mannua_Huetti.5911.nuc	0.0056	0.1081	0.0518038852913969
Mannua_Huetti.5912.nuc	0.0087	0.1423	0.0611384399156711
Mannua_Huetti.5913.nuc	0.0079	0.1436	0.0550139275766017
Mannua_Huetti.5915.nuc	0.0169	0.0548	0.308394160583942
Mannua_Huetti.5916.nuc	0.0145	0.1201	0.120732722731057
Mannua_Huetti.5917.nuc	0.0372	0.1920	0.19375
Mannua_Huetti.5918.nuc	0.0108	0.0407	0.265356265356265
Mannua_Huetti.5919.nuc	0.0089	0.1090	0.081651376146789
Mannua_Huetti.592.nuc	0.0041	0.1126	0.0364120781527531
Mannua_Huetti.5920.nuc	0.0048	0.1546	0.0310478654592497
Mannua_Huetti.5921.nuc	0.0082	0.0539	0.152133580705009
Mannua_Huetti.5923.nuc	0.0120	0.1339	0.0896191187453323
Mannua_Huetti.5924.nuc	0.0124	0.1456	0.0851648351648352
Mannua_Huetti.5926.nuc	0.0051	0.0600	0.085
Mannua_Huetti.5927.nuc	0.0098	0.1501	0.0652898067954697
Mannua_Huetti.5928.nuc	0.0031	0.1215	0.0255144032921811
Mannua_Huetti.5929.nuc	0.0128	0.0514	0.249027237354086
Mannua_Huetti.593.nuc	0.0190	0.1010	0.188118811881188
Mannua_Huetti.5930.nuc	0.0073	0.0591	0.123519458544839
Mannua_Huetti.5931.nuc	0.0164	0.1238	0.132471728594507
Mannua_Huetti.5932.nuc	0.0047	0.0797	0.0589711417816813
Mannua_Huetti.5933.nuc	0.0096	0.0659	0.145675265553869
Mannua_Huetti.5934.nuc	0.0081	0.0522	0.155172413793103
Mannua_Huetti.5935.nuc	0.0100	0.0856	0.116822429906542
Mannua_Huetti.5937.nuc	0.0156	0.1605	0.097196261682243
Mannua_Huetti.5938.nuc	0.0093	0.1364	0.0681818181818182
Mannua_Huetti.5939.nuc	0.0191	0.1413	0.13517338995046
Mannua_Huetti.594.nuc	-0.0000	0.1214	0
Mannua_Huetti.5941.nuc	0.0030	0.0470	0.0638297872340425
Mannua_Huetti.5942.nuc	0.0463	0.1083	0.427516158818098
Mannua_Huetti.5943.nuc	0.0506	0.1832	0.276200873362445
Mannua_Huetti.5945.nuc	0.0059	0.0799	0.0738423028785982
Mannua_Huetti.5946.nuc	0.0213	0.1100	0.193636363636364
Mannua_Huetti.5947.nuc	0.0047	0.0472	0.0995762711864407
Mannua_Huetti.5948.nuc	0.0508	0.1381	0.367849384503983
Mannua_Huetti.5949.nuc	0.0024	0.0432	0.0555555555555555
Mannua_Huetti.595.nuc	-0.0000	0.0323	0
Mannua_Huetti.5950.nuc	0.0332	0.1364	0.243401759530792
Mannua_Huetti.5951.nuc	0.0067	0.0394	0.17005076142132
Mannua_Huetti.5954.nuc	0.0133	0.0540	0.246296296296296
Mannua_Huetti.5955.nuc	0.0133	0.0854	0.155737704918033
Mannua_Huetti.5956.nuc	0.0680	0.1638	0.415140415140415
Mannua_Huetti.5957.nuc	0.0137	0.0785	0.174522292993631
Mannua_Huetti.5958.nuc	0.0077	0.0505	0.152475247524752
Mannua_Huetti.5959.nuc	0.0198	0.1055	0.187677725118483
Mannua_Huetti.596.nuc	0.0031	0.0937	0.0330843116328709
Mannua_Huetti.5960.nuc	0.0047	0.1081	0.0434782608695652
Mannua_Huetti.5961.nuc	0.0118	0.0294	0.401360544217687
Mannua_Huetti.5962.nuc	0.0141	0.1225	0.115102040816327
Mannua_Huetti.5963.nuc	0.0164	0.1151	0.142484795829713
Mannua_Huetti.5964.nuc	0.0205	0.0929	0.220667384284177
Mannua_Huetti.5965.nuc	0.0296	0.1530	0.193464052287582
Mannua_Huetti.5966.nuc	0.0029	0.0624	0.046474358974359
Mannua_Huetti.5967.nuc	0.0094	0.0961	0.0978147762747138
Mannua_Huetti.5968.nuc	0.0083	0.1069	0.0776426566884939
Mannua_Huetti.5969.nuc	-0.0000	0.0377	0
Mannua_Huetti.597.nuc	0.0186	0.0999	0.186186186186186
Mannua_Huetti.5971.nuc	0.0151	0.1007	0.149950347567031
Mannua_Huetti.5972.nuc	0.0065	0.1050	0.0619047619047619
Mannua_Huetti.5974.nuc	0.0236	0.1227	0.192339038304808
Mannua_Huetti.5975.nuc	0.0020	0.1302	0.0153609831029186
Mannua_Huetti.5977.nuc	0.0277	0.1580	0.175316455696203
Mannua_Huetti.5978.nuc	0.0138	0.1039	0.132820019249278
Mannua_Huetti.5979.nuc	0.0166	0.0818	0.202933985330073
Mannua_Huetti.598.nuc	0.0092	0.0342	0.269005847953216
Mannua_Huetti.5980.nuc	0.0096	0.0521	0.18426103646833
Mannua_Huetti.5981.nuc	0.0146	0.1056	0.138257575757576
Mannua_Huetti.5982.nuc	0.0062	0.0881	0.0703745743473326
Mannua_Huetti.5983.nuc	0.0078	0.1372	0.0568513119533528
Mannua_Huetti.5986.nuc	-0.0000	0.0374	0
Mannua_Huetti.5987.nuc	0.0042	0.1801	0.0233203775680178
Mannua_Huetti.5988.nuc	0.0101	0.0594	0.17003367003367
Mannua_Huetti.5989.nuc	0.0136	0.1299	0.104695919938414
Mannua_Huetti.599.nuc	0.0078	0.0306	0.254901960784314
Mannua_Huetti.5990.nuc	0.0190	0.1617	0.117501546072975
Mannua_Huetti.5991.nuc	0.0180	0.0859	0.209545983701979
Mannua_Huetti.5992.nuc	0.0250	0.1187	0.2106149957877
Mannua_Huetti.5994.nuc	0.0189	0.0936	0.201923076923077
Mannua_Huetti.5996.nuc	0.0089	0.1808	0.0492256637168142
Mannua_Huetti.5997.nuc	0.0209	0.1300	0.160769230769231
Mannua_Huetti.5998.nuc	0.0047	0.1084	0.0433579335793358
Mannua_Huetti.5999.nuc	0.0461	0.1440	0.320138888888889
Mannua_Huetti.600.nuc	0.0129	0.1233	0.104622871046229
Mannua_Huetti.6000.nuc	0.0054	0.0478	0.112970711297071
Mannua_Huetti.6001.nuc	0.0057	0.1169	0.048759623609923
Mannua_Huetti.6002.nuc	0.0058	0.0847	0.0684769775678867
Mannua_Huetti.6003.nuc	-0.0000	0.0821	0
Mannua_Huetti.6004.nuc	0.0058	0.0748	0.0775401069518716
Mannua_Huetti.6005.nuc	0.0192	0.0663	0.289592760180995
Mannua_Huetti.6006.nuc	0.0184	0.1920	0.0958333333333333
Mannua_Huetti.6007.nuc	0.0164	0.0760	0.215789473684211
Mannua_Huetti.6008.nuc	0.0134	0.0868	0.154377880184332
Mannua_Huetti.6009.nuc	0.0198	0.0637	0.310832025117739
Mannua_Huetti.601.nuc	0.0232	0.0833	0.278511404561825
Mannua_Huetti.6010.nuc	0.0134	0.0698	0.191977077363897
Mannua_Huetti.6012.nuc	0.0277	0.1145	0.241921397379913
Mannua_Huetti.6013.nuc	0.0114	0.1098	0.103825136612022
Mannua_Huetti.6014.nuc	0.0204	0.1002	0.203592814371258
Mannua_Huetti.6015.nuc	0.0035	0.1290	0.0271317829457364
Mannua_Huetti.6016.nuc	0.0075	0.1034	0.0725338491295938
Mannua_Huetti.6017.nuc	0.0021	0.1450	0.0144827586206897
Mannua_Huetti.6018.nuc	0.0151	0.1418	0.106488011283498
Mannua_Huetti.6019.nuc	0.0073	0.1116	0.0654121863799283
Mannua_Huetti.602.nuc	0.0054	0.0866	0.0623556581986143
Mannua_Huetti.6020.nuc	0.0018	0.0541	0.033271719038817
Mannua_Huetti.6021.nuc	0.0036	0.0950	0.0378947368421053
Mannua_Huetti.6022.nuc	0.0115	0.0661	0.173978819969743
Mannua_Huetti.6025.nuc	0.0228	0.1087	0.209751609935603
Mannua_Huetti.6026.nuc	0.0098	0.0868	0.112903225806452
Mannua_Huetti.6027.nuc	0.0011	0.0971	0.0113285272914521
Mannua_Huetti.6029.nuc	0.0234	0.1544	0.151554404145078
Mannua_Huetti.603.nuc	0.0056	0.0472	0.11864406779661
Mannua_Huetti.6030.nuc	0.0247	0.1275	0.193725490196078
Mannua_Huetti.6031.nuc	0.0315	0.1568	0.200892857142857
Mannua_Huetti.6032.nuc	0.0516	0.1633	0.315982853643601
Mannua_Huetti.6033.nuc	0.0255	0.0914	0.278993435448578
Mannua_Huetti.6034.nuc	0.0124	0.0566	0.219081272084806
Mannua_Huetti.6035.nuc	0.0709	0.1589	0.446192573945878
Mannua_Huetti.6036.nuc	0.0044	0.1146	0.0383944153577661
Mannua_Huetti.6037.nuc	0.0156	0.0960	0.1625
Mannua_Huetti.6038.nuc	0.0033	0.1279	0.0258014073494918
Mannua_Huetti.604.nuc	0.0168	0.0597	0.281407035175879
Mannua_Huetti.6040.nuc	0.0036	0.0621	0.0579710144927536
Mannua_Huetti.6041.nuc	0.0032	0.0341	0.093841642228739
Mannua_Huetti.6043.nuc	0.0162	0.0750	0.216
Mannua_Huetti.6044.nuc	0.0140	0.0474	0.29535864978903
Mannua_Huetti.6045.nuc	0.0119	0.1099	0.10828025477707
Mannua_Huetti.6046.nuc	0.0086	0.0594	0.144781144781145
Mannua_Huetti.6047.nuc	0.0395	0.2064	0.191375968992248
Mannua_Huetti.6048.nuc	0.0100	0.0616	0.162337662337662
Mannua_Huetti.605.nuc	-0.0000	0.0409	0
Mannua_Huetti.6050.nuc	0.0149	0.0415	0.359036144578313
Mannua_Huetti.6051.nuc	0.0172	0.1006	0.170974155069583
Mannua_Huetti.6052.nuc	0.0049	0.0729	0.0672153635116598
Mannua_Huetti.6053.nuc	0.0339	0.1234	0.274716369529984
Mannua_Huetti.6055.nuc	0.0063	0.0911	0.0691547749725576
Mannua_Huetti.6056.nuc	0.0037	0.0943	0.039236479321315
Mannua_Huetti.6059.nuc	0.0092	0.0461	0.199566160520607
Mannua_Huetti.606.nuc	0.0087	0.1971	0.0441400304414003
Mannua_Huetti.6061.nuc	0.0119	0.0530	0.224528301886792
Mannua_Huetti.6062.nuc	0.0087	0.0744	0.116935483870968
Mannua_Huetti.6064.nuc	0.0088	0.0839	0.104886769964243
Mannua_Huetti.6066.nuc	0.0910	0.3513	0.259037859379448
Mannua_Huetti.6069.nuc	0.0055	0.0356	0.154494382022472
Mannua_Huetti.607.nuc	-0.0000	0.1328	0
Mannua_Huetti.6071.nuc	0.0060	0.0631	0.0950871632329636
Mannua_Huetti.6072.nuc	0.0150	0.0388	0.38659793814433
Mannua_Huetti.6073.nuc	0.0171	0.1317	0.129840546697039
Mannua_Huetti.6074.nuc	0.0083	0.0265	0.313207547169811
Mannua_Huetti.6076.nuc	0.0195	0.1401	0.139186295503212
Mannua_Huetti.6077.nuc	0.0068	0.1408	0.0482954545454545
Mannua_Huetti.608.nuc	0.0086	0.1302	0.0660522273425499
Mannua_Huetti.6080.nuc	0.0049	0.1835	0.0267029972752044
