an_ric	an_ric_dn	an_ric_ds	an_ric_dnds
Mannua_Ricinus.5475.nuc	0.1584	0.5358	0.295632698768197
Mannua_Ricinus.5476.nuc	0.0887	0.4001	0.221694576355911
Mannua_Ricinus.5477.nuc	0.0457	0.4766	0.0958875367184222
Mannua_Ricinus.5478.nuc	0.1952	0.4568	0.427320490367776
Mannua_Ricinus.5479.nuc	0.0913	0.5065	0.180256663376111
Mannua_Ricinus.548.nuc	0.1197	0.8978	0.13332590777456
Mannua_Ricinus.5480.nuc	0.1266	0.8089	0.156508839164297
Mannua_Ricinus.5481.nuc	0.1260	0.4858	0.259365994236311
Mannua_Ricinus.5482.nuc	0.0540	0.3345	0.161434977578475
Mannua_Ricinus.5483.nuc	0.0310	0.6672	0.046462829736211
Mannua_Ricinus.5484.nuc	0.0566	0.5649	0.100194724730041
Mannua_Ricinus.5486.nuc	0.0265	0.3976	0.0666498993963783
Mannua_Ricinus.5488.nuc	0.0723	0.4690	0.154157782515991
Mannua_Ricinus.549.nuc	0.0057	0.5106	0.0111633372502938
Mannua_Ricinus.5492.nuc	0.0268	0.4226	0.0634169427354472
Mannua_Ricinus.5496.nuc	0.0545	0.6236	0.0873957665169981
Mannua_Ricinus.5499.nuc	0.0732	0.6276	0.116634799235182
Mannua_Ricinus.55.nuc	0.0636	0.3754	0.169419286094832
Mannua_Ricinus.550.nuc	0.0996	0.5189	0.191944497976489
Mannua_Ricinus.5501.nuc	0.0425	0.4236	0.100330500472144
Mannua_Ricinus.5503.nuc	0.0330	0.3342	0.0987432675044883
Mannua_Ricinus.5505.nuc	0.0492	0.5662	0.0868950900741787
Mannua_Ricinus.5506.nuc	0.0949	0.3792	0.250263713080169
Mannua_Ricinus.5510.nuc	0.0795	0.4509	0.176314038589488
Mannua_Ricinus.5516.nuc	0.1219	0.8757	0.139202923375585
Mannua_Ricinus.5518.nuc	0.0729	0.5674	0.128480789566443
Mannua_Ricinus.5519.nuc	0.0708	0.5207	0.135970808526983
Mannua_Ricinus.5520.nuc	0.0805	0.6738	0.119471653309587
Mannua_Ricinus.5522.nuc	0.0876	0.4126	0.212312166747455
Mannua_Ricinus.5523.nuc	0.0998	0.6974	0.143102953828506
Mannua_Ricinus.5524.nuc	0.1231	0.5853	0.210319494276439
Mannua_Ricinus.5526.nuc	0.0552	0.4876	0.113207547169811
Mannua_Ricinus.5527.nuc	0.1028	0.6384	0.161027568922306
Mannua_Ricinus.5528.nuc	0.0979	0.3732	0.262325830653805
Mannua_Ricinus.553.nuc	0.0418	0.4597	0.0909288666521644
Mannua_Ricinus.5532.nuc	0.1711	0.4205	0.406896551724138
Mannua_Ricinus.5533.nuc	0.0756	0.4470	0.169127516778524
Mannua_Ricinus.5534.nuc	0.0992	0.3344	0.296650717703349
Mannua_Ricinus.5536.nuc	0.0418	0.3483	0.12001148435257
Mannua_Ricinus.5537.nuc	0.1486	0.5852	0.25393028024607
Mannua_Ricinus.5538.nuc	0.1035	0.4167	0.248380129589633
Mannua_Ricinus.554.nuc	0.1028	0.5958	0.172541121181605
Mannua_Ricinus.5542.nuc	0.1456	0.5164	0.281951975213013
Mannua_Ricinus.5543.nuc	0.0519	0.4619	0.112361983113228
Mannua_Ricinus.5547.nuc	0.0767	0.4140	0.185265700483092
Mannua_Ricinus.555.nuc	0.0921	0.4727	0.194838163740216
Mannua_Ricinus.5550.nuc	0.0621	0.4614	0.134590377113134
Mannua_Ricinus.5551.nuc	0.1818	0.4300	0.422790697674419
Mannua_Ricinus.5553.nuc	0.0183	0.6858	0.0266841644794401
Mannua_Ricinus.5556.nuc	0.0549	0.6911	0.0794385761828968
Mannua_Ricinus.5557.nuc	0.0311	0.4543	0.0684569667620515
Mannua_Ricinus.5561.nuc	0.0871	0.5642	0.154377880184332
Mannua_Ricinus.5564.nuc	0.0381	0.5472	0.0696271929824561
Mannua_Ricinus.5565.nuc	0.0629	0.4900	0.128367346938775
Mannua_Ricinus.5567.nuc	0.1016	0.4107	0.247382517652788
Mannua_Ricinus.557.nuc	0.0717	0.4194	0.170958512160229
Mannua_Ricinus.5572.nuc	0.0664	0.6851	0.0969201576412203
Mannua_Ricinus.5573.nuc	0.0612	0.3680	0.166304347826087
Mannua_Ricinus.5575.nuc	0.1130	0.4106	0.27520701412567
Mannua_Ricinus.5576.nuc	0.0441	0.4732	0.0931952662721894
Mannua_Ricinus.558.nuc	0.0334	0.5830	0.0572898799313894
Mannua_Ricinus.5580.nuc	0.1165	0.4129	0.282150641801889
Mannua_Ricinus.5581.nuc	0.1724	0.6266	0.275135652729014
Mannua_Ricinus.5583.nuc	0.0339	1.7761	0.0190867631327065
Mannua_Ricinus.5584.nuc	0.1098	0.5087	0.215844309023
Mannua_Ricinus.5585.nuc	0.0621	0.4786	0.12975344755537
Mannua_Ricinus.5586.nuc	0.0964	0.4604	0.209383145091225
Mannua_Ricinus.5588.nuc	0.1219	0.3989	0.3055903735272
Mannua_Ricinus.559.nuc	0.1797	1.6533	0.108691707494103
Mannua_Ricinus.5596.nuc	0.0799	0.6490	0.123112480739599
Mannua_Ricinus.5599.nuc	0.0977	0.7067	0.138248195839819
Mannua_Ricinus.56.nuc	0.0666	0.4061	0.163999015020931
Mannua_Ricinus.560.nuc	0.1163	0.4402	0.264198091776465
Mannua_Ricinus.5603.nuc	0.0545	0.4096	0.133056640625
Mannua_Ricinus.5604.nuc	0.0324	0.5475	0.0591780821917808
Mannua_Ricinus.5605.nuc	0.0495	0.6285	0.0787589498806683
Mannua_Ricinus.5606.nuc	0.1212	0.9096	0.133245382585752
Mannua_Ricinus.5608.nuc	0.0123	0.0067	1.83582089552239
Mannua_Ricinus.561.nuc	0.0418	0.5044	0.0828707375099128
Mannua_Ricinus.5610.nuc	0.1293	0.6424	0.201276463262765
Mannua_Ricinus.5613.nuc	0.0519	0.4075	0.127361963190184
Mannua_Ricinus.5614.nuc	0.1120	0.4337	0.25824302513258
Mannua_Ricinus.5616.nuc	0.0995	0.4932	0.201743714517437
Mannua_Ricinus.5617.nuc	0.0550	0.3850	0.142857142857143
Mannua_Ricinus.5619.nuc	0.0760	0.8326	0.091280326687485
Mannua_Ricinus.562.nuc	0.0391	0.3241	0.12064177722925
Mannua_Ricinus.5622.nuc	0.1493	0.4058	0.367915229176934
Mannua_Ricinus.5626.nuc	0.1037	0.6315	0.164212193190816
Mannua_Ricinus.5634.nuc	0.1068	0.7010	0.152353780313837
Mannua_Ricinus.5635.nuc	0.1144	0.5189	0.220466371169782
Mannua_Ricinus.5636.nuc	0.0778	0.4327	0.179801247977814
Mannua_Ricinus.5637.nuc	0.0868	0.5312	0.163403614457831
Mannua_Ricinus.5638.nuc	0.0894	0.4436	0.201532912533814
Mannua_Ricinus.564.nuc	0.1023	0.6580	0.155471124620061
Mannua_Ricinus.5641.nuc	0.0837	0.3294	0.254098360655738
Mannua_Ricinus.5643.nuc	0.0908	0.8502	0.106798400376382
Mannua_Ricinus.5644.nuc	0.2054	0.8218	0.249939157945972
Mannua_Ricinus.5646.nuc	0.1257	0.2605	0.48253358925144
Mannua_Ricinus.5647.nuc	0.0834	0.4696	0.177597955706985
Mannua_Ricinus.5648.nuc	0.0697	0.4302	0.162017666201767
Mannua_Ricinus.5652.nuc	0.0396	0.5157	0.0767888307155323
Mannua_Ricinus.5654.nuc	0.0374	0.5751	0.0650321683185533
Mannua_Ricinus.5658.nuc	0.0258	0.3722	0.0693175711982805
Mannua_Ricinus.5659.nuc	0.0727	0.3820	0.190314136125654
Mannua_Ricinus.566.nuc	0.0498	2.2260	0.0223719676549865
Mannua_Ricinus.5660.nuc	0.1180	0.7419	0.159051085051894
Mannua_Ricinus.5662.nuc	0.0979	0.5947	0.164620817218766
Mannua_Ricinus.5665.nuc	0.1185	0.4536	0.261243386243386
Mannua_Ricinus.567.nuc	0.0885	0.8772	0.100889192886457
Mannua_Ricinus.5670.nuc	0.1616	0.5564	0.290438533429188
Mannua_Ricinus.5672.nuc	0.1139	0.5671	0.200846411567625
Mannua_Ricinus.5674.nuc	0.1137	0.5058	0.224792408066429
Mannua_Ricinus.5676.nuc	0.1648	0.4283	0.384777025449451
Mannua_Ricinus.5677.nuc	0.0639	0.4701	0.135928525845565
Mannua_Ricinus.5679.nuc	0.0269	0.4344	0.0619244935543278
Mannua_Ricinus.5682.nuc	0.1380	0.5754	0.239833159541189
Mannua_Ricinus.5683.nuc	0.0672	0.4559	0.147400745777583
Mannua_Ricinus.5685.nuc	0.1000	0.3825	0.261437908496732
Mannua_Ricinus.5686.nuc	0.0422	0.3837	0.109981756580662
Mannua_Ricinus.5687.nuc	0.0205	1.7716	0.0115714608263716
Mannua_Ricinus.569.nuc	0.0377	0.4701	0.080195703041906
Mannua_Ricinus.5694.nuc	0.1785	1.0493	0.170113408939293
Mannua_Ricinus.5697.nuc	0.0759	0.5044	0.150475812846947
Mannua_Ricinus.57.nuc	0.0858	0.8744	0.098124428179323
Mannua_Ricinus.570.nuc	0.1305	0.4733	0.275723642510036
Mannua_Ricinus.5700.nuc	0.0887	0.4991	0.177719895812462
Mannua_Ricinus.5702.nuc	0.1781	0.3334	0.534193161367727
Mannua_Ricinus.5712.nuc	0.0562	0.4733	0.118740756391295
Mannua_Ricinus.5713.nuc	0.1583	0.4260	0.371596244131455
Mannua_Ricinus.5714.nuc	0.0564	0.5568	0.101293103448276
Mannua_Ricinus.5720.nuc	0.1187	0.4674	0.253958065896448
Mannua_Ricinus.5722.nuc	0.0920	0.8842	0.104048857724497
Mannua_Ricinus.5723.nuc	0.0339	0.6254	0.0542053086024944
Mannua_Ricinus.5726.nuc	0.1075	0.5148	0.208818958818959
Mannua_Ricinus.5728.nuc	0.0939	0.4759	0.197310359319185
Mannua_Ricinus.5729.nuc	0.1204	0.4386	0.274509803921569
Mannua_Ricinus.5732.nuc	0.0892	0.5743	0.15531951941494
Mannua_Ricinus.5733.nuc	0.1095	0.3614	0.302988378527947
Mannua_Ricinus.5734.nuc	0.1985	0.4203	0.472281703545087
Mannua_Ricinus.5735.nuc	0.0218	0.4128	0.0528100775193798
Mannua_Ricinus.5736.nuc	0.1381	0.5449	0.253440998348321
Mannua_Ricinus.5737.nuc	0.0753	0.4637	0.162389475954281
Mannua_Ricinus.5738.nuc	0.0771	0.3522	0.218909710391823
Mannua_Ricinus.574.nuc	0.0318	0.4534	0.0701367445963829
Mannua_Ricinus.5740.nuc	0.0110	0.5029	0.0218731358122887
Mannua_Ricinus.5741.nuc	0.0312	0.6498	0.0480147737765466
Mannua_Ricinus.5747.nuc	0.1044	0.4411	0.23668102471095
Mannua_Ricinus.5748.nuc	0.0820	0.5985	0.137009189640769
Mannua_Ricinus.5751.nuc	0.0280	1.6058	0.01743679163034
Mannua_Ricinus.5752.nuc	0.1188	0.5036	0.235901509134233
Mannua_Ricinus.5754.nuc	0.0303	0.0113	2.68141592920354
Mannua_Ricinus.5755.nuc	0.1328	0.4965	0.267472306143001
Mannua_Ricinus.576.nuc	0.0806	0.4351	0.185244771316939
Mannua_Ricinus.5761.nuc	0.0422	0.4315	0.0977983777520278
Mannua_Ricinus.5762.nuc	0.1164	0.7307	0.159299302039141
Mannua_Ricinus.5763.nuc	0.1881	0.4617	0.407407407407407
Mannua_Ricinus.5765.nuc	0.1479	0.4087	0.361879128945437
Mannua_Ricinus.5766.nuc	0.0836	0.5975	0.139916317991632
Mannua_Ricinus.5771.nuc	0.0289	0.4324	0.066836262719704
Mannua_Ricinus.5773.nuc	0.0505	0.3703	0.13637591142317
Mannua_Ricinus.5774.nuc	0.0677	0.4740	0.142827004219409
Mannua_Ricinus.5776.nuc	0.0913	0.3429	0.266258384368621
Mannua_Ricinus.5777.nuc	0.1934	0.4838	0.399751963621331
Mannua_Ricinus.5783.nuc	0.1008	0.7967	0.126521902849253
Mannua_Ricinus.5786.nuc	0.1684	0.4807	0.350322446432286
Mannua_Ricinus.5787.nuc	0.1105	0.4112	0.268725680933852
Mannua_Ricinus.5788.nuc	0.0933	0.4395	0.212286689419795
Mannua_Ricinus.579.nuc	0.0769	0.3853	0.199584739164288
Mannua_Ricinus.5791.nuc	0.0220	0.3895	0.0564826700898588
Mannua_Ricinus.5792.nuc	0.0513	0.7589	0.0675978389774674
Mannua_Ricinus.5793.nuc	0.0832	0.6072	0.137022397891963
Mannua_Ricinus.5798.nuc	0.0878	0.4376	0.200639853747715
Mannua_Ricinus.5799.nuc	0.0325	0.4931	0.0659095518150477
Mannua_Ricinus.5800.nuc	0.0652	0.3347	0.194801314610099
Mannua_Ricinus.5802.nuc	0.0792	0.7388	0.107200866269626
Mannua_Ricinus.5806.nuc	0.0665	0.4411	0.150759464973929
Mannua_Ricinus.5808.nuc	0.0836	0.4275	0.195555555555556
Mannua_Ricinus.581.nuc	0.0504	0.5229	0.0963855421686747
Mannua_Ricinus.5812.nuc	0.0485	0.6508	0.0745236631837738
Mannua_Ricinus.5815.nuc	0.0392	0.7477	0.0524274441620971
Mannua_Ricinus.5818.nuc	0.0629	0.4323	0.145500809622947
Mannua_Ricinus.5823.nuc	0.0678	0.4092	0.165689149560117
Mannua_Ricinus.5825.nuc	0.0232	0.0484	0.479338842975207
Mannua_Ricinus.5826.nuc	0.0731	0.4042	0.180851063829787
Mannua_Ricinus.5830.nuc	0.0577	0.4342	0.132888070013819
Mannua_Ricinus.5832.nuc	0.0723	0.6163	0.117312996917086
Mannua_Ricinus.5834.nuc	0.1097	0.4753	0.230801598990112
Mannua_Ricinus.5835.nuc	0.0257	0.4482	0.0573404730031236
Mannua_Ricinus.5838.nuc	0.1094	0.7612	0.143720441408303
Mannua_Ricinus.5840.nuc	0.0207	0.4955	0.0417759838546922
Mannua_Ricinus.5841.nuc	0.0914	0.4040	0.226237623762376
Mannua_Ricinus.5847.nuc	0.0933	0.5095	0.183120706575074
Mannua_Ricinus.585.nuc	0.0505	0.4525	0.111602209944751
Mannua_Ricinus.5855.nuc	0.1538	0.4963	0.309893209752166
Mannua_Ricinus.5860.nuc	0.0687	0.5487	0.125205030071077
Mannua_Ricinus.5862.nuc	0.1273	0.8265	0.154022988505747
Mannua_Ricinus.5863.nuc	0.0615	0.5275	0.116587677725118
Mannua_Ricinus.5865.nuc	0.1074	0.4185	0.25663082437276
Mannua_Ricinus.5868.nuc	0.1302	0.4854	0.26823238566131
Mannua_Ricinus.5869.nuc	0.0563	0.4648	0.121127366609294
Mannua_Ricinus.587.nuc	0.0752	0.5022	0.149741138988451
Mannua_Ricinus.5874.nuc	0.0412	0.6898	0.0597274572339809
Mannua_Ricinus.5876.nuc	0.0288	0.3874	0.0743417656169334
Mannua_Ricinus.5878.nuc	0.1104	0.7048	0.156640181611805
Mannua_Ricinus.5882.nuc	0.0557	0.3173	0.175543649543019
Mannua_Ricinus.5884.nuc	0.0729	0.4586	0.158962058438727
Mannua_Ricinus.5887.nuc	0.0773	0.5061	0.152736613317526
Mannua_Ricinus.5893.nuc	0.0793	0.6654	0.119176435226931
Mannua_Ricinus.5894.nuc	0.1033	0.3824	0.270135983263598
Mannua_Ricinus.5895.nuc	0.0882	0.4052	0.217670286278381
Mannua_Ricinus.5897.nuc	0.0741	0.3945	0.187832699619772
Mannua_Ricinus.5898.nuc	0.1537	0.5967	0.257583375230434
Mannua_Ricinus.5899.nuc	0.0744	0.3075	0.241951219512195
Mannua_Ricinus.590.nuc	0.0619	0.7331	0.0844359568953758
Mannua_Ricinus.5900.nuc	0.0233	0.4490	0.0518930957683742
Mannua_Ricinus.5902.nuc	0.0473	0.7475	0.0632775919732441
Mannua_Ricinus.5905.nuc	0.0906	0.3730	0.242895442359249
Mannua_Ricinus.5907.nuc	0.0438	0.5486	0.0798395916879329
Mannua_Ricinus.5908.nuc	0.1179	0.4954	0.23798950343157
Mannua_Ricinus.5910.nuc	0.0480	0.4016	0.119521912350598
Mannua_Ricinus.5911.nuc	0.0623	0.5336	0.116754122938531
Mannua_Ricinus.5912.nuc	0.0671	0.4414	0.152016311735387
Mannua_Ricinus.5916.nuc	0.0675	0.6730	0.100297176820208
Mannua_Ricinus.5917.nuc	0.2357	1.1642	0.202456622573441
Mannua_Ricinus.5918.nuc	0.1016	0.4137	0.245588590766256
Mannua_Ricinus.5919.nuc	0.0884	0.6010	0.147088186356073
Mannua_Ricinus.5920.nuc	0.0679	0.5045	0.134588701684836
Mannua_Ricinus.5921.nuc	0.1040	0.4193	0.248032435010732
Mannua_Ricinus.5922.nuc	0.1172	0.5632	0.208096590909091
Mannua_Ricinus.5923.nuc	0.0612	0.5901	0.103711235383833
Mannua_Ricinus.5926.nuc	0.0759	0.3753	0.202238209432454
Mannua_Ricinus.5927.nuc	0.1193	2.7317	0.0436724384083172
Mannua_Ricinus.5932.nuc	0.0548	0.5555	0.0986498649864987
Mannua_Ricinus.5933.nuc	0.0732	0.4279	0.171068006543585
Mannua_Ricinus.5934.nuc	0.0951	0.3857	0.246564687581022
Mannua_Ricinus.5935.nuc	0.0588	0.4505	0.130521642619312
Mannua_Ricinus.5937.nuc	0.0502	0.7518	0.0667730779462623
Mannua_Ricinus.5938.nuc	0.0217	0.7161	0.0303030303030303
Mannua_Ricinus.594.nuc	0.0111	0.4964	0.0223609991941982
Mannua_Ricinus.5940.nuc	0.1335	0.3672	0.363562091503268
Mannua_Ricinus.5945.nuc	0.0337	0.4158	0.0810485810485811
Mannua_Ricinus.5946.nuc	0.0673	0.4188	0.160697230181471
Mannua_Ricinus.5949.nuc	0.0560	0.4213	0.132921908378827
Mannua_Ricinus.595.nuc	0.0702	0.3011	0.233145134506808
Mannua_Ricinus.5952.nuc	0.1159	0.5029	0.230463312785842
Mannua_Ricinus.5953.nuc	0.0308	0.4022	0.0765788165091994
Mannua_Ricinus.5954.nuc	0.0587	0.3624	0.161975717439294
Mannua_Ricinus.5956.nuc	0.1091	0.3432	0.317890442890443
Mannua_Ricinus.5957.nuc	0.0681	0.4252	0.160159924741298
Mannua_Ricinus.5958.nuc	0.1320	0.7960	0.165829145728643
Mannua_Ricinus.596.nuc	0.0467	0.5499	0.0849245317330424
Mannua_Ricinus.5961.nuc	0.1014	0.3446	0.294254207777133
Mannua_Ricinus.5963.nuc	0.1333	0.5771	0.230982498700399
Mannua_Ricinus.5964.nuc	0.0690	0.3558	0.193929173693086
Mannua_Ricinus.5966.nuc	0.0546	0.4269	0.127898805340829
Mannua_Ricinus.5969.nuc	0.0226	0.7562	0.0298862734726263
Mannua_Ricinus.597.nuc	0.0814	0.6113	0.133158841812531
Mannua_Ricinus.5970.nuc	0.0366	0.5916	0.0618661257606491
Mannua_Ricinus.5973.nuc	0.0966	0.5154	0.187427240977881
Mannua_Ricinus.5974.nuc	0.0892	0.7417	0.120264257786167
Mannua_Ricinus.598.nuc	0.0867	0.3907	0.221909393396468
Mannua_Ricinus.5980.nuc	0.0685	0.5238	0.130775105001909
Mannua_Ricinus.5983.nuc	0.0461	0.5624	0.0819701280227596
Mannua_Ricinus.5986.nuc	0.0598	0.3912	0.152862985685072
Mannua_Ricinus.5989.nuc	0.0752	0.7395	0.101690331304936
Mannua_Ricinus.599.nuc	0.1342	0.4679	0.286813421671297
Mannua_Ricinus.5991.nuc	0.0969	0.4726	0.205035971223022
Mannua_Ricinus.5994.nuc	0.1056	0.3820	0.276439790575916
Mannua_Ricinus.5995.nuc	0.1180	0.4276	0.275958840037418
Mannua_Ricinus.60.nuc	0.0766	0.2825	0.271150442477876
Mannua_Ricinus.600.nuc	0.0625	0.5557	0.112470757603023
Mannua_Ricinus.6000.nuc	0.0517	0.4707	0.10983641385171
Mannua_Ricinus.6001.nuc	0.0609	0.6673	0.0912632998651281
Mannua_Ricinus.6002.nuc	0.0394	0.5409	0.072841560362359
Mannua_Ricinus.6003.nuc	0.0142	0.5075	0.0279802955665025
Mannua_Ricinus.6005.nuc	0.0673	0.4810	0.13991683991684
Mannua_Ricinus.6007.nuc	0.1357	0.4823	0.281360149284678
Mannua_Ricinus.601.nuc	0.0738	0.4596	0.160574412532637
Mannua_Ricinus.6012.nuc	0.1315	0.4267	0.308179048511835
Mannua_Ricinus.6013.nuc	0.0619	0.4101	0.150938795415752
Mannua_Ricinus.6014.nuc	0.0860	0.4882	0.176157312576813
Mannua_Ricinus.6016.nuc	0.0512	0.4290	0.119347319347319
Mannua_Ricinus.6018.nuc	0.0751	0.5381	0.139565136591712
Mannua_Ricinus.6019.nuc	0.0334	0.4040	0.0826732673267327
Mannua_Ricinus.6020.nuc	0.0370	0.4135	0.0894800483675937
Mannua_Ricinus.6024.nuc	0.1200	0.4585	0.261723009814613
Mannua_Ricinus.6025.nuc	0.0750	0.4645	0.161463939720129
Mannua_Ricinus.6026.nuc	0.0792	0.4802	0.164931278633903
Mannua_Ricinus.6028.nuc	0.0415	0.4407	0.0941683685046517
Mannua_Ricinus.6034.nuc	0.0466	0.4962	0.0939137444578799
Mannua_Ricinus.6035.nuc	0.1100	0.4691	0.23449157962055
Mannua_Ricinus.604.nuc	0.1538	0.3393	0.453286177424108
Mannua_Ricinus.6041.nuc	0.0624	0.4085	0.152753977968176
Mannua_Ricinus.6042.nuc	0.1496	0.4590	0.325925925925926
Mannua_Ricinus.6044.nuc	0.1012	0.4411	0.229426433915212
Mannua_Ricinus.6048.nuc	0.1012	0.4176	0.242337164750958
Mannua_Ricinus.6049.nuc	0.0696	0.5060	0.137549407114624
Mannua_Ricinus.605.nuc	0.0110	0.6378	0.0172467858262778
Mannua_Ricinus.6050.nuc	0.1035	0.3084	0.335603112840467
Mannua_Ricinus.6052.nuc	0.0619	0.4318	0.143353404353868
Mannua_Ricinus.6056.nuc	0.0405	0.4948	0.0818512530315279
Mannua_Ricinus.6058.nuc	0.0945	0.3753	0.251798561151079
Mannua_Ricinus.6061.nuc	0.0758	0.4806	0.157719517270079
Mannua_Ricinus.6062.nuc	0.1101	0.4098	0.268667642752562
Mannua_Ricinus.6068.nuc	0.0677	0.6134	0.110368438213238
Mannua_Ricinus.607.nuc	0.0521	0.8042	0.064784879383238
Mannua_Ricinus.6071.nuc	0.0464	0.5055	0.0917903066271019
Mannua_Ricinus.6073.nuc	0.1138	0.4248	0.26789077212806
Mannua_Ricinus.6075.nuc	0.1471	0.4200	0.350238095238095
Mannua_Ricinus.6076.nuc	0.1345	0.5949	0.22608841822155
Mannua_Ricinus.6077.nuc	0.0578	0.4472	0.129248658318426
Mannua_Ricinus.6083.nuc	0.0658	0.4292	0.153308480894688
Mannua_Ricinus.6084.nuc	0.0561	1.0240	0.05478515625
Mannua_Ricinus.6085.nuc	0.0890	0.3886	0.229027277406073
Mannua_Ricinus.6087.nuc	0.0406	0.6078	0.0667982889108259
Mannua_Ricinus.6089.nuc	0.0571	0.4342	0.131506218332566
Mannua_Ricinus.609.nuc	0.1339	0.4306	0.310961449140734
Mannua_Ricinus.6090.nuc	0.1995	0.6170	0.323338735818476
Mannua_Ricinus.6091.nuc	0.1472	0.6071	0.24246417394169
Mannua_Ricinus.6092.nuc	0.0825	0.5126	0.160944206008584
Mannua_Ricinus.6094.nuc	0.1139	0.4758	0.239386296763346
Mannua_Ricinus.6096.nuc	0.0719	0.8471	0.0848778184393814
Mannua_Ricinus.6099.nuc	0.0866	0.3807	0.227475702653008
Mannua_Ricinus.610.nuc	0.0766	0.4398	0.174170077307867
Mannua_Ricinus.6100.nuc	0.0646	1.0732	0.0601938128960119
Mannua_Ricinus.6103.nuc	0.1500	0.4258	0.352278064819164
Mannua_Ricinus.6104.nuc	0.0308	0.5798	0.0531217661262504
Mannua_Ricinus.6106.nuc	0.1289	0.3605	0.35755894590846
Mannua_Ricinus.6108.nuc	0.0711	0.4381	0.162291714220498
Mannua_Ricinus.6109.nuc	0.0801	0.4075	0.196564417177914
Mannua_Ricinus.6121.nuc	0.0787	0.3630	0.216804407713499
Mannua_Ricinus.6123.nuc	0.0897	0.6280	0.142834394904459
Mannua_Ricinus.6128.nuc	0.0558	0.4331	0.128838605402909
Mannua_Ricinus.6129.nuc	0.1178	0.3453	0.341152620909354
Mannua_Ricinus.6130.nuc	0.0680	0.4481	0.151751841106896
Mannua_Ricinus.6131.nuc	0.0927	0.4734	0.195817490494297
Mannua_Ricinus.6132.nuc	0.0981	0.3745	0.261949265687583
Mannua_Ricinus.6133.nuc	0.0901	0.3925	0.229554140127389
Mannua_Ricinus.6134.nuc	0.0701	0.4438	0.157954033348355
Mannua_Ricinus.6138.nuc	0.0625	0.9743	0.0641486195217079
Mannua_Ricinus.6139.nuc	0.0286	0.5363	0.0533283609919821
Mannua_Ricinus.6141.nuc	0.0853	0.3649	0.233762674705399
Mannua_Ricinus.6142.nuc	0.1164	0.3967	0.29342072094782
Mannua_Ricinus.615.nuc	0.0734	0.6951	0.10559631707668
Mannua_Ricinus.6152.nuc	0.0531	0.4545	0.116831683168317
Mannua_Ricinus.6156.nuc	0.1401	0.3997	0.350512884663498
Mannua_Ricinus.6157.nuc	0.0859	0.4248	0.202212806026365
Mannua_Ricinus.6158.nuc	0.0894	0.5351	0.167071575406466
Mannua_Ricinus.6159.nuc	0.1261	0.5097	0.247400431626447
Mannua_Ricinus.6160.nuc	0.1011	0.3507	0.288280581693755
Mannua_Ricinus.6164.nuc	0.2376	0.4286	0.554363042463836
Mannua_Ricinus.6167.nuc	0.1688	0.3680	0.458695652173913
Mannua_Ricinus.6170.nuc	0.0549	0.3855	0.142412451361868
Mannua_Ricinus.6173.nuc	0.1387	0.3881	0.357382118010822
Mannua_Ricinus.6176.nuc	0.0731	0.5293	0.138106933686
Mannua_Ricinus.618.nuc	0.0703	0.4225	0.166390532544379
Mannua_Ricinus.6181.nuc	0.0497	0.4795	0.103649635036496
Mannua_Ricinus.6182.nuc	0.1357	0.6820	0.198973607038123
Mannua_Ricinus.6184.nuc	0.0742	0.6241	0.118891203332799
Mannua_Ricinus.6186.nuc	0.1301	0.4298	0.30269892973476
Mannua_Ricinus.6187.nuc	0.0921	0.4191	0.219756621331425
Mannua_Ricinus.6189.nuc	0.1512	0.5313	0.284584980237154
Mannua_Ricinus.6191.nuc	0.0566	0.3566	0.158721256309591
Mannua_Ricinus.6193.nuc	0.0523	0.3116	0.167843388960205
Mannua_Ricinus.6195.nuc	0.0333	0.4315	0.0771726535341831
Mannua_Ricinus.6196.nuc	0.1401	0.4300	0.325813953488372
Mannua_Ricinus.6198.nuc	0.0793	0.4578	0.173219746614242
Mannua_Ricinus.62.nuc	0.1322	0.7712	0.171421161825726
Mannua_Ricinus.620.nuc	0.1233	0.4324	0.285152636447734
Mannua_Ricinus.6200.nuc	0.0880	0.4764	0.184718723761545
Mannua_Ricinus.6203.nuc	0.0883	0.5338	0.165417759460472
Mannua_Ricinus.6205.nuc	0.0569	0.4795	0.11866527632951
Mannua_Ricinus.6208.nuc	0.0081	0.0113	0.716814159292035
Mannua_Ricinus.621.nuc	0.1740	0.8199	0.212221002561288
Mannua_Ricinus.6212.nuc	0.0631	0.8208	0.0768762183235868
Mannua_Ricinus.6213.nuc	0.0642	0.5223	0.122917863296956
Mannua_Ricinus.622.nuc	0.0569	0.6447	0.0882581045447495
Mannua_Ricinus.6224.nuc	0.0896	0.7065	0.126822363765039
Mannua_Ricinus.6226.nuc	0.0882	0.4070	0.216707616707617
Mannua_Ricinus.6227.nuc	0.0608	0.3878	0.156781846312532
Mannua_Ricinus.6228.nuc	0.0374	0.5666	0.0660077656194847
Mannua_Ricinus.6229.nuc	0.0462	0.3486	0.132530120481928
Mannua_Ricinus.6231.nuc	0.1268	0.4971	0.255079460873064
Mannua_Ricinus.6236.nuc	0.0913	0.6463	0.141265666099335
Mannua_Ricinus.6239.nuc	0.0388	0.4643	0.0835666594874004
Mannua_Ricinus.6243.nuc	0.1202	0.5910	0.203384094754653
Mannua_Ricinus.6245.nuc	0.0717	0.4427	0.161960695730743
