an_hu	gene
Mannua_Huetti.4783.nuc comp17113_c0_seq1_m.25121
Mannua_Huetti.4784.nuc comp17114_c0_seq1_m.9363
Mannua_Huetti.4785.nuc comp17117_c0_seq1_m.9364
Mannua_Huetti.4786.nuc comp17118_c0_seq1_m.9365
Mannua_Huetti.4787.nuc comp17119_c0_seq1_m.29951
Mannua_Huetti.4788.nuc comp17122_c0_seq1_m.9367
Mannua_Huetti.4789.nuc comp17123_c0_seq2_m.33246
Mannua_Huetti.479.nuc comp10926_c0_seq1_m.5116
Mannua_Huetti.4790.nuc comp17124_c0_seq1_m.39118
Mannua_Huetti.4791.nuc comp17126_c0_seq1_m.34058
Mannua_Huetti.4792.nuc comp17128_c0_seq1_m.26149
Mannua_Huetti.4793.nuc comp17129_c0_seq2_m.17247
Mannua_Huetti.4794.nuc comp17130_c0_seq1_m.9368
Mannua_Huetti.4795.nuc comp17131_c0_seq1_m.38285
Mannua_Huetti.4796.nuc comp17132_c0_seq1_m.9370
Mannua_Huetti.4797.nuc comp17133_c0_seq1_m.37422
Mannua_Huetti.4798.nuc comp17135_c0_seq1_m.9372
Mannua_Huetti.4799.nuc comp17136_c0_seq4_m.30670
Mannua_Huetti.48.nuc comp10094_c0_seq1_m.4556
Mannua_Huetti.480.nuc comp10927_c0_seq1_m.5117
Mannua_Huetti.4800.nuc comp17137_c0_seq2_m.35922
Mannua_Huetti.4801.nuc comp17138_c0_seq1_m.9373
Mannua_Huetti.4802.nuc comp17140_c0_seq1_m.30096
Mannua_Huetti.4803.nuc comp17142_c0_seq1_m.9376
Mannua_Huetti.4804.nuc comp17143_c0_seq1_m.9377
Mannua_Huetti.4805.nuc comp17144_c0_seq2_m.20509
Mannua_Huetti.4806.nuc comp17145_c0_seq2_m.37207
Mannua_Huetti.4807.nuc comp17146_c0_seq1_m.21427
Mannua_Huetti.4808.nuc comp17147_c0_seq1_m.9380
Mannua_Huetti.4809.nuc comp17148_c0_seq1_m.22942
Mannua_Huetti.481.nuc comp10930_c0_seq1_m.5120
Mannua_Huetti.4810.nuc comp17150_c0_seq1_m.9381
Mannua_Huetti.4811.nuc comp17151_c0_seq1_m.9384
Mannua_Huetti.4812.nuc comp17152_c0_seq1_m.38863
Mannua_Huetti.4813.nuc comp17154_c0_seq1_m.9386
Mannua_Huetti.4814.nuc comp17155_c0_seq1_m.16450
Mannua_Huetti.4815.nuc comp17155_c0_seq2_m.16451
Mannua_Huetti.4816.nuc comp17156_c0_seq1_m.33058
Mannua_Huetti.4817.nuc comp17157_c0_seq2_m.36782
Mannua_Huetti.4818.nuc comp17158_c0_seq2_m.35028
Mannua_Huetti.4819.nuc comp17159_c1_seq4_m.37729
Mannua_Huetti.482.nuc comp10931_c0_seq1_m.31415
Mannua_Huetti.4820.nuc comp17160_c0_seq1_m.9387
Mannua_Huetti.4821.nuc comp17161_c0_seq2_m.22206
Mannua_Huetti.4822.nuc comp17162_c0_seq1_m.17267
Mannua_Huetti.4823.nuc comp17163_c0_seq1_m.9388
Mannua_Huetti.4824.nuc comp17164_c0_seq1_m.9390
Mannua_Huetti.4825.nuc comp17166_c0_seq1_m.32462
Mannua_Huetti.4826.nuc comp17169_c0_seq2_m.37167
Mannua_Huetti.4827.nuc comp17170_c0_seq1_m.33225
Mannua_Huetti.4828.nuc comp17171_c0_seq1_m.27882
Mannua_Huetti.4829.nuc comp17173_c0_seq1_m.9393
Mannua_Huetti.483.nuc comp10932_c0_seq1_m.37894
Mannua_Huetti.4830.nuc comp17174_c0_seq1_m.38367
Mannua_Huetti.4831.nuc comp17175_c0_seq1_m.32412
Mannua_Huetti.4832.nuc comp17176_c1_seq1_m.34445
Mannua_Huetti.4833.nuc comp17177_c0_seq1_m.9394
Mannua_Huetti.4834.nuc comp17178_c1_seq3_m.35600
Mannua_Huetti.4835.nuc comp17178_c1_seq4_m.35601
Mannua_Huetti.4836.nuc comp17178_c2_seq9_m.35626
Mannua_Huetti.4837.nuc comp17180_c0_seq1_m.21410
Mannua_Huetti.4838.nuc comp17180_c0_seq1_m.21411
Mannua_Huetti.4839.nuc comp17180_c0_seq3_m.21414
Mannua_Huetti.484.nuc comp10933_c0_seq1_m.5121
Mannua_Huetti.4840.nuc comp17181_c0_seq1_m.9395
Mannua_Huetti.4841.nuc comp17186_c0_seq1_m.9400
Mannua_Huetti.4842.nuc comp17187_c0_seq1_m.39163
Mannua_Huetti.4843.nuc comp17188_c0_seq1_m.15270
Mannua_Huetti.4844.nuc comp17188_c0_seq2_m.15272
Mannua_Huetti.4845.nuc comp17189_c0_seq1_m.26714
Mannua_Huetti.4846.nuc comp17190_c0_seq1_m.9401
Mannua_Huetti.4847.nuc comp17192_c0_seq1_m.29073
Mannua_Huetti.4848.nuc comp17193_c0_seq1_m.39247
Mannua_Huetti.4849.nuc comp17194_c0_seq1_m.9405
Mannua_Huetti.485.nuc comp10934_c0_seq1_m.20540
Mannua_Huetti.4850.nuc comp17195_c0_seq1_m.9406
Mannua_Huetti.4851.nuc comp17196_c0_seq1_m.38489
Mannua_Huetti.4852.nuc comp17197_c0_seq1_m.9407
Mannua_Huetti.4853.nuc comp17198_c0_seq1_m.9408
Mannua_Huetti.4854.nuc comp17199_c0_seq1_m.9409
Mannua_Huetti.4855.nuc comp17200_c0_seq1_m.21927
Mannua_Huetti.4856.nuc comp17201_c0_seq1_m.21399
Mannua_Huetti.4857.nuc comp17203_c0_seq1_m.19061
Mannua_Huetti.4858.nuc comp17205_c0_seq1_m.9411
Mannua_Huetti.4859.nuc comp17206_c0_seq1_m.15326
Mannua_Huetti.486.nuc comp10935_c0_seq1_m.5122
Mannua_Huetti.4860.nuc comp17206_c0_seq1_m.15327
Mannua_Huetti.4861.nuc comp17207_c0_seq1_m.9412
Mannua_Huetti.4862.nuc comp17208_c0_seq1_m.9413
Mannua_Huetti.4863.nuc comp17209_c0_seq1_m.39263
Mannua_Huetti.4864.nuc comp17211_c0_seq1_m.30904
Mannua_Huetti.4865.nuc comp17212_c0_seq1_m.9416
Mannua_Huetti.4866.nuc comp17216_c0_seq1_m.9423
Mannua_Huetti.4867.nuc comp17217_c0_seq1_m.9424
Mannua_Huetti.4868.nuc comp17218_c0_seq1_m.21354
Mannua_Huetti.4869.nuc comp17218_c0_seq4_m.21361
Mannua_Huetti.487.nuc comp10936_c0_seq1_m.31620
Mannua_Huetti.4870.nuc comp17219_c0_seq1_m.9425
Mannua_Huetti.4871.nuc comp17220_c0_seq1_m.9426
Mannua_Huetti.4872.nuc comp17222_c0_seq1_m.9428
Mannua_Huetti.4873.nuc comp17223_c0_seq1_m.9430
Mannua_Huetti.4874.nuc comp17224_c0_seq18_m.33553
Mannua_Huetti.4875.nuc comp17224_c0_seq2_m.33561
Mannua_Huetti.4876.nuc comp17224_c0_seq6_m.33586
Mannua_Huetti.4877.nuc comp17224_c1_seq1_m.33705
Mannua_Huetti.4878.nuc comp17225_c0_seq10_m.18984
Mannua_Huetti.4879.nuc comp17225_c0_seq22_m.19002
Mannua_Huetti.488.nuc comp10937_c0_seq1_m.5123
Mannua_Huetti.4880.nuc comp17225_c0_seq2_m.18987
Mannua_Huetti.4881.nuc comp17225_c0_seq4_m.18982
Mannua_Huetti.4882.nuc comp17225_c0_seq5_m.18983
Mannua_Huetti.4883.nuc comp17226_c0_seq1_m.25202
Mannua_Huetti.4884.nuc comp17227_c0_seq1_m.9431
Mannua_Huetti.4885.nuc comp17228_c0_seq1_m.9433
Mannua_Huetti.4886.nuc comp17229_c0_seq1_m.34376
Mannua_Huetti.4887.nuc comp17230_c0_seq1_m.32663
Mannua_Huetti.4888.nuc comp17230_c0_seq1_m.32664
Mannua_Huetti.4889.nuc comp17231_c0_seq1_m.9434
Mannua_Huetti.489.nuc comp10938_c0_seq1_m.5125
Mannua_Huetti.4890.nuc comp17234_c0_seq1_m.26827
Mannua_Huetti.4891.nuc comp17235_c0_seq1_m.9438
Mannua_Huetti.4892.nuc comp17236_c0_seq1_m.37816
Mannua_Huetti.4893.nuc comp17237_c0_seq1_m.33812
Mannua_Huetti.4894.nuc comp17238_c0_seq1_m.9439
Mannua_Huetti.4895.nuc comp17239_c0_seq1_m.9440
Mannua_Huetti.4896.nuc comp17240_c0_seq1_m.9442
Mannua_Huetti.4897.nuc comp17241_c0_seq1_m.9443
Mannua_Huetti.4898.nuc comp17242_c0_seq1_m.18901
Mannua_Huetti.4899.nuc comp17243_c0_seq3_m.21478
Mannua_Huetti.49.nuc comp10101_c0_seq1_m.4561
Mannua_Huetti.490.nuc comp10939_c0_seq1_m.5126
Mannua_Huetti.4900.nuc comp17244_c0_seq1_m.9445
Mannua_Huetti.4901.nuc comp17245_c0_seq1_m.33758
Mannua_Huetti.4902.nuc comp17245_c0_seq3_m.33761
Mannua_Huetti.4903.nuc comp17246_c0_seq1_m.37053
Mannua_Huetti.4904.nuc comp17248_c0_seq1_m.23648
Mannua_Huetti.4905.nuc comp17249_c0_seq1_m.9446
Mannua_Huetti.4906.nuc comp17250_c0_seq1_m.17981
Mannua_Huetti.4907.nuc comp17251_c0_seq1_m.17960
Mannua_Huetti.4908.nuc comp17252_c0_seq1_m.9448
Mannua_Huetti.4909.nuc comp17253_c0_seq1_m.35001
Mannua_Huetti.491.nuc comp10941_c0_seq1_m.5130
Mannua_Huetti.4910.nuc comp17254_c1_seq1_m.36002
Mannua_Huetti.4911.nuc comp17255_c0_seq1_m.19778
Mannua_Huetti.4912.nuc comp17256_c0_seq1_m.9449
Mannua_Huetti.4913.nuc comp17257_c0_seq1_m.37895
Mannua_Huetti.4914.nuc comp17258_c0_seq1_m.20361
Mannua_Huetti.4915.nuc comp17258_c0_seq1_m.20362
Mannua_Huetti.4916.nuc comp17259_c0_seq1_m.33179
Mannua_Huetti.4917.nuc comp17261_c0_seq1_m.9450
Mannua_Huetti.4918.nuc comp17262_c0_seq1_m.18342
Mannua_Huetti.4919.nuc comp17263_c0_seq1_m.9451
Mannua_Huetti.492.nuc comp10944_c0_seq1_m.5131
Mannua_Huetti.4920.nuc comp17264_c0_seq1_m.29328
Mannua_Huetti.4921.nuc comp17266_c0_seq1_m.9454
Mannua_Huetti.4922.nuc comp17267_c0_seq1_m.9455
Mannua_Huetti.4923.nuc comp17268_c0_seq1_m.20072
Mannua_Huetti.4924.nuc comp17270_c0_seq1_m.9457
Mannua_Huetti.4925.nuc comp17271_c0_seq1_m.9458
Mannua_Huetti.4926.nuc comp17272_c0_seq1_m.9459
Mannua_Huetti.4927.nuc comp17273_c0_seq1_m.9460
Mannua_Huetti.4928.nuc comp17274_c0_seq1_m.9461
Mannua_Huetti.4929.nuc comp17275_c0_seq3_m.33500
Mannua_Huetti.493.nuc comp10946_c0_seq1_m.5135
Mannua_Huetti.4930.nuc comp17275_c0_seq5_m.33503
Mannua_Huetti.4931.nuc comp17277_c0_seq1_m.9462
Mannua_Huetti.4932.nuc comp17281_c0_seq1_m.32842
Mannua_Huetti.4933.nuc comp17282_c0_seq1_m.33523
Mannua_Huetti.4934.nuc comp17283_c0_seq1_m.17570
Mannua_Huetti.4935.nuc comp17284_c0_seq1_m.23339
Mannua_Huetti.4936.nuc comp17285_c0_seq1_m.9465
Mannua_Huetti.4937.nuc comp17287_c0_seq3_m.28721
Mannua_Huetti.4938.nuc comp17288_c0_seq1_m.9466
Mannua_Huetti.4939.nuc comp17289_c0_seq1_m.22530
Mannua_Huetti.494.nuc comp10948_c0_seq1_m.5136
Mannua_Huetti.4940.nuc comp17290_c0_seq1_m.19502
Mannua_Huetti.4941.nuc comp17291_c0_seq1_m.23586
Mannua_Huetti.4942.nuc comp17292_c0_seq1_m.9467
Mannua_Huetti.4943.nuc comp17293_c0_seq1_m.9469
Mannua_Huetti.4944.nuc comp17294_c0_seq1_m.9470
Mannua_Huetti.4945.nuc comp17295_c0_seq1_m.18866
Mannua_Huetti.4946.nuc comp17295_c0_seq3_m.18869
Mannua_Huetti.4947.nuc comp17296_c0_seq1_m.16983
Mannua_Huetti.4948.nuc comp17297_c0_seq1_m.16730
Mannua_Huetti.4949.nuc comp17298_c0_seq1_m.20820
Mannua_Huetti.495.nuc comp10949_c0_seq1_m.5137
Mannua_Huetti.4950.nuc comp17299_c0_seq1_m.9471
Mannua_Huetti.4951.nuc comp17301_c0_seq1_m.9473
Mannua_Huetti.4952.nuc comp17302_c0_seq1_m.36296
Mannua_Huetti.4953.nuc comp17303_c0_seq1_m.9474
Mannua_Huetti.4954.nuc comp17304_c0_seq1_m.26042
Mannua_Huetti.4955.nuc comp17306_c0_seq1_m.9476
Mannua_Huetti.4956.nuc comp17308_c0_seq5_m.17519
Mannua_Huetti.4957.nuc comp17309_c0_seq1_m.9479
Mannua_Huetti.4958.nuc comp17310_c0_seq5_m.33486
Mannua_Huetti.4959.nuc comp17311_c0_seq1_m.9482
Mannua_Huetti.496.nuc comp10951_c0_seq1_m.5138
Mannua_Huetti.4960.nuc comp17312_c0_seq1_m.9483
Mannua_Huetti.4961.nuc comp17313_c0_seq1_m.9485
Mannua_Huetti.4962.nuc comp17314_c0_seq1_m.36842
Mannua_Huetti.4963.nuc comp17317_c0_seq1_m.9489
Mannua_Huetti.4964.nuc comp17318_c0_seq1_m.9491
Mannua_Huetti.4965.nuc comp17321_c1_seq1_m.26264
Mannua_Huetti.4966.nuc comp17323_c0_seq1_m.9493
Mannua_Huetti.4967.nuc comp17324_c0_seq1_m.20288
Mannua_Huetti.4968.nuc comp17325_c0_seq1_m.9494
Mannua_Huetti.4969.nuc comp17327_c0_seq2_m.17855
Mannua_Huetti.497.nuc comp10952_c0_seq1_m.16893
Mannua_Huetti.4970.nuc comp17327_c0_seq3_m.17853
Mannua_Huetti.4971.nuc comp17328_c0_seq1_m.9495
Mannua_Huetti.4972.nuc comp17329_c0_seq1_m.22186
Mannua_Huetti.4973.nuc comp1732_c0_seq1_m.409
Mannua_Huetti.4974.nuc comp17330_c0_seq1_m.34664
Mannua_Huetti.4975.nuc comp17333_c0_seq1_m.9496
Mannua_Huetti.4976.nuc comp17337_c0_seq1_m.23419
Mannua_Huetti.4977.nuc comp17337_c0_seq2_m.23417
Mannua_Huetti.4978.nuc comp17339_c0_seq1_m.9499
Mannua_Huetti.4979.nuc comp17340_c0_seq1_m.29180
Mannua_Huetti.498.nuc comp10953_c0_seq1_m.5140
Mannua_Huetti.4980.nuc comp17341_c0_seq1_m.31086
Mannua_Huetti.4981.nuc comp17342_c0_seq1_m.9500
Mannua_Huetti.4982.nuc comp17343_c0_seq1_m.9501
Mannua_Huetti.4983.nuc comp17344_c0_seq2_m.26581
Mannua_Huetti.4984.nuc comp17345_c0_seq1_m.9502
Mannua_Huetti.4985.nuc comp17347_c0_seq2_m.15321
Mannua_Huetti.4986.nuc comp17349_c0_seq1_m.37292
Mannua_Huetti.4987.nuc comp17350_c0_seq1_m.29936
Mannua_Huetti.4988.nuc comp17351_c0_seq1_m.9505
Mannua_Huetti.4989.nuc comp17352_c0_seq1_m.9507
Mannua_Huetti.499.nuc comp10955_c0_seq1_m.5141
Mannua_Huetti.4990.nuc comp17353_c0_seq1_m.9508
Mannua_Huetti.4991.nuc comp17355_c0_seq1_m.36422
Mannua_Huetti.4992.nuc comp17356_c0_seq1_m.9514
Mannua_Huetti.4993.nuc comp17358_c1_seq1_m.29736
Mannua_Huetti.4994.nuc comp17359_c0_seq1_m.9515
Mannua_Huetti.4995.nuc comp17360_c1_seq2_m.29222
Mannua_Huetti.4996.nuc comp17361_c0_seq2_m.35787
Mannua_Huetti.4997.nuc comp17362_c0_seq1_m.9516
Mannua_Huetti.4998.nuc comp17363_c0_seq1_m.33893
Mannua_Huetti.4999.nuc comp17366_c0_seq1_m.9517
Mannua_Huetti.5.nuc comp10010_c0_seq1_m.36526
Mannua_Huetti.50.nuc comp10103_c0_seq1_m.4562
Mannua_Huetti.500.nuc comp10956_c0_seq1_m.35391
Mannua_Huetti.5000.nuc comp17367_c0_seq1_m.9519
Mannua_Huetti.5001.nuc comp17368_c0_seq1_m.28437
Mannua_Huetti.5002.nuc comp17370_c1_seq1_m.36993
Mannua_Huetti.5003.nuc comp17371_c0_seq1_m.25757
Mannua_Huetti.5004.nuc comp17372_c0_seq1_m.9521
Mannua_Huetti.5005.nuc comp17374_c0_seq1_m.33937
Mannua_Huetti.5006.nuc comp17375_c0_seq3_m.16628
Mannua_Huetti.5007.nuc comp17376_c0_seq1_m.9522
Mannua_Huetti.5008.nuc comp17377_c0_seq1_m.9524
Mannua_Huetti.5009.nuc comp17378_c0_seq1_m.16908
Mannua_Huetti.501.nuc comp10959_c0_seq1_m.5143
Mannua_Huetti.5010.nuc comp17380_c0_seq1_m.9526
Mannua_Huetti.5011.nuc comp17382_c0_seq1_m.18528
Mannua_Huetti.5012.nuc comp17384_c0_seq1_m.9527
Mannua_Huetti.5013.nuc comp17385_c0_seq1_m.9528
Mannua_Huetti.5014.nuc comp17386_c0_seq1_m.9529
Mannua_Huetti.5015.nuc comp17387_c0_seq1_m.9531
Mannua_Huetti.5016.nuc comp17388_c0_seq2_m.17412
Mannua_Huetti.5017.nuc comp17389_c0_seq1_m.9533
Mannua_Huetti.5018.nuc comp17390_c0_seq1_m.38275
Mannua_Huetti.5019.nuc comp17392_c0_seq1_m.9536
Mannua_Huetti.502.nuc comp10960_c0_seq1_m.5145
Mannua_Huetti.5020.nuc comp17393_c0_seq1_m.9537
Mannua_Huetti.5021.nuc comp17394_c0_seq1_m.17724
Mannua_Huetti.5022.nuc comp17395_c0_seq1_m.9538
Mannua_Huetti.5023.nuc comp17397_c0_seq1_m.9539
Mannua_Huetti.5024.nuc comp17398_c0_seq4_m.34736
Mannua_Huetti.5025.nuc comp17399_c0_seq1_m.25360
Mannua_Huetti.5026.nuc comp17401_c0_seq1_m.9540
Mannua_Huetti.5027.nuc comp17403_c0_seq2_m.25155
Mannua_Huetti.5028.nuc comp17404_c0_seq1_m.24431
Mannua_Huetti.5029.nuc comp17406_c0_seq1_m.36694
Mannua_Huetti.503.nuc comp10962_c0_seq1_m.28709
Mannua_Huetti.5030.nuc comp17406_c1_seq1_m.36695
Mannua_Huetti.5031.nuc comp17407_c0_seq1_m.9543
Mannua_Huetti.5032.nuc comp17408_c0_seq1_m.9544
Mannua_Huetti.5033.nuc comp17409_c0_seq1_m.33194
Mannua_Huetti.5034.nuc comp17410_c0_seq2_m.33539
Mannua_Huetti.5035.nuc comp17414_c0_seq1_m.9545
Mannua_Huetti.5036.nuc comp17415_c0_seq1_m.9546
Mannua_Huetti.5037.nuc comp17416_c0_seq1_m.9547
Mannua_Huetti.5038.nuc comp17417_c0_seq1_m.9550
Mannua_Huetti.5039.nuc comp17418_c0_seq2_m.23948
Mannua_Huetti.504.nuc comp10963_c0_seq1_m.35382
Mannua_Huetti.5040.nuc comp17420_c0_seq1_m.9552
Mannua_Huetti.5041.nuc comp17421_c0_seq1_m.9553
Mannua_Huetti.5042.nuc comp17422_c0_seq1_m.32165
Mannua_Huetti.5043.nuc comp17424_c0_seq1_m.9554
Mannua_Huetti.5044.nuc comp17426_c0_seq1_m.35114
Mannua_Huetti.5045.nuc comp17427_c0_seq1_m.24929
Mannua_Huetti.5046.nuc comp17427_c0_seq1_m.24930
Mannua_Huetti.5047.nuc comp17428_c0_seq1_m.24485
Mannua_Huetti.5048.nuc comp17428_c1_seq1_m.24486
Mannua_Huetti.5049.nuc comp17429_c0_seq1_m.9555
Mannua_Huetti.505.nuc comp10967_c0_seq1_m.5149
Mannua_Huetti.5050.nuc comp17432_c0_seq1_m.21978
Mannua_Huetti.5051.nuc comp17436_c0_seq1_m.18822
Mannua_Huetti.5052.nuc comp17437_c0_seq1_m.9560
Mannua_Huetti.5053.nuc comp17438_c0_seq1_m.19614
Mannua_Huetti.5054.nuc comp17439_c1_seq1_m.20192
Mannua_Huetti.5055.nuc comp17442_c0_seq1_m.9562
Mannua_Huetti.5056.nuc comp17443_c0_seq1_m.9564
Mannua_Huetti.5057.nuc comp17443_c0_seq1_m.9565
Mannua_Huetti.5058.nuc comp17444_c0_seq1_m.9569
Mannua_Huetti.5059.nuc comp17445_c1_seq2_m.22988
Mannua_Huetti.506.nuc comp10968_c0_seq1_m.5150
Mannua_Huetti.5060.nuc comp17446_c0_seq1_m.16986
Mannua_Huetti.5061.nuc comp17447_c0_seq1_m.31114
Mannua_Huetti.5062.nuc comp17448_c0_seq1_m.19938
Mannua_Huetti.5063.nuc comp17448_c0_seq2_m.19936
Mannua_Huetti.5064.nuc comp17451_c0_seq1_m.9570
Mannua_Huetti.5065.nuc comp17452_c2_seq1_m.17000
Mannua_Huetti.5066.nuc comp17453_c0_seq1_m.9571
Mannua_Huetti.5067.nuc comp17454_c0_seq1_m.9574
Mannua_Huetti.5068.nuc comp17455_c1_seq1_m.28471
Mannua_Huetti.5069.nuc comp17456_c0_seq2_m.23875
Mannua_Huetti.507.nuc comp10969_c0_seq1_m.5151
Mannua_Huetti.5070.nuc comp17456_c0_seq3_m.23876
Mannua_Huetti.5071.nuc comp17457_c1_seq1_m.27631
Mannua_Huetti.5072.nuc comp17459_c0_seq1_m.9575
Mannua_Huetti.5073.nuc comp17460_c0_seq1_m.9577
Mannua_Huetti.5074.nuc comp17461_c0_seq1_m.9578
Mannua_Huetti.5075.nuc comp17463_c0_seq1_m.9580
Mannua_Huetti.5076.nuc comp17464_c0_seq1_m.26512
Mannua_Huetti.5077.nuc comp17465_c0_seq1_m.27071
Mannua_Huetti.5078.nuc comp17466_c0_seq1_m.23004
Mannua_Huetti.5079.nuc comp17467_c0_seq1_m.9581
Mannua_Huetti.508.nuc comp10972_c0_seq1_m.5156
Mannua_Huetti.5080.nuc comp17468_c0_seq1_m.9584
Mannua_Huetti.5081.nuc comp17469_c0_seq1_m.9586
Mannua_Huetti.5082.nuc comp17470_c0_seq2_m.30785
Mannua_Huetti.5083.nuc comp17472_c0_seq1_m.9587
Mannua_Huetti.5084.nuc comp17474_c0_seq1_m.9591
Mannua_Huetti.5085.nuc comp17475_c0_seq1_m.9592
Mannua_Huetti.5086.nuc comp17476_c0_seq1_m.25732
Mannua_Huetti.5087.nuc comp17477_c0_seq1_m.21683
Mannua_Huetti.5088.nuc comp17479_c0_seq1_m.9594
Mannua_Huetti.5089.nuc comp17480_c0_seq1_m.36630
Mannua_Huetti.509.nuc comp10973_c0_seq1_m.5157
Mannua_Huetti.5090.nuc comp17480_c0_seq8_m.36642
Mannua_Huetti.5091.nuc comp17481_c0_seq1_m.28989
Mannua_Huetti.5092.nuc comp17483_c0_seq1_m.9595
Mannua_Huetti.5093.nuc comp17484_c0_seq1_m.32852
Mannua_Huetti.5094.nuc comp17485_c0_seq1_m.18361
Mannua_Huetti.5095.nuc comp17486_c0_seq2_m.18152
Mannua_Huetti.5096.nuc comp17486_c0_seq4_m.18157
Mannua_Huetti.5097.nuc comp17487_c0_seq1_m.9598
Mannua_Huetti.5098.nuc comp17489_c0_seq1_m.9602
Mannua_Huetti.5099.nuc comp17490_c0_seq1_m.9603
Mannua_Huetti.51.nuc comp10105_c0_seq1_m.4563
Mannua_Huetti.510.nuc comp10975_c0_seq5_m.17859
Mannua_Huetti.5100.nuc comp17491_c0_seq1_m.9604
Mannua_Huetti.5101.nuc comp17492_c0_seq1_m.38127
Mannua_Huetti.5102.nuc comp17492_c1_seq2_m.38131
Mannua_Huetti.5103.nuc comp17493_c0_seq1_m.34660
Mannua_Huetti.5104.nuc comp17495_c0_seq1_m.21925
Mannua_Huetti.5105.nuc comp17496_c0_seq1_m.34276
Mannua_Huetti.5106.nuc comp17499_c0_seq1_m.9607
Mannua_Huetti.5107.nuc comp17502_c0_seq1_m.23583
Mannua_Huetti.5108.nuc comp17503_c0_seq2_m.19671
Mannua_Huetti.5109.nuc comp17505_c0_seq1_m.26500
Mannua_Huetti.511.nuc comp10976_c0_seq1_m.5159
Mannua_Huetti.5110.nuc comp17508_c0_seq1_m.30806
Mannua_Huetti.5111.nuc comp17510_c0_seq2_m.35968
Mannua_Huetti.5112.nuc comp17514_c0_seq1_m.26179
Mannua_Huetti.5113.nuc comp17515_c1_seq1_m.16093
Mannua_Huetti.5114.nuc comp17516_c0_seq1_m.9613
Mannua_Huetti.5115.nuc comp17517_c0_seq1_m.33852
Mannua_Huetti.5116.nuc comp17518_c0_seq1_m.9614
Mannua_Huetti.5117.nuc comp17519_c0_seq3_m.29602
Mannua_Huetti.5118.nuc comp17521_c0_seq1_m.21046
Mannua_Huetti.5119.nuc comp17522_c0_seq1_m.9617
Mannua_Huetti.512.nuc comp10977_c0_seq3_m.26064
Mannua_Huetti.5120.nuc comp17523_c0_seq1_m.9618
Mannua_Huetti.5121.nuc comp17525_c0_seq1_m.20926
Mannua_Huetti.5122.nuc comp17528_c0_seq1_m.9619
Mannua_Huetti.5123.nuc comp17529_c0_seq1_m.25227
Mannua_Huetti.5124.nuc comp17529_c0_seq2_m.25226
Mannua_Huetti.5125.nuc comp17530_c0_seq1_m.9620
Mannua_Huetti.5126.nuc comp17531_c0_seq1_m.23957
Mannua_Huetti.5127.nuc comp17532_c0_seq3_m.26960
Mannua_Huetti.5128.nuc comp17533_c0_seq1_m.38666
Mannua_Huetti.5129.nuc comp17536_c0_seq1_m.29037
Mannua_Huetti.513.nuc comp10979_c0_seq1_m.20203
Mannua_Huetti.5130.nuc comp175381_c0_seq1_m.14494
Mannua_Huetti.5131.nuc comp17538_c0_seq3_m.18511
Mannua_Huetti.5132.nuc comp17540_c0_seq7_m.23703
Mannua_Huetti.5133.nuc comp17541_c0_seq1_m.26300
Mannua_Huetti.5134.nuc comp17542_c0_seq1_m.17414
Mannua_Huetti.5135.nuc comp17543_c0_seq1_m.9622
Mannua_Huetti.5136.nuc comp17544_c0_seq1_m.16815
Mannua_Huetti.5137.nuc comp17546_c0_seq3_m.29829
Mannua_Huetti.5138.nuc comp17550_c0_seq1_m.9624
Mannua_Huetti.5139.nuc comp17551_c0_seq1_m.35561
Mannua_Huetti.514.nuc comp10982_c0_seq1_m.23090
Mannua_Huetti.5140.nuc comp17552_c0_seq1_m.9626
Mannua_Huetti.5141.nuc comp17554_c0_seq1_m.36231
Mannua_Huetti.5142.nuc comp17554_c2_seq2_m.36233
Mannua_Huetti.5143.nuc comp17555_c0_seq1_m.9630
Mannua_Huetti.5144.nuc comp17556_c0_seq1_m.23214
Mannua_Huetti.5145.nuc comp17557_c0_seq13_m.23250
Mannua_Huetti.5146.nuc comp17558_c0_seq1_m.9632
Mannua_Huetti.5147.nuc comp17559_c0_seq1_m.9634
Mannua_Huetti.5148.nuc comp17559_c0_seq1_m.9635
Mannua_Huetti.5149.nuc comp17560_c0_seq1_m.9636
Mannua_Huetti.515.nuc comp10989_c0_seq1_m.5164
Mannua_Huetti.5150.nuc comp17561_c0_seq1_m.27876
Mannua_Huetti.5151.nuc comp17562_c0_seq1_m.36469
Mannua_Huetti.5152.nuc comp17564_c0_seq1_m.9638
Mannua_Huetti.5153.nuc comp17566_c1_seq1_m.17295
Mannua_Huetti.5154.nuc comp17567_c0_seq1_m.9639
Mannua_Huetti.5155.nuc comp17568_c0_seq1_m.27129
Mannua_Huetti.5156.nuc comp17570_c1_seq1_m.17902
Mannua_Huetti.5157.nuc comp17571_c0_seq1_m.24333
Mannua_Huetti.5158.nuc comp17573_c0_seq2_m.27754
Mannua_Huetti.5159.nuc comp17575_c0_seq1_m.36935
Mannua_Huetti.516.nuc comp109902_c0_seq1_m.13100
Mannua_Huetti.5160.nuc comp17576_c0_seq1_m.26026
Mannua_Huetti.5161.nuc comp17578_c0_seq1_m.18340
Mannua_Huetti.5162.nuc comp17579_c0_seq1_m.9642
Mannua_Huetti.5163.nuc comp17580_c0_seq8_m.16988
Mannua_Huetti.5164.nuc comp17581_c0_seq1_m.9643
