CHROM	sites	length	PI
comp17587_c0_seq1_m.9645	37	1560	0.0237179487179487
comp17588_c0_seq1_m.9647	5	1545	0.00323624595469256
comp17588_c0_seq1_m.9648	3	444	0.00675675675675676
comp17589_c0_seq1_m.37542	31	1941	0.0159711488923235
comp17590_c2_seq1_m.29541	13	1824	0.00712719298245614
comp17590_c2_seq1_m.29542	5	1761	0.00283929585462805
comp17590_c2_seq1_m.29543	1	312	0.00320512820512821
comp17591_c0_seq1_m.17093	16	1476	0.010840108401084
comp17592_c0_seq1_m.21242	2	540	0.0037037037037037
comp17592_c1_seq1_m.21243	2	3321	0.000602228244504667
comp17592_c1_seq1_m.21244	19	1839	0.010331702011963
comp17593_c0_seq1_m.31211	5	1467	0.00340831629175187
comp17594_c0_seq1_m.30452	10	1656	0.00603864734299517
comp17595_c0_seq2_m.16926	0	1449	0
comp17596_c0_seq2_m.32485	2	1188	0.00168350168350168
comp17596_c0_seq3_m.32480	2	1029	0.00194363459669582
comp17597_c0_seq1_m.39172	2	1503	0.00133067198935462
comp17598_c0_seq1_m.16586	41	705	0.0581560283687943
comp17599_c0_seq1_m.9649	0	1365	0
comp17599_c0_seq1_m.9650	1	603	0.00165837479270315
comp17599_c0_seq1_m.9651	0	432	0
comp17600_c0_seq1_m.9652	43	1737	0.02475532527346
comp17601_c0_seq5_m.32773	8	489	0.016359918200409
comp17602_c0_seq1_m.19862	2	1287	0.00155400155400155
comp17602_c0_seq2_m.19861	0	507	0
comp17603_c1_seq1_m.25225	0	888	0
comp17604_c0_seq1_m.18520	7	414	0.0169082125603865
comp17604_c1_seq1_m.18521	24	1536	0.015625
comp17606_c0_seq1_m.9653	15	2526	0.00593824228028504
comp17607_c0_seq1_m.30081	15	1143	0.0131233595800525
comp17607_c0_seq1_m.30082	26	1098	0.0236794171220401
comp17608_c0_seq1_m.26050	4	1296	0.00308641975308642
comp17608_c0_seq2_m.26051	3	1227	0.00244498777506112
comp17609_c0_seq1_m.9655	6	1590	0.00377358490566038
comp17610_c0_seq1_m.9656	13	1452	0.00895316804407714
comp17611_c1_seq2_m.22845	4	2034	0.00196656833824975
comp17612_c0_seq1_m.28875	18	1323	0.0136054421768707
comp17613_c0_seq1_m.9657	0	1566	0
comp17614_c0_seq1_m.9658	6	1791	0.0033500837520938
comp17615_c0_seq10_m.20031	1	819	0.00122100122100122
comp17615_c0_seq12_m.20029	3	444	0.00675675675675676
comp17616_c0_seq1_m.18227	9	972	0.00925925925925926
comp17616_c0_seq1_m.18228	6	567	0.0105820105820106
comp17616_c0_seq2_m.18229	15	1470	0.0102040816326531
comp17617_c0_seq1_m.9661	23	2151	0.0106927010692701
comp17618_c0_seq1_m.9662	28	1479	0.0189317106152806
comp17619_c0_seq1_m.38991	33	804	0.041044776119403
comp17619_c0_seq2_m.38992	8	330	0.0242424242424242
comp17620_c0_seq1_m.17092	0	1326	0
comp17621_c0_seq1_m.32250	22	2280	0.00964912280701754
comp17622_c0_seq2_m.18381	1	2469	0.000405022276225192
comp17623_c0_seq1_m.22596	33	969	0.0340557275541796
comp17624_c0_seq1_m.20514	6	3552	0.00168918918918919
comp17625_c0_seq1_m.9663	19	1506	0.0126162018592297
comp17626_c0_seq1_m.38359	2	564	0.00354609929078014
comp17626_c1_seq1_m.38358	10	804	0.0124378109452736
comp17627_c0_seq1_m.9664	1	981	0.00101936799184506
comp17628_c0_seq2_m.26876	0	705	0
comp17630_c0_seq1_m.9666	0	1608	0
comp17631_c0_seq1_m.9667	22	1134	0.0194003527336861
comp17632_c0_seq1_m.17349	8	1368	0.00584795321637427
comp17633_c0_seq1_m.9668	0	1500	0
comp17634_c0_seq1_m.9669	27	2733	0.00987925356750823
comp17635_c0_seq1_m.9671	22	1857	0.0118470651588584
comp17637_c0_seq4_m.18270	33	1833	0.0180032733224223
comp17638_c0_seq1_m.9672	8	1827	0.00437876299945265
comp17639_c0_seq1_m.23954	5	495	0.0101010101010101
comp17639_c0_seq1_m.23955	1	348	0.0028735632183908
comp17639_c1_seq1_m.23956	5	828	0.00603864734299517
comp17640_c0_seq1_m.9673	1	774	0.00129198966408269
comp17641_c0_seq1_m.9674	14	1839	0.00761283306144644
comp17642_c0_seq1_m.23903	1	384	0.00260416666666667
comp17642_c0_seq1_m.23904	2	327	0.00611620795107034
comp17642_c0_seq3_m.23905	3	627	0.00478468899521531
comp17642_c1_seq2_m.23909	8	1158	0.00690846286701209
comp17643_c0_seq1_m.9676	0	2592	0
comp17644_c0_seq1_m.9677	30	1791	0.016750418760469
comp17645_c0_seq1_m.25212	4	1773	0.00225606316976875
comp17646_c0_seq1_m.9678	10	1956	0.00511247443762781
comp17647_c0_seq2_m.30373	7	2136	0.00327715355805243
comp17648_c0_seq3_m.36932	0	1380	0
comp17649_c0_seq1_m.29548	0	1905	0
comp17650_c0_seq1_m.38290	19	1158	0.0164075993091537
comp17650_c0_seq2_m.38292	20	1320	0.0151515151515152
comp17651_c0_seq1_m.9679	7	1587	0.00441083805923125
comp17652_c0_seq1_m.36153	1	5511	0.000181455271275631
comp17653_c0_seq1_m.9680	30	1533	0.0195694716242661
comp17654_c0_seq2_m.37226	5	444	0.0112612612612613
comp17655_c0_seq1_m.9681	20	4368	0.00457875457875458
comp17655_c0_seq1_m.9682	13	1041	0.0124879923150817
comp17657_c0_seq7_m.28780	0	1731	0
comp17658_c0_seq1_m.9686	16	1944	0.00823045267489712
comp17658_c0_seq1_m.9687	2	423	0.00472813238770686
comp17659_c0_seq1_m.9688	22	2610	0.00842911877394636
comp176615_c0_seq1_m.14506	0	471	0
comp17661_c0_seq1_m.9689	21	1200	0.0175
comp17661_c0_seq1_m.9690	1	468	0.00213675213675214
comp17662_c0_seq3_m.34607	0	6306	0
comp17665_c0_seq1_m.22708	2	1686	0.00118623962040332
comp17665_c0_seq2_m.22709	0	852	0
comp17667_c0_seq1_m.9691	18	1413	0.0127388535031847
comp17668_c0_seq1_m.9692	28	1767	0.0158460667798529
comp17670_c0_seq1_m.9694	13	1689	0.00769686204854944
comp17671_c0_seq1_m.15986	0	2238	0
comp17672_c0_seq1_m.20574	20	1227	0.0162999185004075
comp17672_c0_seq3_m.20578	84	1113	0.0754716981132075
comp17672_c0_seq4_m.20579	7	594	0.0117845117845118
comp17672_c0_seq5_m.20573	25	585	0.0427350427350427
comp17673_c0_seq5_m.16216	0	1611	0
comp17673_c0_seq6_m.16211	2	1020	0.00196078431372549
comp17673_c0_seq8_m.16212	9	1140	0.00789473684210526
comp17675_c0_seq1_m.29089	12	585	0.0205128205128205
comp17675_c0_seq1_m.29090	4	423	0.00945626477541371
comp17675_c0_seq4_m.29091	0	393	0
comp17676_c0_seq1_m.9695	13	2301	0.00564971751412429
comp17677_c0_seq1_m.15281	0	1788	0
comp17678_c0_seq1_m.38224	1	747	0.00133868808567604
comp17678_c0_seq1_m.38225	0	723	0
comp176794_c0_seq1_m.14507	2	426	0.00469483568075117
comp17679_c0_seq1_m.9696	32	996	0.0321285140562249
comp176806_c0_seq1_m.14508	0	429	0
comp17680_c0_seq1_m.9697	15	1533	0.00978473581213307
comp17681_c0_seq1_m.9698	4	1737	0.0023028209556707
comp17682_c0_seq1_m.9700	15	1041	0.0144092219020173
comp17683_c0_seq3_m.36745	4	735	0.0054421768707483
comp17685_c0_seq2_m.19805	2	2127	0.000940291490362012
comp17686_c0_seq1_m.9701	33	1041	0.031700288184438
comp17689_c0_seq1_m.9702	0	1308	0
comp17690_c0_seq1_m.18164	15	1665	0.00900900900900901
comp17691_c0_seq1_m.23878	1	1245	0.000803212851405623
comp17692_c0_seq1_m.9703	21	2073	0.0101302460202605
comp17693_c0_seq1_m.9704	74	2298	0.0322019147084421
comp17694_c0_seq1_m.9705	13	1467	0.00886162235855487
comp17696_c0_seq1_m.23354	10	1086	0.00920810313075507
comp17696_c0_seq2_m.23355	0	1089	0
comp17696_c0_seq3_m.23356	14	1080	0.012962962962963
comp17697_c0_seq1_m.26095	2	1080	0.00185185185185185
comp17697_c0_seq3_m.26096	1	1590	0.000628930817610063
comp17697_c0_seq3_m.26097	4	393	0.0101781170483461
comp17697_c0_seq6_m.26099	0	837	0
comp17698_c0_seq1_m.9706	34	2238	0.0151921358355675
comp17699_c0_seq1_m.9707	25	3438	0.0072716695753345
comp17700_c0_seq1_m.9710	12	2475	0.00484848484848485
comp17702_c0_seq1_m.9712	17	867	0.0196078431372549
comp17703_c0_seq1_m.9713	7	1629	0.00429711479435236
comp17704_c0_seq1_m.9715	13	1548	0.00839793281653747
comp177056_c0_seq1_m.14509	0	405	0
comp17705_c0_seq1_m.23747	0	3768	0
comp17707_c0_seq10_m.31312	2	669	0.00298953662182362
comp17707_c0_seq1_m.31305	9	1425	0.00631578947368421
comp17707_c0_seq6_m.31316	0	990	0
comp17708_c0_seq1_m.9716	16	810	0.0197530864197531
comp17709_c0_seq1_m.9717	20	2514	0.00795544948289578
comp17710_c0_seq2_m.32327	5	1329	0.00376222723852521
comp17711_c0_seq1_m.9719	8	1170	0.00683760683760684
comp17711_c0_seq1_m.9721	1	309	0.00323624595469256
comp177122_c0_seq1_m.14510	1	690	0.00144927536231884
comp17714_c0_seq1_m.25820	11	1134	0.00970017636684303
comp17715_c0_seq1_m.9722	9	1089	0.00826446280991736
comp17715_c0_seq1_m.9723	5	981	0.00509683995922528
comp17715_c0_seq1_m.9724	7	558	0.0125448028673835
comp177162_c0_seq1_m.14511	0	309	0
comp17716_c0_seq1_m.36078	0	3138	0
comp17717_c0_seq1_m.27344	4	1173	0.00341005967604433
comp17717_c0_seq1_m.27345	1	411	0.0024330900243309
comp17718_c0_seq2_m.29241	38	3084	0.0123216601815824
comp17718_c0_seq2_m.29242	9	2067	0.00435413642960813
comp17720_c0_seq1_m.32965	0	399	0
comp17721_c0_seq1_m.34910	9	699	0.0128755364806867
comp177224_c0_seq1_m.14512	0	444	0
comp17722_c0_seq1_m.9727	16	1932	0.0082815734989648
comp17724_c0_seq1_m.9728	20	2133	0.00937646507266761
comp17725_c0_seq1_m.9729	8	786	0.0101781170483461
comp17726_c0_seq1_m.16571	3	1197	0.0025062656641604
comp17726_c0_seq3_m.16572	1	1197	0.000835421888053467
comp17727_c0_seq1_m.9730	32	1599	0.0200125078173859
comp17728_c0_seq1_m.34686	6	2559	0.00234466588511137
comp17728_c0_seq1_m.34687	0	468	0
comp17729_c0_seq1_m.9731	11	1248	0.00881410256410256
comp17731_c0_seq4_m.34588	0	975	0
comp17732_c0_seq1_m.9732	12	3039	0.00394866732477789
comp17732_c0_seq1_m.9733	1	357	0.00280112044817927
comp17733_c0_seq1_m.9734	8	1896	0.00421940928270042
comp17733_c0_seq1_m.9735	2	321	0.00623052959501558
comp17734_c0_seq1_m.36297	0	1176	0
comp17734_c0_seq1_m.36298	0	1017	0
comp17735_c0_seq1_m.30292	7	1716	0.00407925407925408
comp17735_c0_seq2_m.30294	1	672	0.00148809523809524
comp17735_c1_seq1_m.30296	7	327	0.0214067278287462
comp17736_c0_seq1_m.9736	0	1608	0
comp17737_c0_seq1_m.24805	0	1104	0
comp17737_c0_seq3_m.24807	1	738	0.0013550135501355
comp17738_c0_seq1_m.23332	8	702	0.0113960113960114
comp17739_c0_seq1_m.19547	2	1542	0.0012970168612192
comp17739_c0_seq4_m.19549	9	1545	0.0058252427184466
comp17739_c0_seq6_m.19550	0	408	0
comp17740_c0_seq1_m.36665	26	1431	0.0181691125087351
comp17741_c0_seq1_m.21040	0	1164	0
comp17742_c0_seq1_m.9737	1	3465	0.000288600288600289
comp17743_c0_seq3_m.29363	0	567	0
comp17744_c0_seq1_m.9738	0	1137	0
comp17745_c0_seq1_m.9739	7	1407	0.00497512437810945
comp17745_c0_seq1_m.9740	1	327	0.00305810397553517
comp17745_c0_seq1_m.9741	1	327	0.00305810397553517
comp17746_c0_seq1_m.21042	0	1488	0
comp17747_c0_seq1_m.9742	26	1401	0.0185581727337616
comp17748_c0_seq1_m.28469	1	2181	0.000458505272810637
comp17749_c0_seq1_m.23484	6	1497	0.00400801603206413
comp17749_c0_seq2_m.23485	6	528	0.0113636363636364
comp17750_c0_seq1_m.9743	1	1038	0.000963391136801541
comp17751_c0_seq1_m.34831	17	909	0.0187018701870187
comp17752_c0_seq3_m.28512	17	1530	0.0111111111111111
comp17753_c0_seq1_m.9744	32	1479	0.0216362407031778
comp17754_c0_seq1_m.32537	5	399	0.012531328320802
comp17755_c0_seq1_m.9745	16	672	0.0238095238095238
comp17755_c0_seq1_m.9746	0	513	0
comp17756_c0_seq1_m.18871	17	1794	0.00947603121516165
comp17757_c0_seq1_m.19923	20	1014	0.019723865877712
comp17758_c0_seq1_m.9747	7	1431	0.00489168413696716
comp17758_c0_seq1_m.9748	8	522	0.0153256704980843
comp17759_c0_seq1_m.21562	13	1680	0.00773809523809524
comp17760_c0_seq6_m.27488	3	1383	0.00216919739696312
comp17761_c0_seq1_m.27074	1	897	0.00111482720178372
comp17762_c0_seq1_m.9749	6	1722	0.00348432055749129
comp17762_c0_seq1_m.9750	7	486	0.01440329218107
comp17763_c0_seq8_m.19205	5	651	0.00768049155145929
comp17764_c0_seq1_m.37824	0	654	0
comp17764_c1_seq1_m.37826	8	1116	0.00716845878136201
comp17766_c0_seq1_m.21706	0	1389	0
comp17766_c0_seq2_m.21707	11	597	0.0184254606365159
comp17767_c0_seq1_m.9751	11	1545	0.00711974110032363
comp177689_c0_seq1_m.14516	0	648	0
comp17768_c0_seq1_m.9752	0	1953	0
comp17769_c0_seq1_m.9753	14	2049	0.00683260126891166
comp17769_c0_seq1_m.9754	0	357	0
comp17770_c0_seq9_m.29724	7	1287	0.00543900543900544
comp17771_c0_seq1_m.36069	22	615	0.0357723577235772
comp17772_c0_seq1_m.37096	6	1869	0.00321027287319422
comp17772_c0_seq1_m.37097	4	327	0.0122324159021407
comp17772_c0_seq2_m.37098	9	3174	0.00283553875236295
comp17773_c0_seq1_m.29317	0	1572	0
comp17773_c0_seq1_m.29318	0	408	0
comp17775_c0_seq1_m.9755	12	1413	0.00849256900212314
comp17775_c0_seq1_m.9756	2	396	0.00505050505050505
comp17776_c0_seq1_m.9757	14	2661	0.00526118000751597
comp17777_c0_seq1_m.18372	0	1692	0
comp17778_c0_seq4_m.16395	8	3684	0.00217155266015201
comp17779_c0_seq11_m.23809	0	549	0
comp17780_c0_seq1_m.33342	25	972	0.0257201646090535
comp17781_c0_seq1_m.32787	23	1599	0.0143839899937461
comp17785_c0_seq1_m.37001	32	828	0.0386473429951691
comp17787_c0_seq1_m.9758	19	1299	0.014626635873749
comp17788_c0_seq1_m.9759	0	1017	0
comp17788_c0_seq1_m.9760	0	579	0
comp17788_c0_seq1_m.9761	0	366	0
comp17789_c0_seq1_m.9762	20	1344	0.0148809523809524
comp17789_c0_seq1_m.9764	15	414	0.036231884057971
comp17790_c0_seq1_m.36235	16	1473	0.0108621860149355
comp17790_c0_seq1_m.36237	3	303	0.0099009900990099
comp17791_c0_seq1_m.19463	7	1530	0.00457516339869281
comp17791_c0_seq1_m.19464	3	354	0.00847457627118644
comp17792_c0_seq1_m.9765	7	1947	0.00359527478171546
comp17793_c0_seq1_m.27438	4	1428	0.00280112044817927
comp17794_c0_seq1_m.37035	0	2601	0
comp17796_c0_seq1_m.9766	0	1191	0
comp17797_c0_seq1_m.9768	40	1521	0.0262984878369494
comp17797_c0_seq1_m.9769	16	342	0.0467836257309941
comp17798_c0_seq1_m.38068	6	1053	0.0056980056980057
comp17798_c0_seq1_m.38069	4	366	0.0109289617486339
comp17798_c0_seq3_m.38070	0	528	0
comp17799_c0_seq1_m.33727	0	1782	0
comp17799_c0_seq3_m.33726	8	678	0.0117994100294985
comp177_c0_seq1_m.40	15	831	0.0180505415162455
comp17800_c0_seq1_m.9770	14	1800	0.00777777777777778
comp17801_c0_seq1_m.9771	15	1824	0.00822368421052632
comp17802_c0_seq1_m.9772	1	1119	0.000893655049151028
comp17804_c0_seq1_m.36592	6	468	0.0128205128205128
comp17804_c1_seq1_m.36590	14	1083	0.012927054478301
comp17805_c0_seq1_m.23412	3	1203	0.00249376558603491
comp17806_c0_seq1_m.36651	0	1623	0
comp17806_c0_seq2_m.36652	7	1623	0.00431300061614294
comp17807_c0_seq1_m.9773	17	2130	0.007981220657277
comp17809_c0_seq1_m.37024	7	999	0.00700700700700701
comp17809_c1_seq1_m.37026	5	1887	0.00264970853206147
comp17810_c0_seq15_m.22171	2	366	0.00546448087431694
comp17810_c0_seq5_m.22170	7	810	0.00864197530864197
comp17810_c0_seq6_m.22166	1	390	0.00256410256410256
comp17810_c0_seq7_m.22167	0	711	0
comp17811_c0_seq1_m.9775	1	750	0.00133333333333333
comp17811_c0_seq1_m.9776	8	468	0.0170940170940171
comp17811_c0_seq1_m.9777	5	399	0.012531328320802
comp17812_c0_seq1_m.9778	5	1152	0.00434027777777778
comp17813_c0_seq1_m.9780	14	2016	0.00694444444444444
comp17814_c0_seq1_m.9782	10	1572	0.00636132315521628
comp17815_c0_seq1_m.30171	34	819	0.0415140415140415
comp17815_c0_seq1_m.30172	3	345	0.00869565217391304
comp17816_c0_seq1_m.19823	0	873	0
comp17817_c0_seq1_m.19213	0	321	0
comp17818_c0_seq1_m.9783	16	1851	0.00864397622906537
comp17819_c0_seq1_m.38371	0	1800	0
comp17819_c1_seq1_m.38370	0	1221	0
comp1781_c0_seq1_m.415	0	342	0
comp17820_c0_seq3_m.16103	4	1230	0.0032520325203252
comp17821_c0_seq1_m.9785	49	1317	0.0372057706909643
comp17822_c0_seq1_m.9786	15	1956	0.00766871165644172
comp17823_c0_seq1_m.28685	0	2541	0
comp17824_c0_seq1_m.9787	5	1917	0.00260824204486176
comp17825_c0_seq1_m.9790	25	2208	0.0113224637681159
comp17826_c0_seq1_m.9791	4	1170	0.00341880341880342
comp17827_c0_seq1_m.9793	0	1215	0
comp17828_c0_seq1_m.30397	11	1239	0.00887812752219532
comp17829_c0_seq1_m.18216	39	2298	0.0169712793733681
comp17830_c0_seq5_m.27099	1	1815	0.000550964187327824
comp17831_c0_seq1_m.34267	1	3081	0.000324569944823109
comp17832_c0_seq1_m.31652	1	894	0.00111856823266219
comp17832_c0_seq2_m.31657	3	309	0.00970873786407767
comp17832_c1_seq1_m.31660	9	624	0.0144230769230769
comp17833_c0_seq1_m.25180	41	1209	0.0339123242349049
comp17834_c0_seq1_m.20614	79	1806	0.0437430786267996
comp17834_c0_seq1_m.20615	0	1452	0
comp17834_c0_seq2_m.20616	1	720	0.00138888888888889
comp17834_c0_seq3_m.20617	0	540	0
comp17835_c0_seq1_m.9794	11	1431	0.0076869322152341
comp17836_c0_seq2_m.24194	18	1314	0.0136986301369863
comp17836_c0_seq2_m.24195	7	615	0.0113821138211382
comp17837_c0_seq1_m.16891	2	3297	0.000606612071580224
comp17838_c0_seq1_m.36944	25	1131	0.02210433244916
comp17839_c1_seq1_m.31169	1	2640	0.000378787878787879
comp17840_c0_seq2_m.16131	0	2505	0
comp17841_c0_seq1_m.35574	2	1854	0.00107874865156419
comp17842_c0_seq1_m.9795	23	1614	0.0142503097893432
comp17843_c0_seq1_m.9796	0	1572	0
comp17844_c0_seq1_m.18251	4	1056	0.00378787878787879
comp17844_c0_seq1_m.18252	1	312	0.00320512820512821
comp17846_c0_seq1_m.26337	1	1245	0.000803212851405623
comp17848_c0_seq1_m.20042	17	864	0.0196759259259259
comp17848_c0_seq2_m.20043	1	708	0.00141242937853107
comp17849_c0_seq1_m.18232	0	2493	0
comp17849_c0_seq2_m.18235	0	1659	0
comp17850_c0_seq1_m.9797	0	3438	0
comp17851_c0_seq1_m.36440	23	1920	0.0119791666666667
comp17852_c0_seq1_m.9800	2	3288	0.000608272506082725
comp17852_c0_seq1_m.9802	3	324	0.00925925925925926
comp17853_c0_seq1_m.9803	35	1314	0.0266362252663623
comp17854_c0_seq1_m.32794	0	1116	0
comp17855_c0_seq1_m.26213	3	2073	0.00144717800289436
comp17856_c0_seq1_m.9804	18	1443	0.0124740124740125
comp17857_c0_seq1_m.9805	18	1413	0.0127388535031847
comp17858_c0_seq1_m.9807	6	3303	0.00181653042688465
comp17859_c0_seq1_m.20330	0	3024	0
comp17860_c0_seq1_m.27820	3	1626	0.0018450184501845
comp17861_c0_seq8_m.36721	5	1311	0.003813882532418
comp17862_c0_seq1_m.9808	29	1170	0.0247863247863248
comp17864_c0_seq1_m.9809	0	1548	0
comp17865_c0_seq1_m.27622	1	6405	0.000156128024980484
comp17866_c0_seq1_m.9810	17	1947	0.00873138161273754
comp17867_c0_seq1_m.9811	0	1197	0
comp17869_c0_seq1_m.9812	42	1395	0.0301075268817204
comp1786_c0_seq1_m.416	0	546	0
comp17870_c0_seq1_m.23367	2	1521	0.00131492439184747
comp17871_c0_seq1_m.36822	23	1473	0.0156143923964698
comp17872_c0_seq1_m.9813	1	2385	0.000419287211740042
comp17873_c0_seq1_m.9814	33	1626	0.0202952029520295
comp17874_c0_seq1_m.9815	33	2364	0.0139593908629442
comp17875_c0_seq4_m.35471	4	1374	0.00291120815138282
comp17876_c0_seq1_m.30677	0	6168	0
comp17876_c0_seq2_m.30678	1	6084	0.000164365548980934
comp17877_c0_seq1_m.22444	18	651	0.0276497695852535
comp17877_c0_seq1_m.22445	10	441	0.0226757369614512
comp17878_c0_seq1_m.37347	0	1119	0
comp17878_c0_seq2_m.37350	0	669	0
comp17878_c0_seq3_m.37351	0	681	0
comp17879_c0_seq1_m.16964	8	1419	0.00563777307963354
comp17880_c0_seq1_m.9816	47	1674	0.0280764635603345
comp17881_c0_seq2_m.37801	4	2016	0.00198412698412698
comp17882_c0_seq1_m.9817	43	660	0.0651515151515152
comp17883_c0_seq1_m.9818	1	2301	0.000434593654932638
comp17884_c0_seq1_m.19616	17	2532	0.00671406003159558
comp17885_c0_seq1_m.9819	38	1662	0.022864019253911
comp178864_c0_seq1_m.14525	2	678	0.00294985250737463
comp17886_c0_seq1_m.20528	2	1506	0.00132802124833997
comp17886_c0_seq2_m.20529	8	1575	0.00507936507936508
comp17886_c0_seq3_m.20522	11	1476	0.00745257452574526
comp17886_c0_seq4_m.20523	12	1152	0.0104166666666667
comp17886_c0_seq4_m.20524	3	579	0.00518134715025907
comp17886_c0_seq7_m.20525	11	1002	0.0109780439121756
comp17887_c0_seq1_m.38712	23	303	0.0759075907590759
comp17889_c0_seq2_m.33238	0	1662	0
comp17890_c0_seq1_m.9820	24	1323	0.018140589569161
comp17891_c0_seq1_m.9821	9	990	0.00909090909090909
comp17892_c0_seq3_m.35488	1	1116	0.000896057347670251
comp17893_c0_seq1_m.9822	18	1812	0.00993377483443709
comp17893_c0_seq1_m.9823	16	501	0.031936127744511
comp17894_c0_seq1_m.9825	13	1872	0.00694444444444444
comp17894_c0_seq1_m.9826	7	1446	0.00484094052558783
comp17895_c0_seq1_m.15850	3	1596	0.0018796992481203
comp17896_c0_seq1_m.9829	8	1512	0.00529100529100529
comp17896_c0_seq1_m.9830	10	654	0.0152905198776758
comp17897_c0_seq1_m.9831	50	2340	0.0213675213675214
comp17898_c0_seq1_m.38654	12	2364	0.0050761421319797
comp17898_c0_seq1_m.38655	0	381	0
comp17900_c0_seq1_m.21688	32	1071	0.0298786181139122
comp17900_c0_seq3_m.21690	17	768	0.0221354166666667
comp17901_c0_seq1_m.30749	25	2433	0.010275380189067
comp17902_c0_seq1_m.15387	15	1638	0.00915750915750916
comp179035_c0_seq1_m.14526	0	312	0
comp17903_c0_seq1_m.28547	30	4338	0.00691562932226833
comp17903_c0_seq1_m.28549	2	300	0.00666666666666667
comp17903_c0_seq3_m.28550	10	1506	0.00664010624169987
comp17904_c0_seq1_m.29578	1	1821	0.000549148819330038
comp17904_c0_seq1_m.29579	31	954	0.0324947589098532
comp17904_c0_seq1_m.29580	1	390	0.00256410256410256
comp17904_c0_seq3_m.29581	0	753	0
comp17904_c0_seq3_m.29582	4	591	0.00676818950930626
comp17906_c0_seq1_m.9832	14	1137	0.0123131046613896
comp17907_c1_seq1_m.33901	7	1587	0.00441083805923125
comp17907_c2_seq1_m.33904	21	1242	0.0169082125603865
comp17909_c0_seq1_m.26408	1	1395	0.000716845878136201
comp17909_c0_seq2_m.26409	9	1104	0.00815217391304348
comp17909_c0_seq3_m.26411	48	1347	0.0356347438752784
comp17909_c0_seq3_m.26412	6	300	0.02
comp17910_c0_seq1_m.23676	32	1287	0.0248640248640249
comp17911_c0_seq2_m.28337	0	1323	0
comp17912_c0_seq1_m.9833	13	2001	0.00649675162418791
comp17913_c0_seq1_m.32854	0	510	0
comp17913_c0_seq2_m.32856	0	426	0
comp17914_c0_seq1_m.34925	9	1299	0.0069284064665127
comp17914_c0_seq3_m.34929	9	426	0.0211267605633803
comp179157_c0_seq1_m.14527	7	438	0.0159817351598174
comp17915_c0_seq1_m.9834	3	1179	0.00254452926208651
comp17916_c0_seq1_m.28362	0	1626	0
comp17917_c0_seq1_m.24620	39	1317	0.0296127562642369
comp17920_c0_seq1_m.17209	2	987	0.00202634245187437
comp17921_c0_seq1_m.17131	0	2523	0
comp17921_c0_seq1_m.17133	0	303	0
comp17922_c0_seq1_m.34619	1	1701	0.000587889476778366
comp17922_c0_seq2_m.34621	0	1398	0
comp17925_c0_seq1_m.9836	19	1104	0.0172101449275362
comp17926_c0_seq1_m.32436	7	1035	0.00676328502415459
comp17927_c0_seq1_m.23428	14	2940	0.00476190476190476
comp17928_c0_seq2_m.27215	0	918	0
comp17928_c0_seq4_m.27216	0	1062	0
comp17929_c0_seq1_m.9837	36	804	0.0447761194029851
comp17931_c0_seq1_m.33793	2	1293	0.00154679040989946
comp17931_c1_seq1_m.33795	6	969	0.00619195046439629
comp17931_c1_seq1_m.33796	2	693	0.00288600288600289
comp17933_c0_seq1_m.9838	0	1482	0
comp17934_c0_seq1_m.31726	0	2511	0
comp17936_c0_seq1_m.26661	0	366	0
comp17936_c0_seq2_m.26662	0	1719	0
comp17936_c0_seq3_m.26663	32	1332	0.024024024024024
comp17937_c0_seq1_m.9841	1	2916	0.000342935528120713
comp17938_c0_seq1_m.26045	0	1476	0
comp17938_c0_seq1_m.26047	0	309	0
comp17939_c0_seq1_m.17100	8	2646	0.00302343159486017
comp17940_c0_seq9_m.20122	0	921	0
comp17941_c1_seq1_m.17877	2	1344	0.00148809523809524
comp17941_c1_seq2_m.17878	2	1344	0.00148809523809524
comp17941_c1_seq2_m.17879	0	369	0
comp17941_c1_seq3_m.17876	4	336	0.0119047619047619
comp17942_c0_seq1_m.9842	8	1440	0.00555555555555556
comp17943_c0_seq1_m.34825	1	1950	0.000512820512820513
comp17944_c0_seq1_m.26746	1	717	0.00139470013947001
comp17945_c0_seq1_m.23499	8	2967	0.00269632625547691
comp17946_c0_seq1_m.17003	10	3480	0.0028735632183908
comp17946_c0_seq1_m.17004	8	447	0.0178970917225951
comp17947_c0_seq1_m.15266	20	1380	0.0144927536231884
comp17948_c0_seq1_m.28834	8	3183	0.00251335218347471
comp17948_c0_seq2_m.28833	7	1083	0.00646352723915051
comp17948_c0_seq5_m.28836	0	369	0
comp17949_c0_seq1_m.25417	0	1452	0
comp17950_c0_seq1_m.17674	0	1206	0
comp17951_c0_seq4_m.36111	18	588	0.0306122448979592
comp179521_c0_seq1_m.14530	0	393	0
comp17952_c0_seq1_m.16742	27	2250	0.012
comp17952_c0_seq1_m.16744	4	342	0.0116959064327485
comp17953_c1_seq1_m.25724	6	909	0.0066006600660066
comp17954_c0_seq3_m.21279	0	705	0
comp17954_c0_seq3_m.21280	0	348	0
comp17955_c0_seq1_m.20033	8	1140	0.00701754385964912
comp17955_c0_seq4_m.20039	0	501	0
comp17957_c0_seq1_m.9843	8	2001	0.00399800099950025
comp17958_c0_seq1_m.23158	13	1392	0.00933908045977012
